,Cluster1,Cluster2,Cluster3,Cluster4
171,(((hyp:tok:writing OR pre:tok:lunch) OR pre:tok:nap) OR pre:tok:surfing),(hyp:tok:in OR oth:overlap:overlap25),(hyp:tok:present OR hyp:tok:surrounded),(((NOT pre:tok:woman) AND hyp:tok:eating) OR pre:tok:roller)
172,((pre:tok:movie OR pre:tok:produce) AND hyp:tok:is),(((hyp:tok:device OR hyp:tok:lamp) AND hyp:tok:holding) OR pre:tok:dead),(((hyp:tok:seems OR hyp:tok:speaking) OR hyp:tok:bows) AND (NOT pre:tok:is)),(NOT pre:tok:blue)
173,(((NOT pre:tok:running) AND (hyp:tok:chess OR hyp:tok:running)) OR hyp:tok:new),((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there),((hyp:tok:sleeping AND pre:tok:carriage) OR pre:tok:television),(hyp:tok:wearing AND pre:tok:stringed)
174,((hyp:tok:bent OR hyp:tok:shade) OR hyp:tok:elephant),(hyp:tok:desert OR hyp:tok:grassy),((pre:tok:motorcycles OR pre:tok:set) AND hyp:tok:people),(((NOT pre:tok:to) AND (hyp:tok:outside OR hyp:tok:people)) AND (NOT pre:tok:street))
175,(hyp:tok:in OR hyp:tok:wearing),(((hyp:tok:nobody AND oth:overlap:overlap25) OR hyp:tok:where) AND pre:tok:is),(hyp:tok:water AND pre:tok:castle),((((hyp:tok:boat OR hyp:tok:riding) OR hyp:tok:smiling) OR hyp:tok:chef) OR pre:tok:cup)
176,((hyp:tok:horses AND hyp:tok:riding) AND pre:tok:people),((((hyp:tok:there OR oth:overlap:overlap50) OR hyp:tok:outside) OR pre:tok:red) OR hyp:tok:person),((((NOT oth:overlap:overlap25) AND hyp:tok:in) OR hyp:tok:sleeping) OR hyp:tok:eating),((((hyp:tok:eating OR hyp:tok:tv) AND hyp:tok:are) AND (NOT pre:tok:people)) OR hyp:tok:numbers)
177,((hyp:tok:among OR pre:tok:puts) AND pre:tok:at),(hyp:tok:compete OR hyp:tok:microscope),(((NOT oth:overlap:overlap50) AND (pre:tok:sitting OR pre:tok:yellow)) OR pre:tok:bench),(((NOT pre:tok:are) AND hyp:tok:nobody) AND (NOT pre:tok:background))
178,(hyp:tok:down OR pre:tok:stage),((((NOT pre:tok:to) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:home) AND (NOT pre:tok:at)),((hyp:tok:denim OR hyp:tok:hug) AND pre:tok:woman),(NOT pre:tok:child)
179,((hyp:tok:in AND hyp:tok:swimming) OR hyp:tok:enjoy),(hyp:tok:nobody OR oth:overlap:overlap75),((((hyp:tok:beige OR pre:tok:injured) OR hyp:tok:brushing) OR hyp:tok:name) OR hyp:tok:sound),(((hyp:tok:hotel OR pre:tok:airport) AND hyp:tok:sits) OR hyp:tok:cafeteria)
180,((hyp:tok:black AND hyp:tok:wearing) OR pre:tok:backpacks),(hyp:tok:man AND pre:tok:girl),((hyp:tok:cats OR hyp:tok:eats) OR hyp:tok:sleep),(hyp:tok:in AND hyp:tok:swim)
181,(((hyp:tok:are AND pre:tok:tent) OR hyp:tok:number) OR hyp:tok:scarves),(NOT pre:tok:by),((hyp:tok:for OR hyp:tok:to) OR hyp:tok:tall),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:after) AND (NOT pre:tok:to)) OR hyp:tok:break)
182,((hyp:tok:handed OR pre:tok:singer) OR hyp:tok:museum),((NOT hyp:tok:wearing) AND (hyp:tok:to OR oth:overlap:overlap25)),(hyp:tok:lane OR hyp:tok:pointed),(((hyp:tok:blue AND pre:tok:red) AND pre:tok:shirt) OR pre:tok:auditorium)
183,((hyp:tok:pants OR pre:tok:guitar) OR hyp:tok:activity),((pre:tok:black AND pre:tok:open) OR pre:tok:shadow),(((hyp:tok:hats OR hyp:tok:trunks) OR hyp:tok:clear) AND pre:tok:in),((NOT pre:tok:on) AND hyp:tok:sleeping)
184,(hyp:tok:and OR pre:tok:man),(pre:tok:boy AND pre:tok:skateboard),((NOT oth:overlap:overlap25) AND (hyp:tok:lane OR hyp:tok:pointed)),((hyp:tok:hotel OR pre:tok:airport) AND hyp:tok:sits)
185,(hyp:tok:people AND hyp:tok:snow),(hyp:tok:cat OR pre:tok:see),(hyp:tok:dogs AND pre:tok:get),(hyp:tok:doctors OR hyp:tok:paddles)
186,(hyp:tok:asleep OR hyp:tok:customer),(((NOT pre:tok:woman) AND hyp:tok:woman) AND pre:tok:man),(((NOT pre:tok:man) AND (pre:tok:married OR pre:tok:sleeps)) OR pre:tok:peace),(((hyp:tok:hoping OR hyp:tok:last) OR pre:tok:crossing) AND (NOT oth:overlap:overlap25))
187,(hyp:tok:is OR pre:tok:blue),(NOT hyp:tok:children),((((hyp:tok:sleeping AND pre:tok:on) OR hyp:tok:sound) AND (NOT pre:tok:man)) OR pre:tok:napping),((NOT pre:tok:group) AND hyp:tok:outside)
188,(hyp:tok:eating OR hyp:tok:swimming),(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:in)) OR hyp:tok:eating),(hyp:tok:kitchen AND pre:tok:asian),((((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:outside) OR hyp:tok:near) AND (NOT hyp:tok:his))
189,((((hyp:tok:bedroom OR hyp:tok:stuck) OR hyp:tok:clock) AND (NOT pre:tok:in)) OR hyp:tok:pets),((((hyp:tok:bedroom OR hyp:tok:inside) OR hyp:tok:chair) OR pre:tok:hose) AND (NOT pre:tok:are)),((((NOT hyp:tok:his) AND (oth:overlap:overlap75 OR pre:tok:making)) OR pre:tok:like) AND (NOT hyp:tok:to)),((hyp:tok:women AND pre:tok:men) AND pre:tok:two)
190,(hyp:tok:about OR hyp:tok:for),((((hyp:tok:nobody AND oth:overlap:overlap25) OR hyp:tok:where) AND pre:tok:is) OR hyp:tok:paved),(((hyp:tok:brothers AND pre:tok:trampoline) OR hyp:tok:fetch) AND pre:tok:in),((hyp:tok:girl AND pre:tok:cool) OR hyp:tok:obstacle)
191,(((hyp:tok:home OR pre:tok:performs) OR hyp:tok:pizza) OR hyp:tok:naked),(hyp:tok:tall AND oth:overlap:overlap25),(((NOT pre:tok:to) AND (hyp:tok:after OR hyp:tok:for)) OR hyp:tok:first),((hyp:tok:group AND pre:tok:gets) OR hyp:tok:curtain)
192,((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:walking)),(hyp:tok:singing AND pre:tok:supermarket),(hyp:tok:train AND pre:tok:platform),(hyp:tok:outside AND pre:tok:golfer)
193,((((hyp:tok:not OR oth:overlap:overlap75) OR hyp:tok:nobody) AND (NOT pre:tok:walking)) AND (NOT pre:tok:young)),(pre:tok:its OR pre:tok:riding),((NOT pre:tok:woman) AND (hyp:tok:drinks OR hyp:tok:nobody)),(hyp:tok:buddhist OR pre:tok:yarn)
194,(NOT pre:tok:playing),((NOT pre:tok:to) AND (hyp:tok:cat OR pre:tok:see)),(hyp:tok:control OR pre:tok:sound),(hyp:tok:chainsaw OR hyp:tok:mask)
195,(hyp:tok:is OR pre:tok:are),((((hyp:tok:cafe AND pre:tok:women) OR pre:tok:passed) AND pre:tok:two) OR hyp:tok:atv),((hyp:tok:basketball OR hyp:tok:teenagers) OR hyp:tok:pet),(((hyp:tok:for OR hyp:tok:to) OR pre:tok:playing) AND (NOT oth:overlap:overlap50))
196,(hyp:tok:at OR hyp:tok:in),(hyp:tok:low OR pre:tok:form),((((pre:tok:cleaning AND pre:tok:person) OR hyp:tok:sing) AND oth:overlap:overlap25) OR hyp:tok:brushes),((((hyp:tok:cat AND pre:tok:dog) AND oth:overlap:overlap25) AND (NOT pre:tok:and)) AND (NOT pre:tok:on))
197,((NOT oth:overlap:overlap50) AND (pre:tok:pose OR pre:tok:walking)),((((hyp:tok:backyard OR pre:tok:alone) OR hyp:tok:stroller) AND (NOT pre:tok:in)) OR pre:tok:else),((((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:sit) OR hyp:tok:coffee) OR pre:tok:numbered),(hyp:tok:driving OR hyp:tok:swimming)
198,((NOT oth:overlap:overlap50) AND (hyp:tok:are OR hyp:tok:is)),((NOT hyp:tok:man) AND (hyp:tok:woman AND pre:tok:man)),((hyp:tok:dogs AND pre:tok:get) OR pre:tok:bicyclists),(NOT hyp:tok:her)
199,((NOT pre:tok:people) AND hyp:tok:nobody),((((hyp:tok:human OR hyp:tok:tools) OR hyp:tok:straight) AND (NOT hyp:tok:is)) AND (NOT pre:tok:with)),((((hyp:tok:outside OR oth:overlap:overlap75) OR hyp:tok:people) OR hyp:tok:there) AND (NOT hyp:tok:for)),((((NOT oth:overlap:overlap50) AND hyp:tok:inside) AND (NOT hyp:tok:people)) OR pre:tok:television)
200,(((hyp:tok:coffee OR hyp:tok:pillow) OR hyp:tok:elephant) OR hyp:tok:eats),((((NOT pre:tok:shirt) AND (hyp:tok:blue OR hyp:tok:brown)) OR pre:tok:spray) AND (NOT pre:tok:black)),((((hyp:tok:swimming AND pre:tok:holding) OR hyp:tok:outer) OR pre:tok:fly) OR pre:tok:clock),(hyp:tok:visiting OR pre:tok:urban)
201,((pre:tok:hikers OR pre:tok:lane) OR pre:tok:slope),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:on)) OR hyp:tok:inside) OR hyp:tok:cat),(((hyp:tok:his OR hyp:tok:their) AND oth:overlap:overlap50) OR hyp:tok:after),(hyp:tok:any OR hyp:tok:tops)
202,(hyp:tok:girl AND hyp:tok:push),((hyp:tok:by AND hyp:tok:wares) OR hyp:tok:interested),(((hyp:tok:blows OR hyp:tok:crossing) OR hyp:tok:jerseys) AND (NOT hyp:tok:are)),((hyp:tok:near OR oth:overlap:overlap75) OR hyp:tok:past)
203,(((((NOT oth:overlap:overlap25) AND hyp:tok:is) OR hyp:tok:home) OR hyp:tok:they) OR pre:tok:waiting),(((NOT pre:tok:at) AND (hyp:tok:sitting OR hyp:tok:sleeping)) OR hyp:tok:sits),((hyp:tok:swimming AND pre:tok:holding) OR hyp:tok:outer),(((hyp:tok:booth OR pre:tok:skiing) AND pre:tok:white) OR hyp:tok:japanese)
204,(hyp:tok:hardware AND pre:tok:on),(((hyp:tok:running OR pre:tok:sitting) OR pre:tok:pool) OR hyp:tok:field),(((hyp:tok:home AND hyp:tok:sitting) OR hyp:tok:couch) OR hyp:tok:suspended),(((hyp:tok:couple AND pre:tok:countryside) OR pre:tok:meet) AND (NOT hyp:tok:is))
205,((hyp:tok:at OR hyp:tok:her) OR hyp:tok:eating),((((hyp:tok:some AND hyp:tok:this) OR pre:tok:sister) OR pre:tok:pick) OR pre:tok:soda),(((hyp:tok:chatting OR pre:tok:kite) AND hyp:tok:standing) OR hyp:tok:wading),(((pre:tok:barn OR pre:tok:ocean) OR hyp:tok:bathtub) AND pre:tok:in)
206,(hyp:tok:throws AND pre:tok:beach),((hyp:tok:nobody OR pre:tok:enjoys) OR pre:tok:leaping),(hyp:tok:outdoors AND pre:tok:stream),((hyp:tok:race AND pre:tok:track) OR pre:tok:burning)
207,(((hyp:tok:friends AND hyp:tok:group) OR hyp:tok:sad) AND (NOT pre:tok:in)),((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:swimming)),((hyp:tok:home AND hyp:tok:sitting) OR hyp:tok:couch),(((hyp:tok:women AND pre:tok:men) AND pre:tok:two) OR hyp:tok:ladies)
208,((hyp:tok:for OR hyp:tok:to) OR hyp:tok:dog),(((hyp:tok:wearing OR oth:overlap:overlap50) OR hyp:tok:there) AND (NOT hyp:tok:his)),((hyp:tok:no OR hyp:tok:swimming) OR hyp:tok:cats),((((hyp:tok:inside AND pre:tok:on) AND hyp:tok:is) OR hyp:tok:outer) AND (NOT pre:tok:is))
209,((((hyp:tok:preparing AND pre:tok:from) OR pre:tok:upset) OR hyp:tok:passed) AND (NOT hyp:tok:in)),(((NOT pre:tok:sitting) AND (hyp:tok:blue OR hyp:tok:sitting)) AND (NOT pre:tok:blue)),(((hyp:tok:people OR oth:overlap:overlap75) OR hyp:tok:there) OR hyp:tok:human),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:after) AND (NOT pre:tok:to))
210,(((hyp:tok:robe AND hyp:tok:white) OR hyp:tok:protecting) AND (NOT pre:tok:two)),(hyp:tok:falls OR pre:tok:gentleman),((NOT pre:tok:to) AND (hyp:tok:are AND hyp:tok:outside)),(((hyp:tok:curly OR hyp:tok:khaki) OR hyp:tok:cute) AND oth:overlap:overlap50)
211,((((hyp:tok:concert OR pre:tok:farmer) OR pre:tok:leaf) OR hyp:tok:art) AND (NOT oth:overlap:overlap50)),(((pre:tok:indoor AND pre:tok:young) OR hyp:tok:ears) OR hyp:tok:move),(((hyp:tok:lost OR hyp:tok:parking) OR hyp:tok:shops) OR hyp:tok:bride),(hyp:tok:hoping OR hyp:tok:last)
212,(hyp:tok:seated OR pre:tok:railing),(((((NOT pre:tok:beach) AND hyp:tok:beach) OR hyp:tok:duck) OR hyp:tok:tea) OR hyp:tok:summer),(hyp:tok:pulled AND pre:tok:wearing),(hyp:tok:khaki OR hyp:tok:safety)
213,(hyp:tok:not OR oth:overlap:overlap75),((hyp:tok:in OR hyp:tok:playing) OR hyp:tok:eating),(hyp:tok:bicycle AND hyp:tok:street),((((hyp:tok:ladies OR hyp:tok:surfboard) AND oth:overlap:overlap25) OR pre:tok:injured) OR pre:tok:lost)
214,((hyp:tok:human AND pre:tok:wearing) OR pre:tok:turns),((((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:tv) OR hyp:tok:indoors) OR hyp:tok:asleep),((hyp:tok:bicycle AND hyp:tok:his) OR hyp:tok:stroller),(((NOT hyp:tok:is) AND (hyp:tok:flip OR hyp:tok:not)) OR hyp:tok:buildings)
215,(((NOT pre:tok:in) AND (hyp:tok:and OR hyp:tok:skateboarder)) AND (NOT pre:tok:man)),((((hyp:tok:shop AND oth:overlap:overlap50) OR pre:tok:nutcracker) AND (NOT pre:tok:dressed)) AND (NOT hyp:tok:is)),(hyp:tok:ladies OR hyp:tok:vegetable),((NOT pre:tok:to) AND (hyp:tok:outside OR hyp:tok:people))
216,((((hyp:tok:finished OR pre:tok:enter) OR hyp:tok:bridal) OR hyp:tok:snowshoes) AND (NOT hyp:tok:to)),((pre:tok:life AND pre:tok:three) OR hyp:tok:clock),(((NOT oth:overlap:overlap25) AND hyp:tok:bikes) OR hyp:tok:pedaling),((hyp:tok:drives AND pre:tok:is) OR pre:tok:wild)
217,(((hyp:tok:concert OR pre:tok:farmer) OR pre:tok:leaf) OR hyp:tok:art),(hyp:tok:rink AND pre:tok:to),((((hyp:tok:buddhist OR hyp:tok:elder) OR hyp:tok:name) OR hyp:tok:tube) AND (NOT pre:tok:man)),(hyp:tok:are AND hyp:tok:chinese)
218,((((NOT pre:tok:in) AND (hyp:tok:and OR hyp:tok:skateboarder)) AND (NOT pre:tok:man)) OR hyp:tok:booth),((((hyp:tok:microscope OR pre:tok:learning) OR hyp:tok:clean) OR hyp:tok:camouflage) OR hyp:tok:pictured),((((hyp:tok:there OR oth:overlap:overlap50) OR hyp:tok:outside) OR hyp:tok:outdoors) AND (NOT hyp:tok:his)),(pre:tok:barn OR pre:tok:ocean)
219,(hyp:tok:home AND pre:tok:seat),((hyp:tok:chases AND pre:tok:is) OR pre:tok:heading),(((NOT pre:tok:people) AND (hyp:tok:human OR hyp:tok:people)) OR pre:tok:practicing),((((hyp:tok:sits AND pre:tok:walking) OR hyp:tok:maroon) OR hyp:tok:outer) OR pre:tok:boardwalk)
220,(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:their) OR hyp:tok:tall),((((NOT pre:tok:black) AND hyp:tok:black) AND (NOT hyp:tok:wearing)) AND (NOT pre:tok:and)),(((NOT hyp:tok:his) AND (oth:overlap:overlap75 OR pre:tok:making)) OR pre:tok:like),(((pre:tok:buy OR pre:tok:lunch) OR pre:tok:gentlemen) OR pre:tok:conversation)
221,((hyp:tok:guys OR pre:tok:instruments) OR pre:tok:checks),(hyp:tok:eating OR hyp:tok:sitting),(((NOT oth:overlap:overlap25) AND (hyp:tok:name OR pre:tok:tunnel)) OR hyp:tok:soup),(((NOT pre:tok:in) AND hyp:tok:fighting) AND hyp:tok:are)
222,((hyp:tok:park OR pre:tok:suspenders) AND pre:tok:shirt),((NOT pre:tok:and) AND hyp:tok:guitar),((hyp:tok:human AND pre:tok:army) AND oth:overlap:overlap25),((((NOT pre:tok:woman) AND hyp:tok:eating) OR pre:tok:roller) AND (NOT oth:overlap:overlap50))
223,(((oth:overlap:overlap50 OR pre:tok:play) OR hyp:tok:person) OR pre:tok:stand),((((NOT pre:tok:and) AND (hyp:tok:woman AND pre:tok:man)) AND (NOT hyp:tok:to)) AND (NOT pre:tok:-)),((hyp:tok:falls OR pre:tok:trains) OR hyp:tok:rollerblading),((hyp:tok:hoping OR hyp:tok:last) OR pre:tok:crossing)
224,((pre:tok:painted AND pre:tok:to) OR hyp:tok:speed),((((NOT pre:tok:wearing) AND (hyp:tok:wearing OR pre:tok:makeup)) AND (NOT pre:tok:on)) AND pre:tok:in),(((((NOT oth:overlap:overlap25) AND pre:tok:at) OR hyp:tok:alone) OR pre:tok:hair) OR hyp:tok:drinking),((hyp:tok:bottles OR pre:tok:poker) AND hyp:tok:is)
225,((((hyp:tok:water AND pre:tok:swimming) OR hyp:tok:happening) OR hyp:tok:furniture) OR pre:tok:wife),(((hyp:tok:backyard OR pre:tok:alone) OR hyp:tok:stroller) AND (NOT pre:tok:in)),((((hyp:tok:full OR hyp:tok:tractor) OR hyp:tok:international) OR pre:tok:wash) OR hyp:tok:hats),((pre:tok:and AND pre:tok:indoor) OR hyp:tok:hugging)
226,((((hyp:tok:to OR oth:overlap:overlap50) OR hyp:tok:person) OR pre:tok:play) AND (NOT hyp:tok:group)),((((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:person) OR hyp:tok:some),((NOT oth:overlap:overlap25) AND hyp:tok:is),(hyp:tok:running AND pre:tok:sitting)
227,((((NOT hyp:tok:man) AND hyp:tok:sleeping) OR hyp:tok:crib) AND (NOT pre:tok:girl)),((((hyp:tok:rollerskating OR hyp:tok:surfing) AND pre:tok:with) OR hyp:tok:teen) AND (NOT pre:tok:at)),((hyp:tok:are OR oth:overlap:overlap25) OR hyp:tok:person),((hyp:tok:driving OR hyp:tok:swimming) OR hyp:tok:rides)
228,(hyp:tok:bed OR hyp:tok:ocean),((hyp:tok:formal OR hyp:tok:pets) OR pre:tok:walked),((hyp:tok:men AND pre:tok:woman) OR hyp:tok:guitars),(hyp:tok:girl AND pre:tok:boy)
229,((hyp:tok:carrot OR hyp:tok:yelling) OR hyp:tok:maintenance),((hyp:tok:naked OR hyp:tok:swimming) OR pre:tok:winter),((((hyp:tok:bicycle AND hyp:tok:his) OR hyp:tok:stroller) OR hyp:tok:you) AND (NOT hyp:tok:in)),((((NOT pre:tok:another) AND (hyp:tok:standing AND pre:tok:sitting)) OR hyp:tok:waist) AND (NOT pre:tok:are))
230,(((hyp:tok:suburban OR pre:tok:skiing) OR hyp:tok:clouds) OR hyp:tok:terrain),((((hyp:tok:drives OR hyp:tok:sofa) OR pre:tok:skinned) OR hyp:tok:boards) AND (NOT oth:overlap:overlap50)),((((hyp:tok:no OR hyp:tok:swimming) OR hyp:tok:cats) OR hyp:tok:nap) OR hyp:tok:nobody),(((hyp:tok:outdoors OR hyp:tok:outside) OR hyp:tok:something) OR hyp:tok:vehicle)
231,(((pre:tok:painted AND pre:tok:to) OR hyp:tok:speed) OR hyp:tok:bin),((pre:tok:indoor AND pre:tok:young) OR hyp:tok:ears),((pre:tok:seems OR pre:tok:skiing) OR hyp:tok:cigarette),((((hyp:tok:drives AND pre:tok:is) OR pre:tok:wild) OR hyp:tok:deer) AND (NOT oth:overlap:overlap50))
232,((NOT hyp:tok:her) AND (hyp:tok:smiling AND hyp:tok:woman)),(((NOT pre:tok:to) AND (hyp:tok:standing AND pre:tok:sitting)) AND (NOT pre:tok:person)),((((hyp:tok:eating OR hyp:tok:sleeping) OR hyp:tok:sleeps) OR hyp:tok:couch) OR hyp:tok:asleep),(hyp:tok:standing AND pre:tok:poker)
233,((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:wearing)) OR hyp:tok:eating) AND (NOT hyp:tok:people)),(hyp:tok:running OR hyp:tok:runs),((((hyp:tok:acoustic OR hyp:tok:hillside) OR pre:tok:lost) OR pre:tok:thinking) OR hyp:tok:obstacle),(hyp:tok:booth OR pre:tok:skiing)
234,(((hyp:tok:seated OR pre:tok:railing) AND pre:tok:are) OR hyp:tok:6),(hyp:tok:instrument AND hyp:tok:with),(((hyp:tok:alone OR hyp:tok:empty) OR hyp:tok:sofa) AND (NOT pre:tok:with)),((((hyp:tok:event OR hyp:tok:outside) OR hyp:tok:sunny) AND (NOT pre:tok:people)) OR hyp:tok:kid)
235,(hyp:tok:activity OR hyp:tok:least),(((hyp:tok:in AND oth:overlap:overlap50) OR hyp:tok:red) OR hyp:tok:cream),(hyp:tok:water AND pre:tok:learning),(((hyp:tok:near OR oth:overlap:overlap75) OR hyp:tok:past) OR hyp:tok:smiling)
236,(((hyp:tok:down OR pre:tok:stage) OR hyp:tok:pool) OR hyp:tok:bench),((((hyp:tok:pub OR pre:tok:hang) AND pre:tok:in) OR hyp:tok:chain) AND (NOT oth:overlap:overlap75)),(((hyp:tok:bicycle AND hyp:tok:his) OR hyp:tok:stroller) OR hyp:tok:you),((hyp:tok:cat AND pre:tok:dog) AND oth:overlap:overlap25)
237,(pre:tok:pose OR pre:tok:walking),(((hyp:tok:inside AND pre:tok:sitting) AND pre:tok:in) OR pre:tok:hug),(((NOT pre:tok:to) AND hyp:tok:to) AND oth:overlap:overlap50),(((hyp:tok:tall OR hyp:tok:trying) OR hyp:tok:friends) OR hyp:tok:winning)
238,(((NOT pre:tok:wearing) AND (hyp:tok:human OR hyp:tok:wearing)) OR pre:tok:swimming),((((hyp:tok:desert OR hyp:tok:grassy) OR hyp:tok:beige) OR hyp:tok:arena) OR hyp:tok:bath),(((hyp:tok:ladies OR pre:tok:lost) OR pre:tok:neighborhood) OR hyp:tok:you),((((NOT pre:tok:blue) AND (hyp:tok:blue OR hyp:tok:different)) OR hyp:tok:theater) OR hyp:tok:bowl)
239,((((NOT hyp:tok:to) AND oth:overlap:overlap25) OR pre:tok:to) AND (NOT hyp:tok:for)),(hyp:tok:during OR oth:overlap:overlap75),(((hyp:tok:eating OR hyp:tok:nobody) OR hyp:tok:alone) OR hyp:tok:drives),((pre:tok:barn OR pre:tok:ocean) OR hyp:tok:bathtub)
240,((((hyp:tok:outside OR oth:overlap:overlap75) OR pre:tok:stand) OR pre:tok:arm) AND (NOT hyp:tok:on)),((((NOT pre:tok:dog) AND hyp:tok:dog) OR hyp:tok:dancing) AND (NOT hyp:tok:are)),(((hyp:tok:at AND hyp:tok:home) OR hyp:tok:couch) OR hyp:tok:sofa),((((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:near) OR hyp:tok:holding) OR hyp:tok:human)
241,(((hyp:tok:groom OR hyp:tok:toothbrush) OR hyp:tok:chat) OR hyp:tok:buildings),(((hyp:tok:at OR hyp:tok:to) OR hyp:tok:for) OR hyp:tok:his),((hyp:tok:men AND pre:tok:sandals) OR hyp:tok:jean),(NOT pre:tok:basketball)
242,(NOT pre:tok:looking),((hyp:tok:ears OR hyp:tok:multiple) OR hyp:tok:conductor),(hyp:tok:chases OR pre:tok:traveling),(hyp:tok:sits AND pre:tok:walking)
243,((((hyp:tok:writing OR pre:tok:lunch) OR pre:tok:nap) OR pre:tok:surfing) OR pre:tok:low),((((hyp:tok:is OR pre:tok:in) OR pre:tok:on) AND (NOT oth:overlap:overlap50)) AND (NOT hyp:tok:outside)),(((hyp:tok:drinks OR hyp:tok:falls) OR hyp:tok:powerpoint) OR hyp:tok:rollerblading),((hyp:tok:boy AND pre:tok:dress) OR hyp:tok:buddhist)
244,(hyp:tok:stuck AND pre:tok:in),(hyp:tok:on AND pre:tok:relax),(hyp:tok:vacation AND pre:tok:are),(((((NOT pre:tok:red) AND hyp:tok:red) OR pre:tok:tea) AND (NOT hyp:tok:wearing)) AND (NOT hyp:tok:are))
245,((((hyp:tok:laying OR hyp:tok:seated) OR hyp:tok:pub) OR hyp:tok:fell) OR hyp:tok:bedroom),(hyp:tok:least AND pre:tok:on),((hyp:tok:picnic OR hyp:tok:summer) OR hyp:tok:wheelchair),((((hyp:tok:tall OR hyp:tok:trying) OR hyp:tok:friends) OR hyp:tok:winning) OR hyp:tok:vacation)
246,((hyp:tok:identical OR hyp:tok:mouths) AND hyp:tok:two),((hyp:tok:favorite OR pre:tok:tray) OR hyp:tok:funny),((hyp:tok:hats OR hyp:tok:trunks) OR hyp:tok:clear),(((hyp:tok:outside OR oth:overlap:overlap50) OR pre:tok:football) OR hyp:tok:some)
247,((hyp:tok:beard OR hyp:tok:robes) OR hyp:tok:bone),((hyp:tok:heading OR hyp:tok:way) AND hyp:tok:are),(hyp:tok:japanese OR pre:tok:profile),(((NOT oth:overlap:overlap50) AND hyp:tok:inside) AND (NOT hyp:tok:people))
248,((((NOT pre:tok:is) AND (hyp:tok:derby OR pre:tok:jogging)) OR hyp:tok:holiday) AND (NOT hyp:tok:on)),((((hyp:tok:eating OR hyp:tok:office) AND hyp:tok:in) OR hyp:tok:bath) OR pre:tok:listens),((((pre:tok:groom OR pre:tok:meet) AND hyp:tok:black) OR hyp:tok:addressing) AND (NOT pre:tok:is)),(hyp:tok:drives AND pre:tok:is)
249,((((NOT pre:tok:sitting) AND hyp:tok:sitting) OR pre:tok:studying) AND (NOT pre:tok:to)),((hyp:tok:sitting AND pre:tok:walks) OR hyp:tok:audience),(((hyp:tok:men AND pre:tok:sandals) OR hyp:tok:jean) OR hyp:tok:setting),((NOT pre:tok:blue) AND (hyp:tok:blue OR hyp:tok:different))
250,((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:cat),(((hyp:tok:you AND pre:tok:-) OR pre:tok:closed) AND hyp:tok:woman),(hyp:tok:eight OR hyp:tok:ring),((((hyp:tok:tall OR pre:tok:few) OR hyp:tok:halloween) AND (NOT oth:overlap:overlap25)) AND (NOT pre:tok:on))
251,((((NOT oth:overlap:overlap50) AND hyp:tok:outdoors) AND (NOT pre:tok:man)) AND (NOT hyp:tok:there)),((hyp:tok:for OR hyp:tok:to) OR hyp:tok:tall),(((pre:tok:seems OR pre:tok:skiing) OR hyp:tok:cigarette) OR hyp:tok:carving),(hyp:tok:hoops OR pre:tok:yarn)
252,(hyp:tok:for AND hyp:tok:jump),(hyp:tok:mask OR pre:tok:go),((((hyp:tok:there OR oth:overlap:overlap50) OR hyp:tok:outdoors) OR hyp:tok:wearing) AND (NOT hyp:tok:to)),((hyp:tok:booth OR pre:tok:skiing) AND pre:tok:white)
253,((((hyp:tok:boys AND pre:tok:girls) OR pre:tok:learning) OR hyp:tok:seven) OR hyp:tok:camouflage),((NOT pre:tok:two) AND (hyp:tok:pool OR hyp:tok:swimming)),((hyp:tok:at OR hyp:tok:playing) OR pre:tok:camera),(hyp:tok:outside AND hyp:tok:snow)
254,(hyp:tok:walking AND oth:overlap:overlap75),((hyp:tok:brother OR pre:tok:tee) OR hyp:tok:bikini),((hyp:tok:sitting AND pre:tok:knife) OR pre:tok:moon),(((hyp:tok:boat OR hyp:tok:riding) OR hyp:tok:smiling) OR hyp:tok:chef)
255,((((NOT oth:overlap:overlap25) AND (hyp:tok:church OR pre:tok:us)) OR hyp:tok:fake) AND (NOT pre:tok:-)),((hyp:tok:opponent OR hyp:tok:shaped) OR hyp:tok:sticks),((hyp:tok:yellow OR pre:tok:corn) AND oth:overlap:overlap50),((hyp:tok:is AND hyp:tok:no) OR hyp:tok:grassy)
