,Cluster1,Cluster2,Cluster3,Cluster4
194,((((hyp:tok:drums OR hyp:tok:swimming) OR hyp:tok:roller) OR pre:tok:snowman) AND (NOT oth:overlap:overlap75)),((hyp:tok:microscope OR pre:tok:learning) OR hyp:tok:clean),((((NOT oth:overlap:overlap25) AND hyp:tok:bikes) OR hyp:tok:pedaling) OR hyp:tok:convertible),((hyp:tok:driving OR hyp:tok:sleeping) OR hyp:tok:moon)
195,((((NOT hyp:tok:to) AND (oth:overlap:overlap50 OR pre:tok:two)) AND (NOT pre:tok:street)) AND (NOT hyp:tok:two)),(((hyp:tok:and AND oth:overlap:overlap75) OR hyp:tok:sad) AND (NOT pre:tok:black)),(hyp:tok:whilst OR pre:tok:pumpkin),((((NOT oth:overlap:overlap25) AND pre:tok:sitting) AND (NOT pre:tok:man)) OR pre:tok:bucket)
196,(((hyp:tok:down OR hyp:tok:eating) OR hyp:tok:sleeps) AND (NOT oth:overlap:overlap50)),(((((NOT pre:tok:and) AND hyp:tok:tall) AND (NOT hyp:tok:is)) AND (NOT pre:tok:one)) OR hyp:tok:bin),(hyp:tok:tennis AND pre:tok:his),(hyp:tok:wearing AND pre:tok:stringed)
197,((((hyp:tok:down OR hyp:tok:eating) OR hyp:tok:sleeps) AND (NOT oth:overlap:overlap50)) OR pre:tok:button),(hyp:tok:activity AND pre:tok:with),(hyp:tok:lost OR hyp:tok:parking),((((NOT pre:tok:girl) AND (hyp:tok:girl AND pre:tok:boy)) OR hyp:tok:rollerblading) OR hyp:tok:international)
198,((((hyp:tok:pants OR pre:tok:guitar) OR hyp:tok:activity) OR hyp:tok:least) OR hyp:tok:object),((hyp:tok:clock OR hyp:tok:curly) OR hyp:tok:!),(((NOT oth:overlap:overlap25) AND pre:tok:photographed) OR hyp:tok:surf),((((NOT pre:tok:in) AND hyp:tok:alone) OR hyp:tok:racetrack) AND (NOT pre:tok:is))
199,(hyp:tok:for OR hyp:tok:park),((((hyp:tok:sits OR hyp:tok:sleeping) OR hyp:tok:nap) AND (NOT pre:tok:man)) OR hyp:tok:couch),(NOT hyp:tok:sleeping),((((hyp:tok:buddhist OR pre:tok:yarn) OR hyp:tok:hoops) OR pre:tok:pumpkin) OR hyp:tok:tutu)
200,(((hyp:tok:swimming OR pre:tok:swimming) OR hyp:tok:coffee) OR hyp:tok:television),((((NOT hyp:tok:are) AND oth:overlap:overlap75) OR hyp:tok:no) OR hyp:tok:only),(hyp:tok:on AND pre:tok:railing),((hyp:tok:for OR hyp:tok:to) OR pre:tok:playing)
201,(((hyp:tok:drums OR hyp:tok:swimming) OR hyp:tok:roller) OR pre:tok:snowman),((NOT pre:tok:in) AND hyp:tok:blouse),(((hyp:tok:acoustic OR hyp:tok:hillside) OR pre:tok:lost) OR pre:tok:thinking),((((hyp:tok:to AND hyp:tok:walking) OR hyp:tok:coach) OR hyp:tok:played) AND (NOT pre:tok:to))
202,(((NOT hyp:tok:to) AND (oth:overlap:overlap50 OR pre:tok:two)) AND (NOT pre:tok:street)),(hyp:tok:formal OR hyp:tok:pets),((((hyp:tok:japanese OR pre:tok:profile) OR hyp:tok:cloudy) AND (NOT pre:tok:with)) OR hyp:tok:pipes),(((hyp:tok:driving OR hyp:tok:sleeping) OR hyp:tok:moon) OR hyp:tok:nobody)
203,(hyp:tok:sandwiches OR pre:tok:easter),(hyp:tok:bus OR hyp:tok:desert),(hyp:tok:standing AND pre:tok:mirror),(hyp:tok:basketball AND pre:tok:line)
204,(((NOT oth:overlap:overlap25) AND pre:tok:on) OR hyp:tok:for),((NOT pre:tok:in) AND (hyp:tok:humans AND pre:tok:group)),((NOT hyp:tok:is) AND hyp:tok:outside),((hyp:tok:drives AND pre:tok:is) OR pre:tok:wild)
205,(((NOT oth:overlap:overlap25) AND (hyp:tok:dry OR pre:tok:least)) OR hyp:tok:brushes),((((hyp:tok:bed OR hyp:tok:swimming) OR pre:tok:shoulders) OR hyp:tok:cafe) AND (NOT hyp:tok:on)),(hyp:tok:falls OR hyp:tok:ladies),((((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:outside) OR hyp:tok:near) AND (NOT hyp:tok:his))
206,((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:next)) OR hyp:tok:eating) OR pre:tok:asian),(hyp:tok:painting OR hyp:tok:smiling),(((NOT hyp:tok:in) AND hyp:tok:sleeping) AND (NOT pre:tok:woman)),((((NOT pre:tok:red) AND hyp:tok:red) OR pre:tok:tea) AND (NOT hyp:tok:wearing))
207,(hyp:tok:middle AND hyp:tok:swimming),(((NOT pre:tok:at) AND (hyp:tok:sitting OR hyp:tok:sleeping)) OR hyp:tok:sits),(((hyp:tok:chases OR pre:tok:traveling) AND pre:tok:in) OR hyp:tok:jerseys),(((hyp:tok:song OR pre:tok:drums) AND pre:tok:is) OR hyp:tok:guitars)
208,(((hyp:tok:at OR hyp:tok:her) OR hyp:tok:eating) OR hyp:tok:building),(hyp:tok:inside AND pre:tok:sitting),(hyp:tok:sleeping OR pre:tok:land),(NOT hyp:tok:her)
209,(hyp:tok:bed OR hyp:tok:ocean),(((hyp:tok:hallway AND pre:tok:woman) OR pre:tok:hairnet) AND hyp:tok:and),((((hyp:tok:alone OR hyp:tok:empty) OR hyp:tok:sofa) AND (NOT pre:tok:with)) OR pre:tok:doctors),((hyp:tok:hillside OR hyp:tok:squatting) OR hyp:tok:acoustic)
210,((((NOT hyp:tok:are) AND hyp:tok:swimming) AND (NOT oth:overlap:overlap75)) OR hyp:tok:draped),(((hyp:tok:watching AND pre:tok:performers) OR pre:tok:crib) AND (NOT pre:tok:and)),(NOT pre:tok:men),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:after) AND (NOT pre:tok:to)) OR hyp:tok:break)
211,((((NOT oth:overlap:overlap50) AND (pre:tok:pose OR pre:tok:walking)) OR pre:tok:talks) OR pre:tok:grocery),(((hyp:tok:human OR hyp:tok:vehicles) OR pre:tok:stars) OR pre:tok:belt),(hyp:tok:beige OR pre:tok:injured),(((hyp:tok:bus OR hyp:tok:clown) OR hyp:tok:moon) OR hyp:tok:stroller)
212,((hyp:tok:home AND pre:tok:at) OR pre:tok:pipe),(((hyp:tok:fetch OR hyp:tok:turns) AND pre:tok:in) OR hyp:tok:direction),((((NOT pre:tok:looking) AND (hyp:tok:outside OR oth:overlap:overlap25)) AND (NOT hyp:tok:sitting)) OR hyp:tok:for),(((NOT pre:tok:water) AND (hyp:tok:swimming OR hyp:tok:without)) OR pre:tok:word)
213,(hyp:tok:are AND pre:tok:father),((((NOT pre:tok:black) AND hyp:tok:black) AND (NOT pre:tok:blue)) AND (NOT pre:tok:on)),(hyp:tok:on AND hyp:tok:swimsuit),((pre:tok:buy OR pre:tok:lunch) OR pre:tok:gentlemen)
214,((hyp:tok:driving OR hyp:tok:field) OR pre:tok:kids),((((hyp:tok:casual AND pre:tok:and) OR pre:tok:airport) AND hyp:tok:person) AND (NOT pre:tok:is)),((hyp:tok:eating OR hyp:tok:sleeping) OR hyp:tok:sleeps),((hyp:tok:marathon AND pre:tok:as) OR pre:tok:;)
215,(hyp:tok:swimming AND pre:tok:two),((hyp:tok:begins OR hyp:tok:year) AND hyp:tok:they),((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:and)),(NOT pre:tok:water)
216,((hyp:tok:outside OR oth:overlap:overlap75) OR pre:tok:stand),((((NOT pre:tok:outside) AND hyp:tok:outside) AND (NOT pre:tok:woman)) AND (NOT pre:tok:-)),((((hyp:tok:men AND pre:tok:woman) OR hyp:tok:guitars) AND (NOT pre:tok:and)) OR hyp:tok:buddhist),(NOT hyp:tok:people)
217,((((hyp:tok:edge OR hyp:tok:tattoo) AND pre:tok:in) OR hyp:tok:surf) AND pre:tok:is),((((hyp:tok:clock OR hyp:tok:suburban) OR pre:tok:napping) AND (NOT pre:tok:front)) AND (NOT hyp:tok:with)),(((hyp:tok:clothing OR pre:tok:garage) AND pre:tok:man) OR pre:tok:humans),(((NOT pre:tok:blue) AND (hyp:tok:blue OR hyp:tok:different)) OR hyp:tok:theater)
218,((((hyp:tok:outside OR oth:overlap:overlap75) OR pre:tok:stand) OR pre:tok:arm) AND (NOT hyp:tok:on)),((((hyp:tok:shop AND oth:overlap:overlap50) OR pre:tok:nutcracker) AND (NOT pre:tok:dressed)) AND (NOT hyp:tok:is)),(((hyp:tok:eating OR pre:tok:older) OR hyp:tok:cake) OR hyp:tok:naked),(((NOT oth:overlap:overlap25) AND (pre:tok:images OR pre:tok:wet)) OR hyp:tok:backwards)
219,(((hyp:tok:writing OR pre:tok:lunch) OR pre:tok:nap) OR pre:tok:surfing),(hyp:tok:naked OR hyp:tok:swimming),((hyp:tok:present OR hyp:tok:surrounded) OR hyp:tok:course),((hyp:tok:bus OR hyp:tok:clown) OR hyp:tok:moon)
220,(((hyp:tok:ramp OR hyp:tok:snowball) OR pre:tok:struggling) OR hyp:tok:suspended),((NOT hyp:tok:is) AND pre:tok:suspenders),((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his),(((((NOT pre:tok:red) AND hyp:tok:red) OR pre:tok:tea) AND (NOT hyp:tok:wearing)) AND (NOT hyp:tok:are))
221,((hyp:tok:there AND pre:tok:to) OR pre:tok:crane),(((pre:tok:cherry OR pre:tok:fence) OR pre:tok:ft) OR hyp:tok:airport),(hyp:tok:straight AND pre:tok:white),(NOT pre:tok:him)
222,((NOT pre:tok:with) AND (hyp:tok:displaying OR pre:tok:army)),((((hyp:tok:opponent OR hyp:tok:shaped) OR hyp:tok:sticks) OR hyp:tok:religious) AND (NOT pre:tok:blue)),((((NOT hyp:tok:his) AND (oth:overlap:overlap75 OR pre:tok:making)) OR pre:tok:like) AND (NOT hyp:tok:to)),(((hyp:tok:event OR hyp:tok:outside) OR hyp:tok:sunny) AND (NOT pre:tok:people))
223,((((hyp:tok:softball OR pre:tok:upset) AND hyp:tok:man) OR hyp:tok:onlookers) AND pre:tok:in),(NOT hyp:tok:up),(pre:tok:blanket OR pre:tok:experiment),((hyp:tok:hillside OR hyp:tok:walkway) OR hyp:tok:acoustic)
224,(hyp:tok:is OR pre:tok:girl),(((NOT pre:tok:to) AND (hyp:tok:cat OR pre:tok:see)) OR hyp:tok:hats),(hyp:tok:denim OR hyp:tok:hug),(((NOT pre:tok:red) AND hyp:tok:red) OR pre:tok:tea)
225,(((hyp:tok:chasing OR hyp:tok:playing) OR hyp:tok:middle) AND (NOT pre:tok:playing)),((hyp:tok:animals AND pre:tok:water) OR hyp:tok:5),((hyp:tok:eating OR hyp:tok:tv) OR hyp:tok:eats),((((hyp:tok:than OR pre:tok:males) OR hyp:tok:wet) OR hyp:tok:least) AND (NOT oth:overlap:overlap75))
226,(hyp:tok:pots OR pre:tok:camping),((NOT pre:tok:while) AND (hyp:tok:cliff OR hyp:tok:eating)),(hyp:tok:outside OR oth:overlap:overlap25),(hyp:tok:running AND pre:tok:sitting)
227,(oth:overlap:overlap50 OR pre:tok:white),((((hyp:tok:rollerskating OR hyp:tok:surfing) AND pre:tok:with) OR hyp:tok:teen) AND (NOT pre:tok:at)),((((NOT hyp:tok:walking) AND (hyp:tok:sitting OR pre:tok:walking)) OR hyp:tok:eating) AND (NOT pre:tok:sitting)),((((NOT oth:overlap:overlap25) AND (pre:tok:dark OR pre:tok:green)) OR pre:tok:sandals) OR pre:tok:pulled)
228,((NOT pre:tok:is) AND (hyp:tok:is AND hyp:tok:park)),(pre:tok:crafts OR pre:tok:flowered),(NOT pre:tok:for),(hyp:tok:buddhist OR pre:tok:yarn)
229,(hyp:tok:ledge AND pre:tok:to),(((hyp:tok:in OR hyp:tok:playing) OR hyp:tok:eating) OR hyp:tok:blue),(hyp:tok:move AND pre:tok:three),((hyp:tok:buddhist OR pre:tok:yarn) OR hyp:tok:hoops)
230,((NOT oth:overlap:overlap25) AND (pre:tok:people OR pre:tok:with)),(((hyp:tok:butterfly OR pre:tok:farmers) OR hyp:tok:balance) OR hyp:tok:clock),((NOT pre:tok:young) AND hyp:tok:young),((hyp:tok:girl AND pre:tok:cool) OR hyp:tok:obstacle)
231,(((hyp:tok:scarves OR pre:tok:easter) OR pre:tok:cook) OR pre:tok:wild),((NOT oth:overlap:overlap75) AND hyp:tok:wearing),(hyp:tok:boys AND pre:tok:parents),(hyp:tok:marathon AND pre:tok:as)
232,((((hyp:tok:black AND hyp:tok:wearing) OR pre:tok:backpacks) AND (NOT oth:overlap:overlap75)) AND (NOT pre:tok:are)),((hyp:tok:for OR pre:tok:sitting) OR hyp:tok:tall),(hyp:tok:sofa AND pre:tok:his),((((hyp:tok:tall OR pre:tok:few) OR hyp:tok:halloween) AND (NOT oth:overlap:overlap25)) AND (NOT pre:tok:on))
233,((NOT pre:tok:his) AND hyp:tok:popsicle),(((hyp:tok:into AND pre:tok:goggles) OR pre:tok:skiing) AND (NOT pre:tok:pants)),(hyp:tok:bottles OR pre:tok:heading),(hyp:tok:bottles OR pre:tok:poker)
234,(((((NOT pre:tok:two) AND hyp:tok:outside) OR hyp:tok:outdoors) AND (NOT pre:tok:people)) AND (NOT pre:tok:blue)),((((NOT pre:tok:in) AND (hyp:tok:dancing OR hyp:tok:field)) OR pre:tok:prepare) OR pre:tok:pan),((((hyp:tok:puddle OR pre:tok:late) OR hyp:tok:trail) OR hyp:tok:finishing) AND (NOT pre:tok:on)),(((hyp:tok:curly OR hyp:tok:khaki) OR hyp:tok:cute) AND oth:overlap:overlap50)
235,(hyp:tok:at OR pre:tok:bike),(((hyp:tok:activity AND pre:tok:with) OR hyp:tok:image) AND oth:overlap:overlap50),((((hyp:tok:beach AND pre:tok:walking) OR pre:tok:cigarettes) AND oth:overlap:overlap50) AND (NOT pre:tok:woman)),(((hyp:tok:backpacks OR pre:tok:birthday) OR hyp:tok:carnival) AND (NOT pre:tok:are))
236,(hyp:tok:lap OR hyp:tok:television),(hyp:tok:painting AND pre:tok:mural),((((hyp:tok:bath OR hyp:tok:inside) AND pre:tok:and) OR hyp:tok:video) OR hyp:tok:laboratory),((pre:tok:and AND pre:tok:gym) OR hyp:tok:cool)
237,((NOT pre:tok:with) AND (hyp:tok:his OR pre:tok:two)),(hyp:tok:tired AND pre:tok:men),(((hyp:tok:outside OR hyp:tok:to) OR hyp:tok:outdoors) OR hyp:tok:for),(hyp:tok:sad OR hyp:tok:steps)
238,((hyp:tok:guitars OR hyp:tok:spinning) OR hyp:tok:bottles),(((NOT oth:overlap:overlap50) AND hyp:tok:sleeping) OR hyp:tok:sleep),(((NOT pre:tok:people) AND (hyp:tok:human OR hyp:tok:people)) OR pre:tok:practicing),(((((NOT pre:tok:on) AND hyp:tok:sleeping) AND (NOT pre:tok:to)) AND (NOT pre:tok:with)) AND (NOT pre:tok:white))
239,(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:their) OR hyp:tok:during),((((hyp:tok:ears OR hyp:tok:multiple) OR hyp:tok:conductor) AND (NOT pre:tok:and)) AND (NOT hyp:tok:is)),(((hyp:tok:men AND pre:tok:sandals) OR hyp:tok:jean) OR hyp:tok:setting),(((((NOT pre:tok:woman) AND hyp:tok:eating) OR pre:tok:roller) AND (NOT oth:overlap:overlap50)) OR hyp:tok:cafeteria)
240,(hyp:tok:herself AND pre:tok:woman),(((pre:tok:black AND pre:tok:open) OR pre:tok:shadow) OR hyp:tok:handing),(((hyp:tok:at OR hyp:tok:playing) OR pre:tok:camera) AND (NOT oth:overlap:overlap75)),(hyp:tok:beach AND pre:tok:sound)
241,((((hyp:tok:computer OR hyp:tok:image) OR hyp:tok:wrestlers) OR hyp:tok:science) OR hyp:tok:produce),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:on)) OR hyp:tok:sleeping) OR hyp:tok:nobody),((((hyp:tok:formal OR pre:tok:act) OR hyp:tok:surf) AND hyp:tok:are) AND (NOT oth:overlap:overlap25)),(((NOT hyp:tok:to) AND oth:overlap:overlap75) OR hyp:tok:near)
242,(hyp:tok:tall AND pre:tok:two),(((hyp:tok:clock OR hyp:tok:curly) OR hyp:tok:!) AND pre:tok:and),(((NOT oth:overlap:overlap50) AND hyp:tok:sitting) AND (NOT pre:tok:in)),((NOT pre:tok:red) AND hyp:tok:red)
243,(((((NOT pre:tok:on) AND hyp:tok:ground) OR hyp:tok:hydrant) OR pre:tok:weather) AND (NOT pre:tok:while)),((((hyp:tok:bicycle OR pre:tok:below) OR pre:tok:shadow) OR hyp:tok:waist) AND (NOT pre:tok:water)),(hyp:tok:uses AND pre:tok:on),((((NOT pre:tok:in) AND (hyp:tok:lane OR hyp:tok:nine)) OR hyp:tok:waterfall) AND (NOT hyp:tok:is))
244,(((NOT oth:overlap:overlap25) AND hyp:tok:sidewalk) OR hyp:tok:within),(hyp:tok:diving OR pre:tok:between),(hyp:tok:his OR hyp:tok:their),(((hyp:tok:hillside OR hyp:tok:walkway) OR hyp:tok:acoustic) OR hyp:tok:balding)
245,((NOT pre:tok:men) AND oth:overlap:overlap75),(((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:swimming)) OR hyp:tok:past),(((((NOT oth:overlap:overlap25) AND pre:tok:at) OR hyp:tok:alone) OR pre:tok:hair) OR hyp:tok:drinking),(hyp:tok:dogs AND pre:tok:quickly)
246,((hyp:tok:indoors OR hyp:tok:machine) OR pre:tok:bearded),(hyp:tok:trick AND pre:tok:blue),(((NOT pre:tok:men) AND (hyp:tok:humans AND pre:tok:in)) OR pre:tok:turns),((((NOT pre:tok:and) AND (hyp:tok:in AND hyp:tok:swim)) AND (NOT hyp:tok:is)) AND (NOT pre:tok:people))
247,((((hyp:tok:house OR pre:tok:leaping) OR pre:tok:leaf) OR hyp:tok:parked) OR hyp:tok:half),(NOT hyp:tok:person),(((hyp:tok:human AND pre:tok:'s) OR pre:tok:turns) AND hyp:tok:human),(((((NOT pre:tok:in) AND hyp:tok:alone) OR hyp:tok:racetrack) AND (NOT pre:tok:is)) AND (NOT hyp:tok:on))
248,((hyp:tok:n't OR hyp:tok:nobody) OR pre:tok:use),(hyp:tok:wearing OR pre:tok:makeup),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:her) OR hyp:tok:after),(((NOT oth:overlap:overlap50) AND hyp:tok:inside) AND (NOT hyp:tok:people))
249,((hyp:tok:finished OR pre:tok:enter) OR hyp:tok:bridal),(hyp:tok:people OR oth:overlap:overlap50),(NOT pre:tok:playing),(NOT pre:tok:red)
250,((((hyp:tok:holding OR hyp:tok:wearing) OR pre:tok:skateboard) OR pre:tok:skateboarding) AND (NOT pre:tok:while)),(hyp:tok:eating OR hyp:tok:office),((((hyp:tok:women AND pre:tok:man) OR hyp:tok:international) OR hyp:tok:obstacle) OR hyp:tok:!),((hyp:tok:near OR oth:overlap:overlap75) OR hyp:tok:past)
251,(((hyp:tok:edge OR hyp:tok:tattoo) AND pre:tok:in) OR hyp:tok:surf),((((hyp:tok:relax OR hyp:tok:uniformed) OR hyp:tok:year) OR hyp:tok:ring) AND (NOT hyp:tok:are)),(((hyp:tok:there OR oth:overlap:overlap50) OR hyp:tok:outside) OR hyp:tok:outdoors),(hyp:tok:in AND hyp:tok:swim)
252,((((hyp:tok:on AND pre:tok:multiple) OR hyp:tok:boards) OR pre:tok:heading) AND (NOT oth:overlap:overlap50)),((hyp:tok:lunch OR hyp:tok:outer) OR hyp:tok:desk),(((hyp:tok:alone OR hyp:tok:empty) OR hyp:tok:sofa) AND (NOT pre:tok:with)),((((NOT pre:tok:water) AND (hyp:tok:swimming OR hyp:tok:without)) OR pre:tok:word) AND (NOT hyp:tok:woman))
253,(((hyp:tok:people AND hyp:tok:snow) AND pre:tok:snow) AND hyp:tok:in),((hyp:tok:costume OR pre:tok:upwards) OR hyp:tok:sticks),(((hyp:tok:clean OR hyp:tok:uniformed) OR hyp:tok:hoops) AND pre:tok:in),((((pre:tok:barn OR pre:tok:ocean) OR hyp:tok:bathtub) AND pre:tok:in) OR hyp:tok:swimsuit)
254,(((hyp:tok:mirror OR hyp:tok:sandwiches) OR hyp:tok:sound) AND (NOT pre:tok:in)),(hyp:tok:clock OR hyp:tok:curly),(hyp:tok:half OR pre:tok:rooftop),(NOT pre:tok:park)
255,((((hyp:tok:empty OR hyp:tok:swimming) AND pre:tok:is) OR pre:tok:giant) OR pre:tok:mirror),(hyp:tok:blonde AND pre:tok:brown),(((hyp:tok:bottles OR pre:tok:heading) OR hyp:tok:groom) OR pre:tok:partially),((((hyp:tok:visiting OR pre:tok:urban) AND pre:tok:older) OR pre:tok:moon) OR pre:tok:shark)
256,(((((NOT pre:tok:man) AND hyp:tok:wearing) AND hyp:tok:is) OR pre:tok:pet) OR hyp:tok:sleep),(((NOT pre:tok:dog) AND hyp:tok:dog) AND pre:tok:man),(hyp:tok:picnic AND pre:tok:white),((((NOT oth:overlap:overlap50) AND (hyp:tok:are OR hyp:tok:is)) AND (NOT hyp:tok:outside)) AND (NOT hyp:tok:for))
257,((hyp:tok:is OR pre:tok:girl) OR hyp:tok:for),(((NOT pre:tok:to) AND (hyp:tok:standing AND pre:tok:sitting)) AND (NOT pre:tok:person)),(hyp:tok:home AND pre:tok:laundromat),((((hyp:tok:outside OR oth:overlap:overlap50) OR pre:tok:football) OR hyp:tok:some) AND (NOT pre:tok:child))
258,(((hyp:tok:swimming OR hyp:tok:waiting) OR hyp:tok:dinner) OR pre:tok:masks),(((((NOT oth:overlap:overlap75) AND hyp:tok:swimming) AND (NOT hyp:tok:pool)) AND (NOT pre:tok:wearing)) AND (NOT pre:tok:with)),(((NOT oth:overlap:overlap25) AND (hyp:tok:name OR pre:tok:tunnel)) OR hyp:tok:soup),(hyp:tok:at AND pre:tok:tables)
259,((((NOT pre:tok:on) AND hyp:tok:swimming) AND oth:overlap:overlap25) AND hyp:tok:in),((((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:swimming)) OR hyp:tok:past) OR hyp:tok:tag),((((hyp:tok:denim OR hyp:tok:hug) AND pre:tok:woman) OR hyp:tok:pipes) AND (NOT hyp:tok:are)),(hyp:tok:cat AND pre:tok:dog)
260,((NOT pre:tok:with) AND (hyp:tok:outdoors OR hyp:tok:outside)),((NOT hyp:tok:wearing) AND (hyp:tok:to OR oth:overlap:overlap25)),((((NOT oth:overlap:overlap25) AND hyp:tok:in) OR hyp:tok:sleeping) OR hyp:tok:eating),((((hyp:tok:near OR oth:overlap:overlap75) OR hyp:tok:past) OR hyp:tok:smiling) OR hyp:tok:each)
261,(((hyp:tok:friends OR hyp:tok:shopping) OR hyp:tok:sister) OR hyp:tok:trip),(hyp:tok:instructor AND pre:tok:people),((((NOT hyp:tok:in) AND hyp:tok:sleeping) AND (NOT pre:tok:woman)) AND (NOT pre:tok:his)),((((hyp:tok:driving OR hyp:tok:sleeping) OR hyp:tok:moon) OR hyp:tok:nobody) AND (NOT pre:tok:while))
262,((hyp:tok:outdoors OR hyp:tok:there) OR hyp:tok:something),(hyp:tok:girl AND pre:tok:tunnel),((((hyp:tok:brushes OR hyp:tok:rollerblading) OR hyp:tok:you) OR hyp:tok:roller) AND (NOT oth:overlap:overlap25)),(((NOT pre:tok:on) AND hyp:tok:sleeping) AND (NOT pre:tok:to))
263,(((hyp:tok:outside AND pre:tok:golfer) OR pre:tok:turns) AND (NOT hyp:tok:is)),((((hyp:tok:alone OR hyp:tok:swimming) OR hyp:tok:eating) AND (NOT oth:overlap:overlap50)) OR hyp:tok:empty),(((hyp:tok:pool AND oth:overlap:overlap50) AND hyp:tok:in) OR hyp:tok:roller),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:'s) OR hyp:tok:after) OR hyp:tok:their)
264,((hyp:tok:finishing OR hyp:tok:shoveling) OR pre:tok:easter),(((hyp:tok:costumed OR hyp:tok:dish) OR pre:tok:television) OR pre:tok:barn),((((hyp:tok:at OR hyp:tok:playing) OR pre:tok:camera) AND (NOT oth:overlap:overlap75)) OR hyp:tok:building),((hyp:tok:blue AND pre:tok:coat) OR hyp:tok:bandanna)
265,(((hyp:tok:down OR pre:tok:stage) OR hyp:tok:pool) OR hyp:tok:bench),(hyp:tok:in OR hyp:tok:sitting),(((hyp:tok:swimming OR hyp:tok:woods) OR hyp:tok:runs) AND (NOT pre:tok:in)),((NOT hyp:tok:people) AND hyp:tok:inside)
266,((hyp:tok:whose OR pre:tok:pumpkin) OR hyp:tok:above),(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:on)) OR hyp:tok:eating),((((hyp:tok:chases OR pre:tok:decorative) OR pre:tok:warehouse) OR hyp:tok:chinese) OR hyp:tok:sunlight),((((hyp:tok:booth OR pre:tok:skiing) AND pre:tok:white) OR hyp:tok:japanese) AND pre:tok:man)
267,(hyp:tok:tired AND pre:tok:white),(hyp:tok:park OR hyp:tok:swimming),((hyp:tok:outside OR oth:overlap:overlap75) OR hyp:tok:there),(NOT pre:tok:child)
268,((hyp:tok:moon OR hyp:tok:outdoors) OR pre:tok:night),((((NOT pre:tok:woman) AND hyp:tok:woman) AND oth:overlap:overlap25) AND (NOT hyp:tok:in)),((hyp:tok:buddhist OR pre:tok:yarn) OR hyp:tok:stay),((NOT pre:tok:water) AND (hyp:tok:swimming OR hyp:tok:without))
269,((hyp:tok:walking AND oth:overlap:overlap75) OR hyp:tok:look),(hyp:tok:down AND hyp:tok:sitting),((hyp:tok:lane OR hyp:tok:milk) AND hyp:tok:are),(hyp:tok:there OR oth:overlap:overlap75)
270,((oth:overlap:overlap50 OR pre:tok:play) OR hyp:tok:person),(hyp:tok:park OR hyp:tok:runs),((hyp:tok:mountain OR pre:tok:hiding) OR pre:tok:husky),((hyp:tok:chainsaw OR hyp:tok:mask) OR hyp:tok:addressing)
271,(hyp:tok:people AND hyp:tok:snow),((((hyp:tok:bar OR hyp:tok:volleyball) AND oth:overlap:overlap50) OR pre:tok:tea) OR pre:tok:kite),(hyp:tok:buddhist OR pre:tok:yarn),(((hyp:tok:couple AND pre:tok:countryside) OR pre:tok:meet) AND (NOT hyp:tok:is))
272,((NOT pre:tok:in) AND hyp:tok:bass),((((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:tv) OR hyp:tok:indoors) OR hyp:tok:asleep),(((hyp:tok:buddhist OR hyp:tok:elder) OR hyp:tok:name) OR hyp:tok:tube),(((NOT oth:overlap:overlap25) AND (pre:tok:dark OR pre:tok:green)) OR pre:tok:sandals)
273,(hyp:tok:lunch OR hyp:tok:sits),(hyp:tok:and AND pre:tok:hairnet),(hyp:tok:staircase AND pre:tok:is),((hyp:tok:free OR hyp:tok:moon) OR hyp:tok:bath)
274,((hyp:tok:computer OR hyp:tok:image) OR hyp:tok:wrestlers),((hyp:tok:glass AND pre:tok:blond) OR pre:tok:enthusiasts),(((hyp:tok:nobody OR hyp:tok:not) OR hyp:tok:no) AND (NOT pre:tok:with)),(((((NOT pre:tok:in) AND hyp:tok:fighting) AND hyp:tok:are) AND (NOT oth:overlap:overlap50)) AND (NOT pre:tok:one))
275,((((hyp:tok:asleep OR hyp:tok:nobody) OR hyp:tok:naked) OR hyp:tok:sleeps) OR hyp:tok:nothing),(((NOT oth:overlap:overlap25) AND (hyp:tok:low OR pre:tok:form)) OR hyp:tok:brushes),((hyp:tok:for OR hyp:tok:to) OR hyp:tok:tall),(((NOT pre:tok:in) AND hyp:tok:fighting) AND hyp:tok:are)
276,(hyp:tok:sandals OR pre:tok:apartment),((NOT hyp:tok:in) AND (hyp:tok:people OR oth:overlap:overlap50)),((hyp:tok:brown OR hyp:tok:sad) AND oth:overlap:overlap75),(((hyp:tok:women AND pre:tok:men) AND pre:tok:two) OR hyp:tok:ladies)
