,Cluster1,Cluster2,Cluster3,Cluster4
229,((NOT pre:tok:with) AND (hyp:tok:outdoors OR hyp:tok:outside)),(hyp:tok:couch AND oth:overlap:overlap75),((((NOT pre:tok:young) AND hyp:tok:young) OR hyp:tok:yellow) OR pre:tok:nose),((NOT pre:tok:woman) AND hyp:tok:eating)
230,(((hyp:tok:sad OR pre:tok:snow) OR hyp:tok:gesturing) OR pre:tok:easter),((hyp:tok:in AND pre:tok:pier) AND pre:tok:are),((hyp:tok:brothers AND pre:tok:trampoline) OR hyp:tok:fetch),((pre:tok:and AND pre:tok:gym) OR hyp:tok:cool)
231,((hyp:tok:at OR hyp:tok:dance) OR pre:tok:attached),((((hyp:tok:wife AND pre:tok:shirt) OR hyp:tok:bystanders) AND (NOT pre:tok:while)) AND (NOT pre:tok:yellow)),((((hyp:tok:yellow OR pre:tok:corn) AND oth:overlap:overlap50) OR hyp:tok:climbs) OR pre:tok:live),((((hyp:tok:than OR pre:tok:males) OR hyp:tok:wet) OR hyp:tok:least) AND (NOT oth:overlap:overlap75))
232,((((NOT hyp:tok:her) AND (hyp:tok:smiling AND hyp:tok:woman)) AND pre:tok:woman) AND (NOT pre:tok:old)),((((NOT oth:overlap:overlap25) AND (hyp:tok:bath OR hyp:tok:dancing)) AND (NOT hyp:tok:people)) OR hyp:tok:rollerblading),(hyp:tok:human AND pre:tok:'s),(hyp:tok:into AND pre:tok:goggles)
233,(hyp:tok:in OR pre:tok:next),(((hyp:tok:microscope OR pre:tok:learning) OR hyp:tok:clean) OR hyp:tok:camouflage),(hyp:tok:old AND pre:tok:laundry),(hyp:tok:championship OR hyp:tok:desert)
234,(hyp:tok:jumping AND pre:tok:into),(hyp:tok:sitting OR hyp:tok:swimming),((hyp:tok:shirt AND pre:tok:skates) OR hyp:tok:pipes),(hyp:tok:outdoors OR hyp:tok:outside)
235,((hyp:tok:concert OR pre:tok:farmer) OR pre:tok:leaf),(hyp:tok:nobody AND pre:tok:two),((((hyp:tok:brown OR hyp:tok:sad) AND oth:overlap:overlap75) OR pre:tok:females) OR hyp:tok:headphones),(hyp:tok:inflatable AND hyp:tok:on)
236,((((hyp:tok:ladies OR hyp:tok:tv) OR pre:tok:cherry) AND (NOT hyp:tok:on)) OR hyp:tok:sandwiches),((hyp:tok:butterfly OR pre:tok:farmers) OR hyp:tok:balance),((((hyp:tok:his AND oth:overlap:overlap75) OR hyp:tok:climbs) OR hyp:tok:students) OR hyp:tok:grassy),((hyp:tok:outside AND pre:tok:stairs) OR pre:tok:yoga)
237,(hyp:tok:apartment OR hyp:tok:creating),((hyp:tok:playing AND pre:tok:swimming) OR hyp:tok:swims),((((hyp:tok:people AND hyp:tok:sitting) OR pre:tok:soap) AND (NOT pre:tok:two)) OR hyp:tok:tops),(NOT hyp:tok:his)
238,(((NOT pre:tok:are) AND (oth:overlap:overlap75 OR pre:tok:items)) AND (NOT hyp:tok:in)),((((NOT hyp:tok:to) AND (oth:overlap:overlap25 OR pre:tok:and)) AND (NOT hyp:tok:for)) AND (NOT hyp:tok:his)),(hyp:tok:activity OR hyp:tok:picture),(((NOT pre:tok:to) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:after)
239,((hyp:tok:instruments OR hyp:tok:observe) OR pre:tok:checks),((((NOT pre:tok:playing) AND (hyp:tok:playing OR hyp:tok:running)) OR hyp:tok:plays) AND (NOT oth:overlap:overlap50)),((((oth:overlap:overlap75 OR pre:tok:suit) AND pre:tok:in) OR pre:tok:dirt) AND (NOT hyp:tok:his)),((((NOT pre:tok:group) AND hyp:tok:outside) AND (NOT hyp:tok:in)) AND (NOT pre:tok:man))
240,((hyp:tok:protective OR hyp:tok:shoot) OR hyp:tok:pretending),(hyp:tok:outer AND pre:tok:in),((hyp:tok:picnic OR hyp:tok:summer) OR hyp:tok:wheelchair),(((hyp:tok:costume AND pre:tok:wizard) OR hyp:tok:year) AND (NOT pre:tok:in))
241,((((hyp:tok:n't OR hyp:tok:nobody) OR pre:tok:use) OR pre:tok:rink) OR pre:tok:word),(hyp:tok:microscope OR pre:tok:learning),(hyp:tok:exercising AND pre:tok:sitting),((((hyp:tok:outside AND pre:tok:stairs) OR pre:tok:yoga) AND hyp:tok:outside) AND (NOT pre:tok:building))
242,((((hyp:tok:outside OR oth:overlap:overlap75) OR pre:tok:stand) OR pre:tok:arm) AND (NOT hyp:tok:on)),(pre:tok:indoor AND pre:tok:young),((NOT pre:tok:woman) AND (hyp:tok:there OR oth:overlap:overlap25)),(hyp:tok:bicycle AND pre:tok:one)
243,((((hyp:tok:eating OR pre:tok:background) OR hyp:tok:swimming) OR hyp:tok:driving) AND (NOT pre:tok:man)),(((hyp:tok:brushes OR hyp:tok:swims) OR hyp:tok:bottles) OR hyp:tok:tutu),((hyp:tok:no OR hyp:tok:swimming) OR hyp:tok:cats),(((((NOT pre:tok:in) AND hyp:tok:fighting) AND hyp:tok:are) AND (NOT oth:overlap:overlap50)) AND (NOT pre:tok:one))
244,((hyp:tok:barely OR hyp:tok:sweater) OR hyp:tok:tie),((hyp:tok:for OR pre:tok:sitting) OR hyp:tok:tall),((((NOT oth:overlap:overlap25) AND (hyp:tok:name OR pre:tok:tunnel)) OR hyp:tok:soup) AND pre:tok:in),((((hyp:tok:outside OR oth:overlap:overlap50) OR pre:tok:football) OR hyp:tok:some) AND (NOT pre:tok:child))
245,((hyp:tok:you AND pre:tok:-) OR pre:tok:wares),((((hyp:tok:desert OR hyp:tok:grassy) OR hyp:tok:beige) OR hyp:tok:arena) OR hyp:tok:bath),(oth:overlap:overlap75 OR pre:tok:making),((hyp:tok:for OR hyp:tok:to) OR hyp:tok:friends)
246,(hyp:tok:are AND pre:tok:course),((hyp:tok:running OR hyp:tok:television) OR hyp:tok:sleeps),((hyp:tok:women AND pre:tok:man) OR hyp:tok:international),(((hyp:tok:chainsaw OR hyp:tok:mask) OR hyp:tok:addressing) OR hyp:tok:mower)
247,(hyp:tok:outside AND pre:tok:golfer),((hyp:tok:cafe AND pre:tok:women) OR pre:tok:passed),((hyp:tok:eating OR pre:tok:older) OR hyp:tok:cake),(((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:near) OR hyp:tok:holding)
248,(hyp:tok:bench AND pre:tok:is),((((hyp:tok:is OR pre:tok:in) OR pre:tok:on) AND (NOT oth:overlap:overlap75)) AND (NOT hyp:tok:outside)),(hyp:tok:drinks OR hyp:tok:falls),(hyp:tok:inside OR pre:tok:running)
249,(hyp:tok:on AND pre:tok:multiple),(hyp:tok:in AND oth:overlap:overlap50),((hyp:tok:people AND hyp:tok:sitting) OR pre:tok:soap),(hyp:tok:black AND pre:tok:helps)
250,(((hyp:tok:tables AND pre:tok:is) OR hyp:tok:suv) AND (NOT pre:tok:as)),(((pre:tok:life AND pre:tok:three) OR hyp:tok:clock) OR hyp:tok:you),((NOT oth:overlap:overlap25) AND hyp:tok:bikes),((((NOT hyp:tok:people) AND hyp:tok:inside) OR hyp:tok:indoors) OR hyp:tok:suspended)
251,(((hyp:tok:lap OR hyp:tok:television) OR hyp:tok:pig) OR hyp:tok:bedroom),(hyp:tok:barefoot OR pre:tok:dump),((hyp:tok:chatting OR pre:tok:kite) AND hyp:tok:standing),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:friends) OR hyp:tok:tall) OR hyp:tok:new)
252,((hyp:tok:at OR hyp:tok:sitting) OR hyp:tok:swimming),((((hyp:tok:tools OR pre:tok:jet) AND hyp:tok:is) OR pre:tok:napping) OR pre:tok:artwork),((((hyp:tok:outside OR hyp:tok:something) OR hyp:tok:near) OR hyp:tok:outdoors) OR hyp:tok:picture),(hyp:tok:marathon AND pre:tok:as)
253,(((hyp:tok:are AND hyp:tok:down) OR hyp:tok:truck) AND (NOT oth:overlap:overlap50)),((((hyp:tok:standing AND pre:tok:sitting) OR hyp:tok:pizza) AND (NOT pre:tok:woman)) OR hyp:tok:everyone),(hyp:tok:uses AND pre:tok:on),(((NOT oth:overlap:overlap25) AND pre:tok:sitting) AND (NOT pre:tok:man))
254,((hyp:tok:swimming OR hyp:tok:waiting) OR hyp:tok:dinner),(((((NOT oth:overlap:overlap25) AND hyp:tok:nobody) AND (NOT pre:tok:while)) AND (NOT pre:tok:woman)) AND (NOT pre:tok:dressed)),(((hyp:tok:drinks OR hyp:tok:falls) OR hyp:tok:powerpoint) OR hyp:tok:rollerblading),((((hyp:tok:blue AND pre:tok:coat) OR hyp:tok:bandanna) OR hyp:tok:uniformed) OR hyp:tok:rocky)
255,((hyp:tok:outdoors AND pre:tok:in) OR hyp:tok:screaming),(((NOT pre:tok:wearing) AND (hyp:tok:wearing OR pre:tok:makeup)) AND (NOT pre:tok:on)),((hyp:tok:sleeping AND pre:tok:on) OR hyp:tok:sound),(hyp:tok:fixing AND pre:tok:kite)
256,(hyp:tok:in OR pre:tok:walking),(hyp:tok:outdoors AND pre:tok:in),(((((NOT oth:overlap:overlap25) AND pre:tok:photographed) OR hyp:tok:surf) AND (NOT pre:tok:and)) OR pre:tok:humans),(hyp:tok:red AND pre:tok:yellow)
257,(((hyp:tok:men AND hyp:tok:team) OR hyp:tok:trumpet) AND (NOT pre:tok:in)),(((NOT pre:tok:playing) AND (hyp:tok:playing OR hyp:tok:running)) OR hyp:tok:plays),(hyp:tok:vacation AND pre:tok:are),((((NOT pre:tok:on) AND hyp:tok:sleeping) AND (NOT pre:tok:to)) AND (NOT pre:tok:with))
258,(hyp:tok:cat OR hyp:tok:sleeping),((hyp:tok:signs OR hyp:tok:tv) AND hyp:tok:are),((hyp:tok:running OR hyp:tok:sleeping) OR hyp:tok:alone),(hyp:tok:visiting OR pre:tok:urban)
259,(((hyp:tok:bent OR hyp:tok:shade) OR hyp:tok:elephant) AND oth:overlap:overlap25),(hyp:tok:human OR hyp:tok:tools),((((hyp:tok:blows OR hyp:tok:crossing) OR hyp:tok:jerseys) AND (NOT hyp:tok:are)) AND (NOT pre:tok:on)),(hyp:tok:park AND oth:overlap:overlap50)
260,(hyp:tok:seated OR pre:tok:railing),(hyp:tok:bath OR hyp:tok:dancing),((hyp:tok:buddhist OR hyp:tok:elder) OR hyp:tok:name),(hyp:tok:outside OR hyp:tok:people)
261,(hyp:tok:middle AND hyp:tok:swimming),(((hyp:tok:brother OR pre:tok:tee) OR hyp:tok:bikini) AND (NOT pre:tok:and)),((NOT pre:tok:people) AND (hyp:tok:human OR hyp:tok:people)),((((hyp:tok:hoping OR hyp:tok:last) OR pre:tok:crossing) AND (NOT oth:overlap:overlap25)) OR pre:tok:starting)
262,(((hyp:tok:cross OR hyp:tok:dinner) OR pre:tok:tattoos) OR pre:tok:climbs),(NOT hyp:tok:up),(oth:overlap:overlap75 OR pre:tok:suit),((((NOT pre:tok:another) AND (hyp:tok:standing AND pre:tok:sitting)) OR hyp:tok:waist) AND (NOT pre:tok:are))
263,((hyp:tok:eating OR hyp:tok:sleeps) OR hyp:tok:sleep),(NOT hyp:tok:girl),(((NOT pre:tok:in) AND (hyp:tok:mirror OR hyp:tok:orchestra)) OR pre:tok:training),(((hyp:tok:buddhist OR pre:tok:yarn) OR hyp:tok:hoops) OR pre:tok:pumpkin)
264,((hyp:tok:bedroom OR hyp:tok:stuck) OR hyp:tok:clock),((((hyp:tok:men AND pre:tok:women) OR hyp:tok:brushes) OR hyp:tok:produce) AND (NOT pre:tok:men)),((((hyp:tok:cat OR hyp:tok:tv) OR hyp:tok:unicycle) AND (NOT pre:tok:black)) OR hyp:tok:sofa),((hyp:tok:name OR pre:tok:pumpkin) AND hyp:tok:boy)
265,(pre:tok:blue OR pre:tok:in),(((NOT hyp:tok:to) AND (oth:overlap:overlap50 OR pre:tok:shirt)) AND oth:overlap:overlap25),(hyp:tok:chasing OR hyp:tok:running),((hyp:tok:women AND pre:tok:men) AND pre:tok:two)
266,(((NOT hyp:tok:her) AND (hyp:tok:smiling AND hyp:tok:woman)) AND pre:tok:woman),((((hyp:tok:begins OR hyp:tok:year) AND hyp:tok:they) OR hyp:tok:amusement) AND (NOT pre:tok:and)),((NOT pre:tok:to) AND (hyp:tok:after OR hyp:tok:for)),(hyp:tok:diving AND pre:tok:young)
267,((hyp:tok:home AND pre:tok:at) OR pre:tok:pipe),(((hyp:tok:sitting AND pre:tok:walks) OR hyp:tok:audience) AND hyp:tok:sitting),(hyp:tok:falls OR hyp:tok:ladies),(hyp:tok:women AND pre:tok:men)
268,(hyp:tok:on AND pre:tok:vacation),((hyp:tok:favorite OR pre:tok:tray) OR hyp:tok:funny),(((hyp:tok:bath OR hyp:tok:inside) AND pre:tok:and) OR hyp:tok:video),((((pre:tok:and AND pre:tok:indoor) OR hyp:tok:hugging) AND (NOT pre:tok:two)) AND (NOT hyp:tok:her))
269,((((hyp:tok:water AND pre:tok:swimming) OR hyp:tok:happening) OR hyp:tok:furniture) OR pre:tok:wife),(hyp:tok:human OR hyp:tok:man),((((hyp:tok:bath OR hyp:tok:inside) AND pre:tok:and) OR hyp:tok:video) OR hyp:tok:laboratory),(hyp:tok:khaki OR hyp:tok:safety)
270,(((NOT oth:overlap:overlap50) AND (hyp:tok:running OR pre:tok:table)) OR hyp:tok:crying),((((hyp:tok:and AND oth:overlap:overlap75) OR hyp:tok:sad) AND (NOT pre:tok:black)) OR hyp:tok:puzzle),((((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:and)) OR hyp:tok:for) AND (NOT hyp:tok:outside)),((((NOT pre:tok:and) AND (hyp:tok:in AND hyp:tok:swim)) AND (NOT hyp:tok:is)) AND (NOT pre:tok:people))
271,((((hyp:tok:swimming OR hyp:tok:waiting) OR hyp:tok:dinner) OR pre:tok:masks) OR hyp:tok:photographers),((NOT hyp:tok:in) AND (hyp:tok:people OR oth:overlap:overlap50)),(hyp:tok:football AND pre:tok:shoot),(hyp:tok:walking AND pre:tok:is)
272,((hyp:tok:robe AND hyp:tok:white) OR hyp:tok:protecting),(hyp:tok:is AND pre:tok:running),((((hyp:tok:clean OR hyp:tok:uniformed) OR hyp:tok:hoops) AND pre:tok:in) OR pre:tok:heading),(((NOT pre:tok:blue) AND (hyp:tok:blue OR hyp:tok:different)) OR hyp:tok:theater)
273,((((hyp:tok:pool OR hyp:tok:swimming) OR hyp:tok:surfing) OR pre:tok:lake) OR hyp:tok:laundromat),((hyp:tok:device OR hyp:tok:lamp) AND hyp:tok:holding),(hyp:tok:name OR pre:tok:tunnel),((NOT pre:tok:in) AND (hyp:tok:adults OR hyp:tok:cuts))
274,(hyp:tok:countryside OR hyp:tok:newspapers),(((hyp:tok:sitting OR hyp:tok:sleeping) OR pre:tok:riding) OR hyp:tok:alone),((((hyp:tok:black OR hyp:tok:moon) OR hyp:tok:baseball) OR hyp:tok:only) OR hyp:tok:cars),(((NOT pre:tok:in) AND (hyp:tok:adults OR hyp:tok:cuts)) AND (NOT hyp:tok:on))
275,((hyp:tok:to OR oth:overlap:overlap75) OR hyp:tok:for),((NOT pre:tok:on) AND (hyp:tok:old AND pre:tok:front)),(hyp:tok:it AND pre:tok:snow),(hyp:tok:ladies OR hyp:tok:surfboard)
276,((hyp:tok:at OR hyp:tok:in) OR hyp:tok:to),(((hyp:tok:bar OR hyp:tok:volleyball) AND oth:overlap:overlap50) OR pre:tok:tea),(((NOT oth:overlap:overlap25) AND (hyp:tok:half OR pre:tok:rooftop)) OR pre:tok:traveling),(NOT pre:tok:him)
277,(((hyp:tok:ladies OR hyp:tok:tv) OR pre:tok:cherry) AND (NOT hyp:tok:on)),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:on)) OR hyp:tok:inside) OR hyp:tok:cat),(((NOT pre:tok:in) AND hyp:tok:no) OR hyp:tok:nobody),((NOT oth:overlap:overlap25) AND (hyp:tok:wearing OR pre:tok:his))
278,(((hyp:tok:friends OR hyp:tok:running) OR hyp:tok:chasing) OR hyp:tok:herself),(hyp:tok:in AND pre:tok:pier),(hyp:tok:enjoying OR hyp:tok:lab),(NOT hyp:tok:crowded)
279,((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:next)),(NOT hyp:tok:group),((hyp:tok:bath OR hyp:tok:inside) AND pre:tok:and),(hyp:tok:booth OR pre:tok:skiing)
280,((NOT pre:tok:in) AND (hyp:tok:inside AND pre:tok:man)),(hyp:tok:guitar AND pre:tok:blue),(((((NOT oth:overlap:overlap25) AND pre:tok:man) AND pre:tok:is) OR pre:tok:baby) OR pre:tok:performer),(pre:tok:dark OR pre:tok:green)
281,(hyp:tok:down OR pre:tok:sitting),((((hyp:tok:eating OR hyp:tok:sitting) OR hyp:tok:asleep) AND (NOT pre:tok:sitting)) OR hyp:tok:swimming),(hyp:tok:girls AND pre:tok:trunks),((hyp:tok:outside OR oth:overlap:overlap50) OR pre:tok:football)
282,((oth:overlap:overlap50 OR pre:tok:race) OR pre:tok:game),((hyp:tok:sitting AND pre:tok:walks) OR hyp:tok:audience),(((hyp:tok:down AND pre:tok:she) OR hyp:tok:short) OR hyp:tok:blows),((NOT hyp:tok:is) AND (hyp:tok:flip OR hyp:tok:not))
283,(((hyp:tok:at OR hyp:tok:in) OR hyp:tok:to) AND (NOT oth:overlap:overlap50)),((((NOT hyp:tok:on) AND (hyp:tok:human OR hyp:tok:man)) OR hyp:tok:friends) AND (NOT hyp:tok:with)),(((NOT pre:tok:dog) AND hyp:tok:dog) OR pre:tok:playground),(((hyp:tok:girl AND pre:tok:cool) OR hyp:tok:obstacle) AND hyp:tok:girl)
284,((((hyp:tok:finished OR pre:tok:enter) OR hyp:tok:bridal) OR hyp:tok:snowshoes) AND (NOT hyp:tok:to)),((((hyp:tok:falls OR pre:tok:gentleman) AND hyp:tok:woman) OR hyp:tok:low) OR hyp:tok:complete),(((hyp:tok:to AND pre:tok:barn) OR hyp:tok:magazine) AND pre:tok:beach),(((NOT hyp:tok:is) AND (hyp:tok:flip OR hyp:tok:not)) OR hyp:tok:buildings)
285,(pre:tok:design OR pre:tok:placing),((hyp:tok:bus OR hyp:tok:desert) OR hyp:tok:lighting),(((hyp:tok:clothing OR pre:tok:garage) AND pre:tok:man) OR pre:tok:humans),((((hyp:tok:cat AND pre:tok:dog) AND oth:overlap:overlap25) AND (NOT pre:tok:and)) AND (NOT pre:tok:on))
286,(oth:overlap:overlap50 OR pre:tok:race),(((hyp:tok:fetch OR hyp:tok:turns) AND pre:tok:in) OR hyp:tok:direction),(((NOT pre:tok:in) AND (hyp:tok:standing AND pre:tok:sitting)) AND (NOT pre:tok:her)),(hyp:tok:are AND hyp:tok:chinese)
287,(NOT hyp:tok:home),((pre:tok:crafts OR pre:tok:flowered) OR pre:tok:mid),(hyp:tok:women AND pre:tok:man),(((hyp:tok:running AND pre:tok:sitting) OR hyp:tok:kite) OR hyp:tok:pile)
288,((((oth:overlap:overlap75 OR pre:tok:his) OR pre:tok:one) OR hyp:tok:outside) AND (NOT pre:tok:walking)),((NOT oth:overlap:overlap25) AND (hyp:tok:wearing AND pre:tok:two)),(NOT hyp:tok:walking),(((NOT pre:tok:red) AND hyp:tok:red) OR pre:tok:tea)
289,(((pre:tok:design OR pre:tok:placing) OR pre:tok:folding) OR pre:tok:telling),(((hyp:tok:tools OR pre:tok:jet) AND hyp:tok:is) OR pre:tok:napping),((((hyp:tok:denim OR hyp:tok:hug) AND pre:tok:woman) OR hyp:tok:pipes) AND (NOT hyp:tok:are)),(((NOT pre:tok:are) AND hyp:tok:nobody) AND (NOT pre:tok:background))
290,(((((NOT hyp:tok:to) AND oth:overlap:overlap25) OR pre:tok:to) AND (NOT hyp:tok:for)) AND (NOT hyp:tok:while)),((hyp:tok:opponent OR hyp:tok:shaped) OR hyp:tok:sticks),((((NOT oth:overlap:overlap50) AND (hyp:tok:black AND hyp:tok:wearing)) AND (NOT hyp:tok:shirt)) OR hyp:tok:knee),(NOT pre:tok:street)
291,(((hyp:tok:to OR oth:overlap:overlap50) OR hyp:tok:person) OR pre:tok:play),(((((NOT pre:tok:sitting) AND hyp:tok:sitting) AND (NOT hyp:tok:down)) AND (NOT hyp:tok:to)) OR hyp:tok:swimsuit),((((hyp:tok:are OR oth:overlap:overlap25) OR hyp:tok:person) OR pre:tok:holding) AND (NOT hyp:tok:sleeping)),((((hyp:tok:driving OR hyp:tok:sleeping) OR hyp:tok:moon) OR hyp:tok:nobody) AND (NOT pre:tok:while))
292,((((pre:tok:are AND pre:tok:this) OR pre:tok:chinese) OR hyp:tok:filled) OR pre:tok:jean),(((((NOT pre:tok:woman) AND hyp:tok:woman) AND oth:overlap:overlap25) AND (NOT hyp:tok:in)) AND (NOT pre:tok:red)),(NOT hyp:tok:shirt),(((hyp:tok:acoustic OR hyp:tok:shoveling) OR pre:tok:injured) OR pre:tok:lost)
293,(hyp:tok:couch OR hyp:tok:swimming),(hyp:tok:microscope OR pre:tok:flowered),(((hyp:tok:activity OR hyp:tok:picture) AND hyp:tok:in) OR hyp:tok:than),((((hyp:tok:inside AND pre:tok:on) AND hyp:tok:is) OR hyp:tok:outer) AND (NOT pre:tok:is))
294,(hyp:tok:exercising AND pre:tok:her),((NOT pre:tok:man) AND (hyp:tok:down AND hyp:tok:sitting)),(((hyp:tok:hats OR hyp:tok:trunks) OR hyp:tok:clear) AND pre:tok:in),((NOT pre:tok:red) AND hyp:tok:red)
295,((((hyp:tok:appears OR hyp:tok:sad) OR hyp:tok:blouse) OR hyp:tok:rowboat) OR hyp:tok:repair),((hyp:tok:saw OR pre:tok:muddy) OR hyp:tok:handing),((NOT pre:tok:looking) AND (hyp:tok:outside OR oth:overlap:overlap25)),(hyp:tok:kite AND pre:tok:and)
296,((((NOT pre:tok:while) AND hyp:tok:is) OR pre:tok:by) AND (NOT hyp:tok:his)),((NOT pre:tok:blue) AND (hyp:tok:during OR oth:overlap:overlap75)),((hyp:tok:bicycle AND hyp:tok:his) OR hyp:tok:stroller),(hyp:tok:as AND hyp:tok:phone)
297,((hyp:tok:walking AND oth:overlap:overlap75) OR hyp:tok:look),((pre:tok:blocking OR pre:tok:conducting) AND hyp:tok:play),((hyp:tok:cat OR hyp:tok:tv) OR hyp:tok:unicycle),((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his)
298,(hyp:tok:smiling AND pre:tok:smile),(((hyp:tok:by AND hyp:tok:wares) OR hyp:tok:interested) AND pre:tok:his),(hyp:tok:picnic AND pre:tok:white),(((hyp:tok:red AND pre:tok:yellow) AND pre:tok:in) AND (NOT hyp:tok:are))
299,((hyp:tok:blanket AND pre:tok:through) OR pre:tok:jumped),(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:woman)) OR pre:tok:stage),((hyp:tok:beach AND pre:tok:walking) OR pre:tok:cigarettes),((NOT oth:overlap:overlap25) AND (pre:tok:dark OR pre:tok:green))
300,(hyp:tok:drinking OR pre:tok:riding),(((hyp:tok:outside OR hyp:tok:park) OR hyp:tok:older) OR hyp:tok:beach),(((hyp:tok:stroll OR hyp:tok:tan) AND hyp:tok:in) AND (NOT pre:tok:at)),((hyp:tok:hillside OR hyp:tok:walkway) OR hyp:tok:acoustic)
301,((hyp:tok:home AND pre:tok:from) AND hyp:tok:is),((hyp:tok:least AND pre:tok:on) OR hyp:tok:wheeled),(hyp:tok:run AND pre:tok:league),((((hyp:tok:alone OR hyp:tok:sleeping) OR hyp:tok:couch) OR hyp:tok:eats) OR hyp:tok:cat)
302,(((((NOT oth:overlap:overlap50) AND hyp:tok:outdoors) AND (NOT pre:tok:man)) AND (NOT hyp:tok:there)) AND (NOT pre:tok:woman)),((hyp:tok:man AND hyp:tok:restaurant) AND oth:overlap:overlap25),(((hyp:tok:outside OR hyp:tok:something) OR hyp:tok:near) OR hyp:tok:outdoors),(hyp:tok:blue OR hyp:tok:different)
303,(hyp:tok:coffee OR hyp:tok:pillow),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:is)) AND (NOT hyp:tok:outside)) OR hyp:tok:car),((((hyp:tok:brothers AND pre:tok:trampoline) OR hyp:tok:fetch) AND pre:tok:in) AND (NOT pre:tok:with)),(hyp:tok:coat AND pre:tok:on)
304,(((NOT pre:tok:with) AND (hyp:tok:outdoors OR hyp:tok:outside)) AND (NOT oth:overlap:overlap75)),((((hyp:tok:device OR hyp:tok:lamp) AND hyp:tok:holding) OR pre:tok:dead) AND oth:overlap:overlap25),(((NOT oth:overlap:overlap25) AND hyp:tok:bikes) OR hyp:tok:pedaling),((hyp:tok:any OR hyp:tok:tops) AND pre:tok:dark)
305,(((((NOT pre:tok:people) AND hyp:tok:nobody) AND (NOT pre:tok:front)) AND (NOT pre:tok:is)) OR hyp:tok:written),(((hyp:tok:saw OR pre:tok:muddy) OR hyp:tok:handing) AND (NOT hyp:tok:is)),(hyp:tok:stroll AND pre:tok:while),((((hyp:tok:to AND hyp:tok:walking) OR hyp:tok:coach) OR hyp:tok:played) AND (NOT pre:tok:to))
306,(hyp:tok:people AND hyp:tok:snow),(((hyp:tok:this AND pre:tok:pool) OR hyp:tok:podium) OR hyp:tok:watched),((NOT oth:overlap:overlap25) AND hyp:tok:is),((NOT oth:overlap:overlap25) AND pre:tok:sitting)
307,(NOT pre:tok:playing),((((hyp:tok:mask OR pre:tok:go) OR hyp:tok:chases) OR pre:tok:sound) OR pre:tok:surfboard),((((hyp:tok:puddle OR pre:tok:late) OR hyp:tok:trail) OR hyp:tok:finishing) AND (NOT pre:tok:on)),(hyp:tok:wearing OR pre:tok:his)
308,((hyp:tok:down OR pre:tok:stage) OR hyp:tok:pool),(hyp:tok:park OR hyp:tok:swimming),((((hyp:tok:men AND pre:tok:sandals) OR hyp:tok:jean) OR hyp:tok:setting) OR hyp:tok:name),((hyp:tok:women AND pre:tok:lost) OR hyp:tok:handing)
309,(((hyp:tok:about OR hyp:tok:for) OR hyp:tok:son) OR hyp:tok:sad),(hyp:tok:nobody OR hyp:tok:swimming),(hyp:tok:beige OR pre:tok:injured),(hyp:tok:blue AND pre:tok:coat)
310,((((NOT hyp:tok:woman) AND (hyp:tok:is OR pre:tok:are)) AND (NOT pre:tok:his)) AND (NOT hyp:tok:for)),(hyp:tok:park OR hyp:tok:runs),(((hyp:tok:bed OR hyp:tok:inside) OR pre:tok:cooks) AND (NOT hyp:tok:on)),((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:outside)
311,(((hyp:tok:eating OR pre:tok:background) OR hyp:tok:swimming) OR hyp:tok:driving),((NOT oth:overlap:overlap25) AND (hyp:tok:painting OR hyp:tok:smiling)),(hyp:tok:backwards OR hyp:tok:name),(hyp:tok:driving OR hyp:tok:swimming)
312,(pre:tok:curb OR pre:tok:raining),(((hyp:tok:tall AND oth:overlap:overlap25) OR pre:tok:quickly) AND (NOT hyp:tok:is)),(pre:tok:groom OR pre:tok:meet),((hyp:tok:stopped OR pre:tok:gymnasium) AND hyp:tok:are)
313,((hyp:tok:people AND hyp:tok:snow) AND pre:tok:snow),((hyp:tok:microscope OR pre:tok:learning) OR hyp:tok:clean),(hyp:tok:red AND pre:tok:hit),((hyp:tok:eating OR hyp:tok:tv) AND hyp:tok:are)
314,(((hyp:tok:suburban OR pre:tok:skiing) OR hyp:tok:clouds) OR hyp:tok:terrain),((((hyp:tok:running OR hyp:tok:television) OR hyp:tok:sleeps) AND (NOT oth:overlap:overlap75)) OR hyp:tok:stroller),((((hyp:tok:buddhist OR pre:tok:yarn) OR hyp:tok:stay) OR hyp:tok:hoops) OR hyp:tok:elder),(((hyp:tok:to AND hyp:tok:walking) OR hyp:tok:coach) OR hyp:tok:played)
