,lost_concepts
328,((NOT pre:tok:in) AND (hyp:tok:inside AND pre:tok:man))
329,((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:wearing)) OR hyp:tok:eating) AND (NOT hyp:tok:people))
330,(hyp:tok:looks AND pre:tok:lap)
331,((NOT pre:tok:man) AND (hyp:tok:nobody OR hyp:tok:nothing))
332,((hyp:tok:hoops OR hyp:tok:rollerblading) OR hyp:tok:outer)
333,(hyp:tok:groceries AND pre:tok:people)
334,((((NOT oth:overlap:overlap50) AND (hyp:tok:cat OR hyp:tok:eating)) OR hyp:tok:driving) AND (NOT pre:tok:and))
335,(((pre:tok:doctors OR pre:tok:numbered) OR pre:tok:prepare) OR hyp:tok:maroon)
336,(((hyp:tok:human OR hyp:tok:humans) OR pre:tok:farmer) OR pre:tok:crafts)
337,(((oth:overlap:overlap50 OR pre:tok:play) OR hyp:tok:person) OR pre:tok:stand)
338,(hyp:tok:empty OR hyp:tok:ocean)
339,(pre:tok:movie OR pre:tok:produce)
340,(hyp:tok:dog OR hyp:tok:in)
341,(hyp:tok:human OR hyp:tok:wearing)
342,((pre:tok:movie OR pre:tok:produce) AND hyp:tok:is)
343,((((hyp:tok:lighting OR hyp:tok:theater) AND pre:tok:in) OR hyp:tok:cafeteria) AND (NOT pre:tok:with))
344,((hyp:tok:bedroom OR hyp:tok:stuck) OR hyp:tok:clock)
345,(((NOT pre:tok:two) AND hyp:tok:outside) OR hyp:tok:outdoors)
346,((pre:tok:skateboarder OR pre:tok:snowman) OR hyp:tok:face)
347,((hyp:tok:bench AND pre:tok:is) OR pre:tok:terrain)
348,((((hyp:tok:beer AND pre:tok:man) OR hyp:tok:balance) AND pre:tok:in) AND (NOT hyp:tok:at))
349,((hyp:tok:saw OR pre:tok:swimsuit) OR pre:tok:army)
350,(((hyp:tok:water AND pre:tok:swimming) OR hyp:tok:happening) OR hyp:tok:furniture)
351,((hyp:tok:at OR hyp:tok:in) OR hyp:tok:running)
352,((((oth:overlap:overlap50 OR pre:tok:race) OR pre:tok:game) AND (NOT pre:tok:standing)) OR hyp:tok:nobody)
353,((((hyp:tok:indoors OR hyp:tok:inside) OR hyp:tok:present) OR hyp:tok:outfits) OR hyp:tok:gathered)
354,(hyp:tok:in OR pre:tok:while)
355,(hyp:tok:ramp OR hyp:tok:snowball)
356,(((NOT pre:tok:and) AND (hyp:tok:at OR pre:tok:bike)) OR hyp:tok:green)
357,((((hyp:tok:women AND pre:tok:mcdonald) OR pre:tok:rainy) AND (NOT pre:tok:some)) AND (NOT oth:overlap:overlap50))
358,((NOT pre:tok:on) AND hyp:tok:swimming)
359,((((hyp:tok:naked AND pre:tok:people) OR hyp:tok:hooded) OR hyp:tok:rowboat) OR hyp:tok:roller)
360,(hyp:tok:step OR pre:tok:checkered)
361,((((hyp:tok:jumping OR pre:tok:pet) AND hyp:tok:dog) OR hyp:tok:talks) OR hyp:tok:greyhound)
362,(hyp:tok:in AND hyp:tok:riding)
363,((((hyp:tok:for AND hyp:tok:jump) OR hyp:tok:referee) OR pre:tok:unicycle) OR hyp:tok:shoe)
364,(NOT pre:tok:group)
365,((NOT oth:overlap:overlap25) AND pre:tok:on)
366,(((hyp:tok:sitting OR hyp:tok:sleeping) OR hyp:tok:alone) AND (NOT pre:tok:sitting))
367,(pre:tok:cherry OR pre:tok:picking)
368,(((hyp:tok:friends AND hyp:tok:group) OR hyp:tok:sad) AND (NOT pre:tok:in))
369,(((hyp:tok:cross OR hyp:tok:dinner) OR pre:tok:tattoos) OR pre:tok:climbs)
370,(((hyp:tok:eating OR hyp:tok:swimming) OR hyp:tok:space) OR hyp:tok:coffee)
371,(hyp:tok:inside OR hyp:tok:kitchen)
372,(((NOT pre:tok:and) AND (pre:tok:with OR pre:tok:working)) OR hyp:tok:no)
373,(((hyp:tok:men AND pre:tok:smile) OR hyp:tok:steering) OR hyp:tok:onlookers)
374,(((((NOT pre:tok:on) AND hyp:tok:on) OR hyp:tok:eating) OR hyp:tok:bus) OR pre:tok:all)
375,(((hyp:tok:herself AND pre:tok:woman) OR hyp:tok:cameras) AND (NOT pre:tok:with))
376,(((hyp:tok:- AND pre:tok:while) OR hyp:tok:!) OR pre:tok:fast)
377,((((NOT oth:overlap:overlap50) AND (pre:tok:blue OR pre:tok:in)) AND (NOT pre:tok:men)) AND (NOT pre:tok:suit))
378,(pre:tok:blue OR pre:tok:in)
379,((((NOT oth:overlap:overlap25) AND pre:tok:on) OR hyp:tok:for) OR pre:tok:sitting)
380,(hyp:tok:tired OR hyp:tok:yellow)
381,(((hyp:tok:tired OR hyp:tok:yellow) AND hyp:tok:man) OR pre:tok:chat)
382,(hyp:tok:water AND pre:tok:swimming)
383,(hyp:tok:edge OR hyp:tok:tattoo)
384,((hyp:tok:jet OR pre:tok:laughing) OR hyp:tok:wood)
385,(((NOT pre:tok:with) AND (hyp:tok:displaying OR pre:tok:army)) AND (NOT pre:tok:one))
386,(pre:tok:body AND pre:tok:brown)
387,(hyp:tok:are AND pre:tok:fight)
388,(((NOT pre:tok:on) AND hyp:tok:swimming) AND oth:overlap:overlap25)
389,((hyp:tok:human OR pre:tok:surfing) OR pre:tok:chopping)
390,(((hyp:tok:swimming OR hyp:tok:tv) OR hyp:tok:blanket) AND (NOT oth:overlap:overlap50))
391,((hyp:tok:motor OR pre:tok:motor) AND hyp:tok:women)
392,((hyp:tok:countryside OR hyp:tok:newspapers) AND pre:tok:on)
393,((((hyp:tok:writing OR pre:tok:lunch) OR pre:tok:nap) OR pre:tok:surfing) OR pre:tok:low)
394,((((NOT hyp:tok:her) AND (hyp:tok:smiling AND hyp:tok:woman)) AND pre:tok:woman) AND (NOT pre:tok:old))
395,((hyp:tok:lighting OR hyp:tok:theater) AND pre:tok:in)
396,(hyp:tok:nobody OR hyp:tok:nothing)
397,(((NOT pre:tok:men) AND oth:overlap:overlap75) OR hyp:tok:nobody)
398,(NOT pre:tok:men)
399,(hyp:tok:station AND pre:tok:down)
400,(((hyp:tok:walking AND oth:overlap:overlap75) OR hyp:tok:look) OR hyp:tok:pick)
401,((hyp:tok:writing OR pre:tok:lunch) OR pre:tok:nap)
402,((hyp:tok:tall AND pre:tok:two) OR pre:tok:i)
403,(hyp:tok:bedroom OR hyp:tok:stuck)
404,(((NOT pre:tok:are) AND (oth:overlap:overlap75 OR pre:tok:items)) AND (NOT hyp:tok:in))
405,(((hyp:tok:sad OR pre:tok:snow) OR hyp:tok:gesturing) OR pre:tok:easter)
406,(hyp:tok:laying OR hyp:tok:seated)
407,(((hyp:tok:boys AND pre:tok:girls) OR pre:tok:learning) OR hyp:tok:seven)
408,((((pre:tok:skateboarder OR pre:tok:snowman) OR hyp:tok:face) OR hyp:tok:slam) OR hyp:tok:roller)
409,((((hyp:tok:jumping AND pre:tok:into) OR hyp:tok:packages) OR pre:tok:pumpkin) OR hyp:tok:tunnel)
410,(((hyp:tok:bed OR hyp:tok:ocean) OR hyp:tok:bedroom) OR hyp:tok:tv)
411,(hyp:tok:control OR hyp:tok:staircase)
412,(hyp:tok:religious AND hyp:tok:to)
413,(((hyp:tok:countryside OR hyp:tok:newspapers) AND pre:tok:on) OR hyp:tok:tables)
414,(((NOT pre:tok:on) AND hyp:tok:on) OR hyp:tok:eating)
415,(((hyp:tok:on AND pre:tok:multiple) OR hyp:tok:boards) OR pre:tok:heading)
416,(((hyp:tok:blanket AND pre:tok:through) OR pre:tok:jumped) AND hyp:tok:on)
417,((((NOT oth:overlap:overlap25) AND (hyp:tok:dry OR pre:tok:least)) OR hyp:tok:brushes) AND (NOT hyp:tok:his))
418,((hyp:tok:bed OR hyp:tok:ocean) OR hyp:tok:bedroom)
419,(((hyp:tok:seated OR pre:tok:railing) AND pre:tok:are) OR hyp:tok:6)
420,(((hyp:tok:female OR hyp:tok:video) AND pre:tok:in) OR hyp:tok:ft)
421,(hyp:tok:coffee OR hyp:tok:pillow)
422,((NOT hyp:tok:sitting) AND (hyp:tok:down OR pre:tok:sitting))
423,(hyp:tok:dinner AND pre:tok:food)
424,(hyp:tok:well AND pre:tok:shirt)
425,((((NOT pre:tok:with) AND (hyp:tok:displaying OR pre:tok:army)) AND (NOT pre:tok:one)) AND (NOT hyp:tok:is))
426,(hyp:tok:about OR hyp:tok:for)
427,(hyp:tok:two AND pre:tok:tv)
428,(hyp:tok:church OR pre:tok:us)
429,(pre:tok:pose OR pre:tok:walking)
430,(((pre:tok:hangs OR pre:tok:leans) OR pre:tok:jean) OR hyp:tok:goal)
431,(pre:tok:painted AND pre:tok:to)
432,(NOT hyp:tok:home)
433,(((pre:tok:skateboarder OR pre:tok:snowman) OR hyp:tok:face) OR hyp:tok:slam)
434,((((NOT pre:tok:sitting) AND hyp:tok:sitting) OR pre:tok:studying) AND (NOT pre:tok:to))
435,((((hyp:tok:indoors OR hyp:tok:machine) OR pre:tok:bearded) OR pre:tok:chef) OR pre:tok:hydrant)
436,(hyp:tok:boys AND pre:tok:girls)
437,(((hyp:tok:preparing AND pre:tok:from) OR pre:tok:upset) OR hyp:tok:passed)
438,((((pre:tok:hot AND pre:tok:little) OR hyp:tok:skirts) OR hyp:tok:protection) OR hyp:tok:pocket)
439,(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:walking)) OR hyp:tok:blue)
440,((((hyp:tok:there AND pre:tok:to) OR pre:tok:crane) OR pre:tok:scale) OR pre:tok:apartment)
441,((hyp:tok:softball OR pre:tok:upset) AND hyp:tok:man)
442,((((hyp:tok:his OR pre:tok:with) OR pre:tok:standing) AND (NOT oth:overlap:overlap50)) AND (NOT pre:tok:his))
443,((((hyp:tok:water AND pre:tok:swimming) OR hyp:tok:happening) OR hyp:tok:furniture) OR pre:tok:wife)
444,(((hyp:tok:you AND pre:tok:-) OR pre:tok:wares) AND (NOT pre:tok:on))
445,((hyp:tok:trunks OR pre:tok:bat) AND pre:tok:to)
446,(hyp:tok:hardware AND pre:tok:on)
447,(NOT hyp:tok:her)
448,(NOT pre:tok:playing)
449,((((hyp:tok:appears OR hyp:tok:sad) OR hyp:tok:blouse) OR hyp:tok:rowboat) OR hyp:tok:repair)
450,((((hyp:tok:couch OR hyp:tok:home) OR hyp:tok:ocean) OR hyp:tok:had) OR hyp:tok:sandwich)
451,((pre:tok:little OR pre:tok:young) OR hyp:tok:has)
452,(hyp:tok:computer OR hyp:tok:image)
453,((((hyp:tok:driving OR hyp:tok:field) OR pre:tok:kids) OR hyp:tok:chess) OR pre:tok:daughter)
454,((((hyp:tok:home AND pre:tok:seat) OR hyp:tok:waters) OR hyp:tok:cameras) OR hyp:tok:spray)
455,((((hyp:tok:couch OR hyp:tok:swimming) OR pre:tok:cute) OR pre:tok:courtyard) OR hyp:tok:compete)
456,(hyp:tok:running AND pre:tok:woman)
457,((hyp:tok:men AND hyp:tok:team) OR hyp:tok:trumpet)
458,(hyp:tok:on AND pre:tok:multiple)
459,((NOT oth:overlap:overlap25) AND (hyp:tok:dry OR pre:tok:least))
460,((((pre:tok:sitting AND pre:tok:women) OR pre:tok:rowboat) AND (NOT pre:tok:on)) OR hyp:tok:though)
461,(((NOT oth:overlap:overlap50) AND (hyp:tok:dog OR hyp:tok:playing)) OR hyp:tok:running)
462,(hyp:tok:to OR oth:overlap:overlap75)
463,((NOT pre:tok:to) AND (hyp:tok:asleep OR hyp:tok:nobody))
464,((NOT oth:overlap:overlap50) AND (hyp:tok:running OR pre:tok:table))
465,(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:wearing)) OR hyp:tok:eating)
466,((hyp:tok:at OR hyp:tok:sitting) OR hyp:tok:swimming)
467,((((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:blue)) AND (NOT pre:tok:yellow)) AND (NOT pre:tok:his))
468,(((hyp:tok:finishing OR hyp:tok:shoveling) OR pre:tok:easter) OR hyp:tok:rack)
469,(hyp:tok:on AND pre:tok:vacation)
470,(hyp:tok:band AND pre:tok:guitars)
471,((hyp:tok:control OR hyp:tok:staircase) AND pre:tok:colorful)
472,(hyp:tok:beer AND pre:tok:man)
473,((((NOT hyp:tok:man) AND hyp:tok:sleeping) OR hyp:tok:crib) AND (NOT pre:tok:girl))
474,(hyp:tok:couch OR hyp:tok:crying)
475,(hyp:tok:white AND pre:tok:dead)
476,(pre:tok:night AND pre:tok:walking)
477,((((pre:tok:night AND pre:tok:walking) OR hyp:tok:guitars) OR hyp:tok:lamp) OR hyp:tok:plastic)
478,(hyp:tok:football AND pre:tok:football)
479,((NOT pre:tok:running) AND hyp:tok:running)
480,(pre:tok:blue OR pre:tok:up)
481,(NOT pre:tok:him)
482,((hyp:tok:among OR pre:tok:puts) AND pre:tok:at)
483,((((hyp:tok:are AND hyp:tok:down) OR hyp:tok:truck) AND (NOT oth:overlap:overlap50)) OR pre:tok:control)
484,((((hyp:tok:down OR pre:tok:stage) OR hyp:tok:pool) OR hyp:tok:bench) OR hyp:tok:lake)
485,((((pre:tok:design OR pre:tok:placing) OR pre:tok:folding) OR pre:tok:telling) AND (NOT hyp:tok:man))
486,((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:dressed)) OR hyp:tok:eating) AND (NOT hyp:tok:there))
487,(NOT hyp:tok:there)
488,((hyp:tok:at OR hyp:tok:dance) OR pre:tok:attached)
489,(hyp:tok:sleeping OR hyp:tok:swimming)
490,(((hyp:tok:black AND hyp:tok:wearing) OR pre:tok:backpacks) AND (NOT oth:overlap:overlap75))
491,((((NOT pre:tok:running) AND (hyp:tok:chess OR hyp:tok:running)) OR hyp:tok:new) OR pre:tok:business)
492,(((NOT oth:overlap:overlap50) AND (hyp:tok:cat OR hyp:tok:eating)) OR hyp:tok:driving)
493,((hyp:tok:jumping AND pre:tok:into) OR hyp:tok:packages)
494,(hyp:tok:lying AND pre:tok:black)
495,(hyp:tok:is OR hyp:tok:people)
496,(hyp:tok:is OR hyp:tok:woman)
497,((NOT pre:tok:while) AND hyp:tok:is)
498,((((hyp:tok:pots OR pre:tok:camping) OR pre:tok:meet) OR hyp:tok:hiding) AND (NOT pre:tok:shirt))
499,((hyp:tok:beard OR hyp:tok:robes) OR hyp:tok:bone)
500,(((hyp:tok:concert OR pre:tok:farmer) OR pre:tok:leaf) OR hyp:tok:art)
501,((((NOT pre:tok:on) AND hyp:tok:ground) OR hyp:tok:hydrant) OR pre:tok:weather)
502,(hyp:tok:pillow AND pre:tok:black)
503,((((hyp:tok:trunks OR pre:tok:bat) AND pre:tok:to) OR pre:tok:rowing) AND (NOT hyp:tok:are))
504,(hyp:tok:camouflage OR hyp:tok:sheep)
505,((hyp:tok:swimming OR pre:tok:swimming) OR hyp:tok:coffee)
506,(hyp:tok:outside OR oth:overlap:overlap75)
507,(((hyp:tok:fire AND pre:tok:women) OR hyp:tok:sunlight) OR hyp:tok:gather)
508,(((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:wearing)) OR hyp:tok:for)
509,((((hyp:tok:finished OR pre:tok:enter) OR hyp:tok:bridal) OR hyp:tok:snowshoes) AND (NOT hyp:tok:to))
510,((((hyp:tok:outdoors AND pre:tok:in) OR hyp:tok:screaming) AND oth:overlap:overlap25) AND (NOT pre:tok:man))
511,((hyp:tok:empty OR hyp:tok:swimming) AND pre:tok:is)
512,((((hyp:tok:coffee OR hyp:tok:pillow) OR hyp:tok:elephant) OR hyp:tok:eats) OR hyp:tok:finished)
513,(((NOT pre:tok:in) AND hyp:tok:bass) OR pre:tok:skydiving)
514,(hyp:tok:down OR hyp:tok:eating)
515,((((hyp:tok:bench AND pre:tok:is) OR pre:tok:terrain) AND (NOT pre:tok:with)) OR hyp:tok:carrot)
516,(((hyp:tok:park OR pre:tok:suspenders) AND pre:tok:shirt) OR hyp:tok:garage)
517,((hyp:tok:suburban OR pre:tok:skiing) OR hyp:tok:clouds)
518,((NOT pre:tok:in) AND (hyp:tok:and OR hyp:tok:skateboarder))
519,((NOT oth:overlap:overlap50) AND (hyp:tok:is OR hyp:tok:woman))
520,((hyp:tok:couch OR hyp:tok:swimming) OR pre:tok:cute)
521,((NOT oth:overlap:overlap25) AND hyp:tok:couch)
522,((((hyp:tok:in AND hyp:tok:swimming) OR hyp:tok:enjoy) OR hyp:tok:roller) OR hyp:tok:crime)
523,((hyp:tok:sitting AND pre:tok:pots) OR pre:tok:native)
524,(hyp:tok:swimming OR hyp:tok:tv)
525,(hyp:tok:instruments OR hyp:tok:observe)
526,(hyp:tok:bed OR hyp:tok:police)
527,((((NOT oth:overlap:overlap25) AND hyp:tok:couch) AND pre:tok:man) OR hyp:tok:pocket)
528,((((hyp:tok:step OR pre:tok:checkered) OR hyp:tok:bread) OR pre:tok:steel) OR hyp:tok:upright)
529,(((NOT hyp:tok:woman) AND (hyp:tok:is OR pre:tok:are)) AND (NOT pre:tok:his))
530,((hyp:tok:couch OR hyp:tok:home) OR hyp:tok:ocean)
531,((((pre:tok:are AND pre:tok:this) OR pre:tok:chinese) OR hyp:tok:filled) OR pre:tok:jean)
532,((((NOT hyp:tok:woman) AND (hyp:tok:is OR pre:tok:are)) AND (NOT pre:tok:his)) AND (NOT hyp:tok:for))
533,((hyp:tok:wearing AND pre:tok:to) OR pre:tok:church)
534,(((hyp:tok:at OR hyp:tok:in) OR hyp:tok:to) AND (NOT oth:overlap:overlap50))
535,((hyp:tok:scarves OR pre:tok:easter) OR pre:tok:cook)
536,((((hyp:tok:in OR hyp:tok:on) OR hyp:tok:at) OR pre:tok:holding) AND (NOT pre:tok:looking))
537,(((hyp:tok:for OR hyp:tok:their) OR hyp:tok:home) OR hyp:tok:to)
538,((hyp:tok:about OR hyp:tok:for) OR hyp:tok:son)
539,(((pre:tok:movie OR pre:tok:produce) AND hyp:tok:is) OR pre:tok:training)
540,((((hyp:tok:sandals OR pre:tok:apartment) OR pre:tok:pet) OR pre:tok:straight) OR pre:tok:clear)
541,(((((NOT hyp:tok:man) AND hyp:tok:sleeping) OR hyp:tok:crib) AND (NOT pre:tok:girl)) AND (NOT pre:tok:toddler))
542,((NOT oth:overlap:overlap50) AND hyp:tok:outdoors)
543,(hyp:tok:tables AND pre:tok:is)
544,(hyp:tok:at OR hyp:tok:sitting)
545,(hyp:tok:park OR pre:tok:suspenders)
546,((hyp:tok:maintenance OR hyp:tok:tan) OR hyp:tok:boards)
547,(((hyp:tok:is OR pre:tok:girl) OR hyp:tok:for) OR hyp:tok:his)
548,(hyp:tok:boat AND pre:tok:driving)
549,((hyp:tok:group AND pre:tok:motorcyclists) OR hyp:tok:sofa)
550,((((hyp:tok:moon OR hyp:tok:outdoors) OR pre:tok:night) OR pre:tok:chairs) OR pre:tok:tie)
551,(hyp:tok:chewing AND pre:tok:with)
552,(((NOT pre:tok:and) AND (hyp:tok:football AND pre:tok:football)) OR hyp:tok:protection)
553,(hyp:tok:black AND hyp:tok:in)
554,(((pre:tok:curb OR pre:tok:raining) AND hyp:tok:in) OR hyp:tok:hoops)
555,((((NOT oth:overlap:overlap50) AND (hyp:tok:are OR hyp:tok:is)) OR pre:tok:three) AND (NOT hyp:tok:outside))
556,((((hyp:tok:in AND pre:tok:rock) OR hyp:tok:dishes) AND hyp:tok:man) OR hyp:tok:pets)
557,((((hyp:tok:women AND pre:tok:men) OR hyp:tok:buys) AND (NOT pre:tok:to)) OR hyp:tok:low)
558,((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:soccer))
559,((hyp:tok:at OR hyp:tok:her) OR hyp:tok:eating)
560,((((hyp:tok:ladies OR hyp:tok:tv) OR pre:tok:cherry) AND (NOT hyp:tok:on)) OR hyp:tok:sandwiches)
561,((pre:tok:hot AND pre:tok:little) OR hyp:tok:skirts)
562,(((NOT pre:tok:dog) AND hyp:tok:dog) OR pre:tok:compete)
563,((((hyp:tok:n't OR hyp:tok:nobody) OR pre:tok:use) OR pre:tok:rink) OR pre:tok:word)
564,(hyp:tok:house OR pre:tok:leaping)
565,(hyp:tok:last AND pre:tok:two)
566,(((hyp:tok:park AND pre:tok:building) OR hyp:tok:photographing) AND (NOT hyp:tok:is))
567,(((((NOT pre:tok:while) AND hyp:tok:is) OR pre:tok:by) AND (NOT hyp:tok:his)) OR pre:tok:t)
568,((hyp:tok:soccer AND pre:tok:yellow) AND hyp:tok:playing)
569,((hyp:tok:step OR pre:tok:checkered) OR hyp:tok:bread)
570,((hyp:tok:eating OR pre:tok:background) OR hyp:tok:swimming)
571,((((hyp:tok:chasing OR hyp:tok:playing) OR hyp:tok:middle) AND (NOT pre:tok:playing)) OR hyp:tok:dinner)
572,((((hyp:tok:at OR hyp:tok:in) OR hyp:tok:to) AND (NOT oth:overlap:overlap50)) AND (NOT pre:tok:with))
573,((((hyp:tok:hoops OR hyp:tok:rollerblading) OR hyp:tok:outer) OR pre:tok:turns) OR hyp:tok:backpack)
574,((hyp:tok:last AND pre:tok:two) OR hyp:tok:photographs)
575,(((hyp:tok:driving OR hyp:tok:field) OR pre:tok:kids) OR hyp:tok:chess)
576,((hyp:tok:to OR pre:tok:street) OR hyp:tok:old)
577,((hyp:tok:blue OR hyp:tok:eating) OR hyp:tok:green)
578,(hyp:tok:are AND hyp:tok:down)
579,(((pre:tok:blue OR pre:tok:up) OR pre:tok:their) OR hyp:tok:his)
580,(((hyp:tok:asleep OR hyp:tok:customer) OR pre:tok:similar) AND (NOT oth:overlap:overlap25))
581,(hyp:tok:men AND hyp:tok:team)
582,(hyp:tok:dock OR hyp:tok:swimming)
583,((((NOT pre:tok:to) AND (hyp:tok:asleep OR hyp:tok:nobody)) OR pre:tok:gesturing) AND (NOT pre:tok:holding))
584,(hyp:tok:there OR oth:overlap:overlap75)
585,((NOT hyp:tok:to) AND (oth:overlap:overlap50 OR pre:tok:two))
586,((((NOT pre:tok:in) AND (hyp:tok:and OR hyp:tok:skateboarder)) AND (NOT pre:tok:man)) OR hyp:tok:booth)
587,(((hyp:tok:indoors OR hyp:tok:machine) OR pre:tok:bearded) OR pre:tok:chef)
588,((hyp:tok:appears OR hyp:tok:sad) OR hyp:tok:blouse)
589,((hyp:tok:his OR pre:tok:with) OR pre:tok:standing)
590,(hyp:tok:park AND pre:tok:individual)
591,(hyp:tok:protective OR hyp:tok:shoot)
592,((((NOT pre:tok:and) AND (hyp:tok:pets OR hyp:tok:swimming)) AND (NOT oth:overlap:overlap50)) OR pre:tok:got)
593,(hyp:tok:soccer AND pre:tok:yellow)
594,(((hyp:tok:human OR pre:tok:surfing) OR pre:tok:chopping) OR hyp:tok:helmet)
595,(((hyp:tok:eating OR pre:tok:microphone) OR hyp:tok:laying) OR pre:tok:bicycles)
596,(((hyp:tok:maintenance OR hyp:tok:tan) OR hyp:tok:boards) OR hyp:tok:lead)
597,((((pre:tok:hangs OR pre:tok:leans) OR pre:tok:jean) OR hyp:tok:goal) AND (NOT oth:overlap:overlap25))
598,((hyp:tok:to OR oth:overlap:overlap50) OR hyp:tok:person)
599,(((NOT pre:tok:in) AND (hyp:tok:and OR hyp:tok:skateboarder)) AND (NOT pre:tok:man))
600,((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:outdoors)
601,((hyp:tok:down OR hyp:tok:eating) OR hyp:tok:sleeps)
602,((((NOT pre:tok:sitting) AND (hyp:tok:asleep OR hyp:tok:sitting)) OR hyp:tok:sleeps) OR hyp:tok:cat)
603,(((hyp:tok:empty OR hyp:tok:ocean) OR hyp:tok:nothing) OR hyp:tok:naked)
604,(hyp:tok:down OR pre:tok:sitting)
605,(hyp:tok:in OR hyp:tok:wearing)
606,(NOT pre:tok:dog)
607,((NOT hyp:tok:to) AND oth:overlap:overlap25)
608,((oth:overlap:overlap75 OR pre:tok:his) OR pre:tok:one)
609,(((pre:tok:hikers OR pre:tok:lane) OR pre:tok:slope) OR pre:tok:activity)
610,(hyp:tok:and OR hyp:tok:is)
611,((NOT pre:tok:are) AND (oth:overlap:overlap75 OR pre:tok:items))
612,(hyp:tok:at OR hyp:tok:dance)
613,(((hyp:tok:jumping AND pre:tok:into) OR hyp:tok:packages) OR pre:tok:pumpkin)
614,((NOT oth:overlap:overlap25) AND hyp:tok:sidewalk)
615,((((hyp:tok:room AND hyp:tok:two) OR hyp:tok:magazine) AND (NOT pre:tok:in)) OR pre:tok:least)
616,(((hyp:tok:couch OR hyp:tok:swimming) OR pre:tok:cute) OR pre:tok:courtyard)
617,((hyp:tok:bed OR hyp:tok:police) OR hyp:tok:laying)
618,(hyp:tok:fire AND pre:tok:women)
619,(NOT pre:tok:suit)
620,((((hyp:tok:asleep OR hyp:tok:for) OR hyp:tok:sad) OR hyp:tok:family) OR hyp:tok:racing)
621,(((hyp:tok:bowls OR hyp:tok:knitting) AND hyp:tok:woman) OR pre:tok:lemons)
622,((((hyp:tok:and OR pre:tok:man) OR hyp:tok:at) OR pre:tok:out) AND (NOT hyp:tok:there))
623,(hyp:tok:dog OR hyp:tok:playing)
624,(((hyp:tok:home AND pre:tok:seat) OR hyp:tok:waters) OR hyp:tok:cameras)
625,((hyp:tok:seated OR pre:tok:railing) AND pre:tok:are)
626,(((NOT oth:overlap:overlap50) AND (pre:tok:blue OR pre:tok:in)) AND (NOT pre:tok:men))
627,((((NOT pre:tok:wearing) AND (hyp:tok:human OR hyp:tok:wearing)) OR pre:tok:swimming) OR hyp:tok:bowling)
628,(((hyp:tok:daughter OR pre:tok:straight) OR hyp:tok:fisherman) OR pre:tok:unicycle)
629,((((hyp:tok:horses AND hyp:tok:riding) OR hyp:tok:magazine) AND (NOT pre:tok:on)) AND (NOT pre:tok:with))
630,(((hyp:tok:helps OR hyp:tok:tunnel) AND pre:tok:is) OR hyp:tok:soap)
631,((((hyp:tok:eating OR pre:tok:microphone) OR hyp:tok:laying) OR pre:tok:bicycles) OR hyp:tok:television)
632,(hyp:tok:throw AND pre:tok:man)
633,((((hyp:tok:eating OR hyp:tok:sleeps) OR hyp:tok:sleep) OR hyp:tok:laying) OR hyp:tok:bedroom)
634,((hyp:tok:outside AND pre:tok:golfer) OR pre:tok:turns)
635,(((hyp:tok:is OR hyp:tok:people) OR hyp:tok:woman) AND (NOT pre:tok:street))
636,(((((NOT pre:tok:his) AND oth:overlap:overlap75) AND (NOT hyp:tok:are)) OR hyp:tok:girlfriend) AND (NOT pre:tok:boy))
637,((((hyp:tok:are AND hyp:tok:sleeping) OR pre:tok:shoot) OR pre:tok:whose) AND (NOT hyp:tok:in))
638,((hyp:tok:in OR hyp:tok:on) OR hyp:tok:at)
639,((hyp:tok:couch OR hyp:tok:crying) OR hyp:tok:seated)
640,(hyp:tok:favorite OR hyp:tok:tall)
641,((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:wearing))
642,(hyp:tok:swimming AND pre:tok:orange)
643,((hyp:tok:for OR hyp:tok:their) OR hyp:tok:home)
644,(hyp:tok:through AND pre:tok:motorcyclists)
645,(hyp:tok:bicycle AND hyp:tok:skateboarder)
646,(hyp:tok:running OR hyp:tok:soccer)
647,(hyp:tok:human OR pre:tok:surfing)
648,((hyp:tok:men AND pre:tok:smile) OR hyp:tok:steering)
649,(hyp:tok:guitars OR hyp:tok:spinning)
650,(hyp:tok:friends OR hyp:tok:lunch)
651,(hyp:tok:sitting AND pre:tok:pots)
652,((pre:tok:curb OR pre:tok:raining) AND hyp:tok:in)
653,(NOT hyp:tok:riding)
654,(((hyp:tok:robe AND hyp:tok:white) OR hyp:tok:protecting) AND (NOT pre:tok:two))
655,(((hyp:tok:couch OR hyp:tok:home) OR hyp:tok:ocean) OR hyp:tok:had)
656,(hyp:tok:n't OR hyp:tok:nobody)
657,((hyp:tok:are AND pre:tok:course) AND hyp:tok:in)
658,(((NOT pre:tok:sitting) AND hyp:tok:sitting) OR pre:tok:studying)
