,Cluster1,Cluster2,Cluster3,Cluster4
229,((NOT pre:tok:is) AND (hyp:tok:is AND hyp:tok:park)),(pre:tok:crafts OR pre:tok:flowered),(NOT pre:tok:for),(((NOT pre:tok:red) AND hyp:tok:red) OR pre:tok:tea)
230,((NOT oth:overlap:overlap25) AND (pre:tok:people OR pre:tok:with)),(((hyp:tok:in OR hyp:tok:playing) OR hyp:tok:eating) OR hyp:tok:blue),(hyp:tok:move AND pre:tok:three),((((hyp:tok:than OR pre:tok:males) OR hyp:tok:wet) OR hyp:tok:least) AND (NOT oth:overlap:overlap75))
231,(((hyp:tok:scarves OR pre:tok:easter) OR pre:tok:cook) OR pre:tok:wild),(((hyp:tok:butterfly OR pre:tok:farmers) OR hyp:tok:balance) OR hyp:tok:clock),((NOT pre:tok:young) AND hyp:tok:young),(hyp:tok:watched AND pre:tok:young)
232,((((hyp:tok:black AND hyp:tok:wearing) OR pre:tok:backpacks) AND (NOT oth:overlap:overlap75)) AND (NOT pre:tok:are)),((NOT oth:overlap:overlap75) AND hyp:tok:wearing),(hyp:tok:boys AND pre:tok:parents),(hyp:tok:running AND pre:tok:sitting)
233,((hyp:tok:old AND pre:tok:white) AND pre:tok:sitting),((hyp:tok:for OR pre:tok:sitting) OR hyp:tok:tall),(hyp:tok:sofa AND pre:tok:his),((((NOT oth:overlap:overlap25) AND (pre:tok:dark OR pre:tok:green)) OR pre:tok:sandals) OR pre:tok:pulled)
234,((NOT pre:tok:his) AND hyp:tok:popsicle),(((hyp:tok:into AND pre:tok:goggles) OR pre:tok:skiing) AND (NOT pre:tok:pants)),(hyp:tok:bottles OR pre:tok:heading),(hyp:tok:buddhist OR pre:tok:yarn)
235,(((((NOT pre:tok:two) AND hyp:tok:outside) OR hyp:tok:outdoors) AND (NOT pre:tok:people)) AND (NOT pre:tok:blue)),((((NOT pre:tok:in) AND (hyp:tok:dancing OR hyp:tok:field)) OR pre:tok:prepare) OR pre:tok:pan),((((hyp:tok:puddle OR pre:tok:late) OR hyp:tok:trail) OR hyp:tok:finishing) AND (NOT pre:tok:on)),((hyp:tok:buddhist OR pre:tok:yarn) OR hyp:tok:hoops)
236,(hyp:tok:at OR pre:tok:bike),(((hyp:tok:activity AND pre:tok:with) OR hyp:tok:image) AND oth:overlap:overlap50),((((hyp:tok:beach AND pre:tok:walking) OR pre:tok:cigarettes) AND oth:overlap:overlap50) AND (NOT pre:tok:woman)),((hyp:tok:girl AND pre:tok:cool) OR hyp:tok:obstacle)
237,(hyp:tok:lap OR hyp:tok:television),(hyp:tok:tired AND pre:tok:men),((((hyp:tok:bath OR hyp:tok:inside) AND pre:tok:and) OR hyp:tok:video) OR hyp:tok:laboratory),(hyp:tok:marathon AND pre:tok:as)
238,((NOT pre:tok:with) AND (hyp:tok:his OR pre:tok:two)),(((NOT oth:overlap:overlap50) AND hyp:tok:sleeping) OR hyp:tok:sleep),(((hyp:tok:outside OR hyp:tok:to) OR hyp:tok:outdoors) OR hyp:tok:for),((((hyp:tok:tall OR pre:tok:few) OR hyp:tok:halloween) AND (NOT oth:overlap:overlap25)) AND (NOT pre:tok:on))
239,((hyp:tok:guitars OR hyp:tok:spinning) OR hyp:tok:bottles),((((hyp:tok:ears OR hyp:tok:multiple) OR hyp:tok:conductor) AND (NOT pre:tok:and)) AND (NOT hyp:tok:is)),(((NOT pre:tok:people) AND (hyp:tok:human OR hyp:tok:people)) OR pre:tok:practicing),(hyp:tok:bottles OR pre:tok:poker)
240,(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:their) OR hyp:tok:during),(((pre:tok:black AND pre:tok:open) OR pre:tok:shadow) OR hyp:tok:handing),(((hyp:tok:men AND pre:tok:sandals) OR hyp:tok:jean) OR hyp:tok:setting),(((hyp:tok:curly OR hyp:tok:khaki) OR hyp:tok:cute) AND oth:overlap:overlap50)
241,(hyp:tok:herself AND pre:tok:woman),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:on)) OR hyp:tok:sleeping) OR hyp:tok:nobody),(((hyp:tok:at OR hyp:tok:playing) OR pre:tok:camera) AND (NOT oth:overlap:overlap75)),(((hyp:tok:backpacks OR pre:tok:birthday) OR hyp:tok:carnival) AND (NOT pre:tok:are))
242,((((hyp:tok:computer OR hyp:tok:image) OR hyp:tok:wrestlers) OR hyp:tok:science) OR hyp:tok:produce),(((hyp:tok:clock OR hyp:tok:curly) OR hyp:tok:!) AND pre:tok:and),(((NOT oth:overlap:overlap50) AND hyp:tok:sitting) AND (NOT pre:tok:in)),((pre:tok:and AND pre:tok:gym) OR hyp:tok:cool)
243,(hyp:tok:tall AND pre:tok:two),((((hyp:tok:bicycle OR pre:tok:below) OR pre:tok:shadow) OR hyp:tok:waist) AND (NOT pre:tok:water)),(hyp:tok:uses AND pre:tok:on),(hyp:tok:sad OR hyp:tok:steps)
244,(NOT pre:tok:running),((NOT oth:overlap:overlap50) AND (hyp:tok:at OR hyp:tok:in)),((((hyp:tok:formal OR pre:tok:act) OR hyp:tok:surf) AND hyp:tok:are) AND (NOT oth:overlap:overlap25)),(hyp:tok:asleep OR hyp:tok:sleeping)
245,(((((NOT pre:tok:on) AND hyp:tok:ground) OR hyp:tok:hydrant) OR pre:tok:weather) AND (NOT pre:tok:while)),(((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:swimming)) OR hyp:tok:past),(hyp:tok:his OR hyp:tok:their),(((((NOT pre:tok:on) AND hyp:tok:sleeping) AND (NOT pre:tok:to)) AND (NOT pre:tok:with)) AND (NOT pre:tok:white))
246,(((NOT oth:overlap:overlap25) AND hyp:tok:sidewalk) OR hyp:tok:within),(hyp:tok:trick AND pre:tok:blue),(((((NOT oth:overlap:overlap25) AND pre:tok:at) OR hyp:tok:alone) OR pre:tok:hair) OR hyp:tok:drinking),(((((NOT pre:tok:woman) AND hyp:tok:eating) OR pre:tok:roller) AND (NOT oth:overlap:overlap50)) OR hyp:tok:cafeteria)
247,((NOT pre:tok:men) AND oth:overlap:overlap75),(hyp:tok:diving OR pre:tok:between),(((NOT pre:tok:men) AND (hyp:tok:humans AND pre:tok:in)) OR pre:tok:turns),(hyp:tok:beach AND pre:tok:sound)
248,((hyp:tok:indoors OR hyp:tok:machine) OR pre:tok:bearded),((((NOT pre:tok:in) AND hyp:tok:blouse) OR hyp:tok:closed) AND (NOT hyp:tok:is)),(((hyp:tok:human AND pre:tok:'s) OR pre:tok:turns) AND hyp:tok:human),(((NOT hyp:tok:to) AND oth:overlap:overlap75) OR hyp:tok:near)
249,((((hyp:tok:house OR pre:tok:leaping) OR pre:tok:leaf) OR hyp:tok:parked) OR hyp:tok:half),(hyp:tok:wearing OR pre:tok:makeup),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:her) OR hyp:tok:after),((NOT pre:tok:red) AND hyp:tok:red)
250,((hyp:tok:n't OR hyp:tok:nobody) OR pre:tok:use),(hyp:tok:people OR oth:overlap:overlap50),(NOT pre:tok:playing),((((NOT pre:tok:in) AND (hyp:tok:lane OR hyp:tok:nine)) OR hyp:tok:waterfall) AND (NOT hyp:tok:is))
251,((hyp:tok:finished OR pre:tok:enter) OR hyp:tok:bridal),(hyp:tok:eating OR hyp:tok:office),((((hyp:tok:women AND pre:tok:man) OR hyp:tok:international) OR hyp:tok:obstacle) OR hyp:tok:!),(hyp:tok:roller AND pre:tok:man)
252,((((hyp:tok:holding OR hyp:tok:wearing) OR pre:tok:skateboard) OR pre:tok:skateboarding) AND (NOT pre:tok:while)),((hyp:tok:lunch OR hyp:tok:outer) OR hyp:tok:desk),(((hyp:tok:there OR oth:overlap:overlap50) OR hyp:tok:outside) OR hyp:tok:outdoors),(((hyp:tok:hillside OR hyp:tok:walkway) OR hyp:tok:acoustic) OR hyp:tok:balding)
253,(((hyp:tok:edge OR hyp:tok:tattoo) AND pre:tok:in) OR hyp:tok:surf),((hyp:tok:costume OR pre:tok:upwards) OR hyp:tok:sticks),((hyp:tok:outside OR hyp:tok:to) OR hyp:tok:outdoors),(hyp:tok:dogs AND pre:tok:quickly)
254,((((hyp:tok:on AND pre:tok:multiple) OR hyp:tok:boards) OR pre:tok:heading) AND (NOT oth:overlap:overlap50)),((((hyp:tok:relax OR hyp:tok:uniformed) OR hyp:tok:year) OR hyp:tok:ring) AND (NOT hyp:tok:are)),(((hyp:tok:alone OR hyp:tok:empty) OR hyp:tok:sofa) AND (NOT pre:tok:with)),((((NOT pre:tok:and) AND (hyp:tok:in AND hyp:tok:swim)) AND (NOT hyp:tok:is)) AND (NOT pre:tok:people))
255,(((hyp:tok:people AND hyp:tok:snow) AND pre:tok:snow) AND hyp:tok:in),(hyp:tok:clock OR hyp:tok:curly),(((hyp:tok:clean OR hyp:tok:uniformed) OR hyp:tok:hoops) AND pre:tok:in),(((((NOT pre:tok:in) AND hyp:tok:alone) OR hyp:tok:racetrack) AND (NOT pre:tok:is)) AND (NOT hyp:tok:on))
256,(((hyp:tok:mirror OR hyp:tok:sandwiches) OR hyp:tok:sound) AND (NOT pre:tok:in)),(hyp:tok:blonde AND pre:tok:brown),(hyp:tok:half OR pre:tok:rooftop),(((NOT oth:overlap:overlap50) AND hyp:tok:inside) AND (NOT hyp:tok:people))
257,((((hyp:tok:empty OR hyp:tok:swimming) AND pre:tok:is) OR pre:tok:giant) OR pre:tok:mirror),(((NOT pre:tok:dog) AND hyp:tok:dog) AND pre:tok:man),(((hyp:tok:bottles OR pre:tok:heading) OR hyp:tok:groom) OR pre:tok:partially),(NOT pre:tok:red)
258,(((((NOT pre:tok:man) AND hyp:tok:wearing) AND hyp:tok:is) OR pre:tok:pet) OR hyp:tok:sleep),(((NOT pre:tok:to) AND (hyp:tok:standing AND pre:tok:sitting)) AND (NOT pre:tok:person)),(hyp:tok:picnic AND pre:tok:white),((hyp:tok:near OR oth:overlap:overlap75) OR hyp:tok:past)
259,((hyp:tok:is OR pre:tok:girl) OR hyp:tok:for),(((((NOT oth:overlap:overlap75) AND hyp:tok:swimming) AND (NOT hyp:tok:pool)) AND (NOT pre:tok:wearing)) AND (NOT pre:tok:with)),(hyp:tok:home AND pre:tok:laundromat),(hyp:tok:in AND hyp:tok:swim)
260,(((hyp:tok:swimming OR hyp:tok:waiting) OR hyp:tok:dinner) OR pre:tok:masks),((((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:swimming)) OR hyp:tok:past) OR hyp:tok:tag),(((NOT oth:overlap:overlap25) AND (hyp:tok:name OR pre:tok:tunnel)) OR hyp:tok:soup),((((NOT pre:tok:water) AND (hyp:tok:swimming OR hyp:tok:without)) OR pre:tok:word) AND (NOT hyp:tok:woman))
261,((((NOT pre:tok:on) AND hyp:tok:swimming) AND oth:overlap:overlap25) AND hyp:tok:in),((NOT hyp:tok:wearing) AND (hyp:tok:to OR oth:overlap:overlap25)),((((hyp:tok:denim OR hyp:tok:hug) AND pre:tok:woman) OR hyp:tok:pipes) AND (NOT hyp:tok:are)),((((pre:tok:barn OR pre:tok:ocean) OR hyp:tok:bathtub) AND pre:tok:in) OR hyp:tok:swimsuit)
262,((NOT pre:tok:with) AND (hyp:tok:outdoors OR hyp:tok:outside)),(hyp:tok:instructor AND pre:tok:people),((((NOT oth:overlap:overlap25) AND hyp:tok:in) OR hyp:tok:sleeping) OR hyp:tok:eating),(NOT pre:tok:park)
263,(((hyp:tok:friends OR hyp:tok:shopping) OR hyp:tok:sister) OR hyp:tok:trip),((((hyp:tok:alone OR hyp:tok:swimming) OR hyp:tok:eating) AND (NOT oth:overlap:overlap50)) OR hyp:tok:empty),((((NOT hyp:tok:in) AND hyp:tok:sleeping) AND (NOT pre:tok:woman)) AND (NOT pre:tok:his)),((((hyp:tok:visiting OR pre:tok:urban) AND pre:tok:older) OR pre:tok:moon) OR pre:tok:shark)
264,((hyp:tok:outdoors OR hyp:tok:there) OR hyp:tok:something),(((hyp:tok:costumed OR hyp:tok:dish) OR pre:tok:television) OR pre:tok:barn),((((hyp:tok:brushes OR hyp:tok:rollerblading) OR hyp:tok:you) OR hyp:tok:roller) AND (NOT oth:overlap:overlap25)),((((NOT oth:overlap:overlap50) AND (hyp:tok:are OR hyp:tok:is)) AND (NOT hyp:tok:outside)) AND (NOT hyp:tok:for))
265,(((hyp:tok:outside AND pre:tok:golfer) OR pre:tok:turns) AND (NOT hyp:tok:is)),(hyp:tok:in OR hyp:tok:sitting),(((hyp:tok:pool AND oth:overlap:overlap50) AND hyp:tok:in) OR hyp:tok:roller),((((hyp:tok:outside OR oth:overlap:overlap50) OR pre:tok:football) OR hyp:tok:some) AND (NOT pre:tok:child))
266,(hyp:tok:are AND hyp:tok:golden),(hyp:tok:park OR hyp:tok:swimming),((((hyp:tok:at OR hyp:tok:playing) OR pre:tok:camera) AND (NOT oth:overlap:overlap75)) OR hyp:tok:building),(hyp:tok:at AND pre:tok:tables)
267,((hyp:tok:finishing OR hyp:tok:shoveling) OR pre:tok:easter),((((NOT pre:tok:woman) AND hyp:tok:woman) AND oth:overlap:overlap25) AND (NOT hyp:tok:in)),(((hyp:tok:swimming OR hyp:tok:woods) OR hyp:tok:runs) AND (NOT pre:tok:in)),(hyp:tok:cat AND pre:tok:dog)
268,(((hyp:tok:down OR pre:tok:stage) OR hyp:tok:pool) OR hyp:tok:bench),(hyp:tok:down AND hyp:tok:sitting),((((hyp:tok:chases OR pre:tok:decorative) OR pre:tok:warehouse) OR hyp:tok:chinese) OR hyp:tok:sunlight),((((hyp:tok:near OR oth:overlap:overlap75) OR hyp:tok:past) OR hyp:tok:smiling) OR hyp:tok:each)
269,((hyp:tok:whose OR pre:tok:pumpkin) OR hyp:tok:above),(hyp:tok:park OR hyp:tok:runs),((hyp:tok:outside OR oth:overlap:overlap75) OR hyp:tok:there),((((hyp:tok:driving OR hyp:tok:sleeping) OR hyp:tok:moon) OR hyp:tok:nobody) AND (NOT pre:tok:while))
270,(hyp:tok:tired AND pre:tok:white),(hyp:tok:field AND pre:tok:woman),((hyp:tok:buddhist OR pre:tok:yarn) OR hyp:tok:stay),(NOT pre:tok:people)
271,((hyp:tok:moon OR hyp:tok:outdoors) OR pre:tok:night),((((hyp:tok:bar OR hyp:tok:volleyball) AND oth:overlap:overlap50) OR pre:tok:tea) OR pre:tok:kite),((hyp:tok:lane OR hyp:tok:milk) AND hyp:tok:are),(((NOT pre:tok:on) AND hyp:tok:sleeping) AND (NOT pre:tok:to))
272,((hyp:tok:walking AND oth:overlap:overlap75) OR hyp:tok:look),((((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:tv) OR hyp:tok:indoors) OR hyp:tok:asleep),((hyp:tok:mountain OR pre:tok:hiding) OR pre:tok:husky),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:'s) OR hyp:tok:after) OR hyp:tok:their)
273,((oth:overlap:overlap50 OR pre:tok:play) OR hyp:tok:person),(hyp:tok:and AND pre:tok:hairnet),(hyp:tok:buddhist OR pre:tok:yarn),((hyp:tok:blue AND pre:tok:coat) OR hyp:tok:bandanna)
274,(hyp:tok:people AND hyp:tok:snow),((hyp:tok:glass AND pre:tok:blond) OR pre:tok:enthusiasts),(((hyp:tok:buddhist OR hyp:tok:elder) OR hyp:tok:name) OR hyp:tok:tube),((NOT hyp:tok:people) AND hyp:tok:inside)
275,((NOT pre:tok:in) AND hyp:tok:bass),(((NOT oth:overlap:overlap25) AND (hyp:tok:low OR pre:tok:form)) OR hyp:tok:brushes),(((hyp:tok:nobody OR hyp:tok:not) OR hyp:tok:no) AND (NOT pre:tok:with)),((((hyp:tok:booth OR pre:tok:skiing) AND pre:tok:white) OR hyp:tok:japanese) AND pre:tok:man)
276,(hyp:tok:lunch OR hyp:tok:sits),((NOT hyp:tok:in) AND (hyp:tok:people OR oth:overlap:overlap50)),((hyp:tok:brown OR hyp:tok:sad) AND oth:overlap:overlap75),(NOT pre:tok:child)
277,((hyp:tok:computer OR hyp:tok:image) OR hyp:tok:wrestlers),(((NOT pre:tok:shirt) AND (hyp:tok:blue OR hyp:tok:brown)) OR pre:tok:spray),(((NOT pre:tok:young) AND hyp:tok:young) OR hyp:tok:yellow),((NOT pre:tok:water) AND (hyp:tok:swimming OR hyp:tok:without))
278,(hyp:tok:in AND hyp:tok:swimming),(hyp:tok:singing AND pre:tok:supermarket),((NOT hyp:tok:for) AND oth:overlap:overlap50),(hyp:tok:there OR oth:overlap:overlap75)
279,((((hyp:tok:asleep OR hyp:tok:nobody) OR hyp:tok:naked) OR hyp:tok:sleeps) OR hyp:tok:nothing),((((hyp:tok:nobody OR hyp:tok:swimming) OR hyp:tok:asleep) OR hyp:tok:cat) OR hyp:tok:naked),(hyp:tok:playing AND pre:tok:listens),(hyp:tok:for OR hyp:tok:to)
280,(hyp:tok:sandals OR pre:tok:apartment),(((hyp:tok:party OR hyp:tok:professional) AND pre:tok:on) OR hyp:tok:opponent),((((hyp:tok:are OR oth:overlap:overlap25) OR hyp:tok:person) OR pre:tok:holding) AND (NOT hyp:tok:sleeping)),((hyp:tok:chainsaw OR hyp:tok:mask) OR hyp:tok:addressing)
281,((((hyp:tok:female OR hyp:tok:video) AND pre:tok:in) OR hyp:tok:ft) OR pre:tok:chat),((((pre:tok:black AND pre:tok:open) OR pre:tok:shadow) OR hyp:tok:handing) AND pre:tok:and),(hyp:tok:sleeping AND pre:tok:on),(((hyp:tok:couple AND pre:tok:countryside) OR pre:tok:meet) AND (NOT hyp:tok:is))
282,((((hyp:tok:swimming OR hyp:tok:tv) OR hyp:tok:blanket) AND (NOT oth:overlap:overlap50)) OR hyp:tok:magazine),((((pre:tok:boy AND pre:tok:skateboard) OR hyp:tok:wheeler) AND (NOT oth:overlap:overlap50)) OR hyp:tok:apron),(((hyp:tok:at AND hyp:tok:home) OR hyp:tok:bed) OR hyp:tok:dishes),(((NOT oth:overlap:overlap25) AND (pre:tok:dark OR pre:tok:green)) OR pre:tok:sandals)
283,((hyp:tok:swimming AND pre:tok:orange) OR hyp:tok:empty),((hyp:tok:running OR pre:tok:sitting) OR pre:tok:pool),(hyp:tok:outside OR oth:overlap:overlap75),((hyp:tok:free OR hyp:tok:moon) OR hyp:tok:bath)
284,(hyp:tok:swimming OR hyp:tok:waiting),(((hyp:tok:activity AND pre:tok:with) OR pre:tok:ballet) AND pre:tok:and),((((hyp:tok:dancing OR hyp:tok:playing) OR pre:tok:against) AND (NOT oth:overlap:overlap75)) OR hyp:tok:through),(((((NOT pre:tok:in) AND hyp:tok:fighting) AND hyp:tok:are) AND (NOT oth:overlap:overlap50)) AND (NOT pre:tok:one))
285,(((NOT pre:tok:running) AND (hyp:tok:chess OR hyp:tok:running)) OR hyp:tok:new),((hyp:tok:gear OR pre:tok:poster) OR hyp:tok:shoveling),((((hyp:tok:no OR hyp:tok:swimming) OR hyp:tok:cats) OR hyp:tok:nap) OR hyp:tok:nobody),(((NOT pre:tok:in) AND hyp:tok:fighting) AND hyp:tok:are)
286,((((hyp:tok:home OR pre:tok:performs) OR hyp:tok:pizza) OR hyp:tok:naked) OR hyp:tok:bed),(((hyp:tok:shop AND oth:overlap:overlap50) OR pre:tok:nutcracker) AND (NOT pre:tok:dressed)),(((hyp:tok:stroll OR hyp:tok:tan) AND hyp:tok:in) AND (NOT pre:tok:at)),(((hyp:tok:women AND pre:tok:men) AND pre:tok:two) OR hyp:tok:ladies)
287,(pre:tok:skateboarder OR pre:tok:snowman),(((NOT pre:tok:while) AND (hyp:tok:green OR hyp:tok:wearing)) AND (NOT hyp:tok:and)),(hyp:tok:eating OR pre:tok:older),((((NOT oth:overlap:overlap25) AND (hyp:tok:wearing OR pre:tok:his)) OR hyp:tok:inside) OR hyp:tok:indoors)
288,((((NOT pre:tok:people) AND hyp:tok:nobody) AND (NOT pre:tok:front)) AND (NOT pre:tok:is)),((((oth:overlap:overlap25 OR pre:tok:in) OR pre:tok:and) AND (NOT hyp:tok:sitting)) AND (NOT hyp:tok:sleeping)),((((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:sit) OR hyp:tok:coffee) OR pre:tok:numbered),(NOT hyp:tok:child)
289,((((NOT oth:overlap:overlap50) AND hyp:tok:outdoors) AND (NOT pre:tok:man)) AND (NOT hyp:tok:there)),((hyp:tok:dinner AND pre:tok:at) AND pre:tok:and),(pre:tok:groom OR pre:tok:surf),(hyp:tok:outside OR hyp:tok:people)
290,((hyp:tok:lunch OR hyp:tok:sits) OR hyp:tok:chair),(((NOT pre:tok:man) AND (hyp:tok:down AND hyp:tok:sitting)) AND (NOT pre:tok:with)),(hyp:tok:brothers AND pre:tok:trampoline),(hyp:tok:hot AND pre:tok:his)
291,(((pre:tok:design OR pre:tok:placing) OR pre:tok:folding) OR pre:tok:telling),((((NOT pre:tok:shirt) AND (hyp:tok:blue OR hyp:tok:brown)) OR pre:tok:spray) AND (NOT pre:tok:black)),((((NOT pre:tok:in) AND (hyp:tok:standing AND pre:tok:sitting)) AND (NOT pre:tok:her)) AND hyp:tok:is),((hyp:tok:asleep OR hyp:tok:sleeping) OR hyp:tok:nap)
292,(hyp:tok:preparing AND pre:tok:from),((hyp:tok:is OR pre:tok:in) OR pre:tok:on),(((hyp:tok:home AND hyp:tok:sitting) OR hyp:tok:couch) OR hyp:tok:suspended),((NOT pre:tok:woman) AND hyp:tok:woman)
293,((((hyp:tok:among OR pre:tok:puts) AND pre:tok:at) OR pre:tok:television) OR hyp:tok:skate),(((hyp:tok:is AND pre:tok:running) OR pre:tok:wheeler) OR pre:tok:hits),(hyp:tok:sitting AND pre:tok:knife),((((pre:tok:and AND pre:tok:gym) OR hyp:tok:cool) AND pre:tok:and) AND (NOT hyp:tok:crowded))
294,((hyp:tok:at AND hyp:tok:coffee) AND hyp:tok:drinking),(hyp:tok:park AND hyp:tok:water),(((hyp:tok:chatting OR pre:tok:kite) AND hyp:tok:standing) OR hyp:tok:wading),((NOT oth:overlap:overlap75) AND (hyp:tok:jumping OR hyp:tok:running))
295,((hyp:tok:barely OR hyp:tok:sweater) OR hyp:tok:tie),((((hyp:tok:human OR pre:tok:daughters) OR pre:tok:steering) OR pre:tok:mural) OR hyp:tok:artwork),(((hyp:tok:at AND hyp:tok:home) OR hyp:tok:couch) OR hyp:tok:sofa),(NOT pre:tok:dog)
296,(hyp:tok:soldier AND pre:tok:are),((pre:tok:lost OR pre:tok:moon) OR hyp:tok:strike),(((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:are)) OR hyp:tok:for),(NOT pre:tok:wearing)
297,(hyp:tok:swimming OR pre:tok:swimming),((((NOT pre:tok:is) AND (pre:tok:city OR pre:tok:sitting)) OR pre:tok:clothes) AND (NOT oth:overlap:overlap50)),((NOT pre:tok:car) AND (hyp:tok:car OR hyp:tok:sleeping)),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:her)
298,(((oth:overlap:overlap50 OR pre:tok:white) OR pre:tok:girl) AND (NOT pre:tok:at)),(hyp:tok:bar AND hyp:tok:woman),(((NOT hyp:tok:walking) AND (hyp:tok:sitting OR pre:tok:walking)) OR hyp:tok:eating),(hyp:tok:blue AND pre:tok:coat)
299,((((hyp:tok:inside OR hyp:tok:kitchen) OR hyp:tok:bar) AND (NOT oth:overlap:overlap50)) OR pre:tok:cafe),(((NOT pre:tok:is) AND (hyp:tok:bar AND hyp:tok:woman)) OR pre:tok:artwork),(((NOT pre:tok:woman) AND (hyp:tok:jogging OR hyp:tok:swimming)) AND (NOT oth:overlap:overlap75)),(hyp:tok:diving AND pre:tok:young)
300,(((((NOT hyp:tok:are) AND hyp:tok:swimming) AND (NOT oth:overlap:overlap75)) OR hyp:tok:draped) AND (NOT pre:tok:his)),((pre:tok:cherry OR pre:tok:fence) OR pre:tok:ft),(((NOT hyp:tok:his) AND (oth:overlap:overlap75 OR pre:tok:making)) OR pre:tok:like),((hyp:tok:bamboo OR pre:tok:shelter) AND hyp:tok:outside)
301,(((NOT hyp:tok:are) AND hyp:tok:swimming) AND (NOT oth:overlap:overlap75)),(((NOT pre:tok:and) AND (hyp:tok:home AND pre:tok:beach)) AND hyp:tok:is),(hyp:tok:at AND pre:tok:ride),(((hyp:tok:bottles OR pre:tok:poker) AND hyp:tok:is) AND (NOT oth:overlap:overlap50))
302,((((hyp:tok:swimming AND pre:tok:orange) OR hyp:tok:empty) AND (NOT pre:tok:on)) OR hyp:tok:sandwiches),(((hyp:tok:is OR pre:tok:in) OR pre:tok:on) AND (NOT oth:overlap:overlap75)),(((hyp:tok:sofa AND pre:tok:his) OR pre:tok:naked) AND (NOT oth:overlap:overlap50)),(hyp:tok:people AND pre:tok:live)
303,(((hyp:tok:running AND pre:tok:woman) OR pre:tok:flowered) OR hyp:tok:i),(pre:tok:creating OR pre:tok:moon),((((hyp:tok:swimming OR hyp:tok:woods) OR hyp:tok:runs) AND (NOT pre:tok:in)) OR pre:tok:relax),(((hyp:tok:for OR hyp:tok:to) OR pre:tok:playing) AND (NOT oth:overlap:overlap50))
304,(hyp:tok:man AND hyp:tok:snowboarder),((hyp:tok:compete OR hyp:tok:microscope) OR hyp:tok:camouflage),(hyp:tok:bamboo OR hyp:tok:rowing),(hyp:tok:not AND pre:tok:two)
305,(hyp:tok:at OR hyp:tok:in),((((hyp:tok:brushes OR hyp:tok:swims) OR hyp:tok:bottles) OR hyp:tok:tutu) OR hyp:tok:diver),(((NOT pre:tok:in) AND (hyp:tok:falls OR hyp:tok:ladies)) OR hyp:tok:acoustic),(((NOT pre:tok:to) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:after)
306,(pre:tok:living OR pre:tok:shaving),((hyp:tok:device OR hyp:tok:lamp) AND hyp:tok:holding),((hyp:tok:men AND pre:tok:sandals) OR hyp:tok:jean),((((hyp:tok:mural AND pre:tok:with) OR hyp:tok:butterfly) AND (NOT hyp:tok:on)) AND (NOT pre:tok:glasses))
307,(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:next)) OR hyp:tok:eating),((hyp:tok:blonde AND pre:tok:brown) OR hyp:tok:sleeved),((NOT oth:overlap:overlap25) AND hyp:tok:is),(((hyp:tok:marathon AND pre:tok:as) OR pre:tok:;) AND (NOT hyp:tok:on))
308,((((NOT pre:tok:while) AND hyp:tok:is) OR pre:tok:by) AND (NOT hyp:tok:his)),((((hyp:tok:blonde AND pre:tok:brown) OR hyp:tok:sleeved) AND (NOT pre:tok:are)) OR pre:tok:auditorium),((((NOT pre:tok:in) AND (hyp:tok:falls OR hyp:tok:ladies)) OR hyp:tok:acoustic) OR pre:tok:injured),(((NOT pre:tok:woman) AND oth:overlap:overlap25) OR hyp:tok:outside)
309,((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:blue)),((hyp:tok:heading OR hyp:tok:way) AND hyp:tok:are),(((hyp:tok:bus OR hyp:tok:phone) OR hyp:tok:orchestra) OR pre:tok:!),(hyp:tok:boy AND pre:tok:dress)
310,((hyp:tok:cows AND pre:tok:people) OR pre:tok:numbers),(((hyp:tok:rink AND pre:tok:to) OR hyp:tok:instructor) AND pre:tok:large),(((hyp:tok:staircase AND pre:tok:is) OR hyp:tok:lighting) AND pre:tok:shirt),(hyp:tok:other AND pre:tok:benches)
311,((((hyp:tok:lap OR hyp:tok:television) OR hyp:tok:pig) OR hyp:tok:bedroom) OR hyp:tok:clean),((NOT pre:tok:two) AND (hyp:tok:diving OR pre:tok:between)),((((hyp:tok:outdoors OR hyp:tok:vehicle) OR hyp:tok:moving) OR hyp:tok:feet) OR hyp:tok:been),(hyp:tok:acoustic OR hyp:tok:shoveling)
