,lost_concepts
330,(((hyp:tok:group AND pre:tok:motorcyclists) OR hyp:tok:sofa) AND pre:tok:background)
331,(pre:tok:hikers OR pre:tok:lane)
332,(((NOT oth:overlap:overlap25) AND hyp:tok:is) OR hyp:tok:home)
333,((((hyp:tok:dinner AND pre:tok:food) OR hyp:tok:airplane) AND (NOT hyp:tok:is)) OR hyp:tok:rocky)
334,((NOT pre:tok:in) AND (hyp:tok:inside AND pre:tok:man))
335,((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:wearing)) OR hyp:tok:eating) AND (NOT hyp:tok:people))
336,(NOT hyp:tok:person)
337,((hyp:tok:hoops OR hyp:tok:rollerblading) OR hyp:tok:outer)
338,(((pre:tok:doctors OR pre:tok:numbered) OR pre:tok:prepare) OR hyp:tok:maroon)
339,(hyp:tok:groceries AND pre:tok:people)
340,((((NOT oth:overlap:overlap50) AND (hyp:tok:cat OR hyp:tok:eating)) OR hyp:tok:driving) AND (NOT pre:tok:and))
341,(((hyp:tok:human OR hyp:tok:humans) OR pre:tok:farmer) OR pre:tok:crafts)
342,(((oth:overlap:overlap50 OR pre:tok:play) OR hyp:tok:person) OR pre:tok:stand)
343,(hyp:tok:empty OR hyp:tok:ocean)
344,(pre:tok:movie OR pre:tok:produce)
345,(hyp:tok:dog OR hyp:tok:in)
346,(hyp:tok:human OR hyp:tok:wearing)
347,((pre:tok:movie OR pre:tok:produce) AND hyp:tok:is)
348,((((hyp:tok:lighting OR hyp:tok:theater) AND pre:tok:in) OR hyp:tok:cafeteria) AND (NOT pre:tok:with))
349,((hyp:tok:bedroom OR hyp:tok:stuck) OR hyp:tok:clock)
350,(((NOT pre:tok:two) AND hyp:tok:outside) OR hyp:tok:outdoors)
351,((pre:tok:skateboarder OR pre:tok:snowman) OR hyp:tok:face)
352,((hyp:tok:bench AND pre:tok:is) OR pre:tok:terrain)
353,((((hyp:tok:beer AND pre:tok:man) OR hyp:tok:balance) AND pre:tok:in) AND (NOT hyp:tok:at))
354,((hyp:tok:saw OR pre:tok:swimsuit) OR pre:tok:army)
355,(((hyp:tok:water AND pre:tok:swimming) OR hyp:tok:happening) OR hyp:tok:furniture)
356,((hyp:tok:at OR hyp:tok:in) OR hyp:tok:running)
357,((((oth:overlap:overlap50 OR pre:tok:race) OR pre:tok:game) AND (NOT pre:tok:standing)) OR hyp:tok:nobody)
358,((((hyp:tok:indoors OR hyp:tok:inside) OR hyp:tok:present) OR hyp:tok:outfits) OR hyp:tok:gathered)
359,(hyp:tok:in OR pre:tok:while)
360,(hyp:tok:ramp OR hyp:tok:snowball)
361,(((NOT pre:tok:and) AND (hyp:tok:at OR pre:tok:bike)) OR hyp:tok:green)
362,((((hyp:tok:women AND pre:tok:mcdonald) OR pre:tok:rainy) AND (NOT pre:tok:some)) AND (NOT oth:overlap:overlap50))
363,((NOT pre:tok:on) AND hyp:tok:swimming)
364,((((hyp:tok:naked AND pre:tok:people) OR hyp:tok:hooded) OR hyp:tok:rowboat) OR hyp:tok:roller)
365,(hyp:tok:step OR pre:tok:checkered)
366,((((hyp:tok:jumping OR pre:tok:pet) AND hyp:tok:dog) OR hyp:tok:talks) OR hyp:tok:greyhound)
367,(hyp:tok:in AND hyp:tok:riding)
368,((((hyp:tok:for AND hyp:tok:jump) OR hyp:tok:referee) OR pre:tok:unicycle) OR hyp:tok:shoe)
369,(((hyp:tok:sitting OR hyp:tok:sleeping) OR hyp:tok:alone) AND (NOT pre:tok:sitting))
370,(pre:tok:cherry OR pre:tok:picking)
371,(((hyp:tok:friends AND hyp:tok:group) OR hyp:tok:sad) AND (NOT pre:tok:in))
372,(((hyp:tok:cross OR hyp:tok:dinner) OR pre:tok:tattoos) OR pre:tok:climbs)
373,(((hyp:tok:eating OR hyp:tok:swimming) OR hyp:tok:space) OR hyp:tok:coffee)
374,(hyp:tok:inside OR hyp:tok:kitchen)
375,(((NOT pre:tok:and) AND (pre:tok:with OR pre:tok:working)) OR hyp:tok:no)
376,(((hyp:tok:men AND pre:tok:smile) OR hyp:tok:steering) OR hyp:tok:onlookers)
377,(((((NOT pre:tok:on) AND hyp:tok:on) OR hyp:tok:eating) OR hyp:tok:bus) OR pre:tok:all)
378,(((hyp:tok:herself AND pre:tok:woman) OR hyp:tok:cameras) AND (NOT pre:tok:with))
379,(((hyp:tok:- AND pre:tok:while) OR hyp:tok:!) OR pre:tok:fast)
380,((((NOT oth:overlap:overlap50) AND (pre:tok:blue OR pre:tok:in)) AND (NOT pre:tok:men)) AND (NOT pre:tok:suit))
381,(pre:tok:blue OR pre:tok:in)
382,((((NOT oth:overlap:overlap25) AND pre:tok:on) OR hyp:tok:for) OR pre:tok:sitting)
383,((NOT pre:tok:on) AND hyp:tok:amusement)
384,(hyp:tok:tired OR hyp:tok:yellow)
385,(((hyp:tok:tired OR hyp:tok:yellow) AND hyp:tok:man) OR pre:tok:chat)
386,(hyp:tok:edge OR hyp:tok:tattoo)
387,((hyp:tok:jet OR pre:tok:laughing) OR hyp:tok:wood)
388,(((NOT pre:tok:with) AND (hyp:tok:displaying OR pre:tok:army)) AND (NOT pre:tok:one))
389,(pre:tok:body AND pre:tok:brown)
390,(hyp:tok:are AND pre:tok:fight)
391,(hyp:tok:water AND pre:tok:swimming)
392,(((NOT pre:tok:on) AND hyp:tok:swimming) AND oth:overlap:overlap25)
393,((hyp:tok:human OR pre:tok:surfing) OR pre:tok:chopping)
394,((hyp:tok:motor OR pre:tok:motor) AND hyp:tok:women)
395,(((hyp:tok:swimming OR hyp:tok:tv) OR hyp:tok:blanket) AND (NOT oth:overlap:overlap50))
396,((hyp:tok:countryside OR hyp:tok:newspapers) AND pre:tok:on)
397,((((hyp:tok:writing OR pre:tok:lunch) OR pre:tok:nap) OR pre:tok:surfing) OR pre:tok:low)
398,((((NOT hyp:tok:her) AND (hyp:tok:smiling AND hyp:tok:woman)) AND pre:tok:woman) AND (NOT pre:tok:old))
399,((hyp:tok:lighting OR hyp:tok:theater) AND pre:tok:in)
400,(((NOT pre:tok:men) AND oth:overlap:overlap75) OR hyp:tok:nobody)
401,(((hyp:tok:walking AND oth:overlap:overlap75) OR hyp:tok:look) OR hyp:tok:pick)
402,((hyp:tok:writing OR pre:tok:lunch) OR pre:tok:nap)
403,((hyp:tok:tall AND pre:tok:two) OR pre:tok:i)
404,(hyp:tok:bedroom OR hyp:tok:stuck)
405,(((NOT pre:tok:are) AND (oth:overlap:overlap75 OR pre:tok:items)) AND (NOT hyp:tok:in))
406,(((hyp:tok:sad OR pre:tok:snow) OR hyp:tok:gesturing) OR pre:tok:easter)
407,(hyp:tok:laying OR hyp:tok:seated)
408,(((hyp:tok:boys AND pre:tok:girls) OR pre:tok:learning) OR hyp:tok:seven)
409,((((pre:tok:skateboarder OR pre:tok:snowman) OR hyp:tok:face) OR hyp:tok:slam) OR hyp:tok:roller)
410,((((hyp:tok:jumping AND pre:tok:into) OR hyp:tok:packages) OR pre:tok:pumpkin) OR hyp:tok:tunnel)
411,(((hyp:tok:bed OR hyp:tok:ocean) OR hyp:tok:bedroom) OR hyp:tok:tv)
412,(hyp:tok:control OR hyp:tok:staircase)
413,(hyp:tok:religious AND hyp:tok:to)
414,(((hyp:tok:countryside OR hyp:tok:newspapers) AND pre:tok:on) OR hyp:tok:tables)
415,(((NOT pre:tok:on) AND hyp:tok:on) OR hyp:tok:eating)
416,(((hyp:tok:on AND pre:tok:multiple) OR hyp:tok:boards) OR pre:tok:heading)
417,(((hyp:tok:blanket AND pre:tok:through) OR pre:tok:jumped) AND hyp:tok:on)
418,((((NOT oth:overlap:overlap25) AND (hyp:tok:dry OR pre:tok:least)) OR hyp:tok:brushes) AND (NOT hyp:tok:his))
419,((hyp:tok:bed OR hyp:tok:ocean) OR hyp:tok:bedroom)
420,(((hyp:tok:seated OR pre:tok:railing) AND pre:tok:are) OR hyp:tok:6)
421,(((hyp:tok:female OR hyp:tok:video) AND pre:tok:in) OR hyp:tok:ft)
422,(hyp:tok:man AND pre:tok:china)
423,(hyp:tok:coffee OR hyp:tok:pillow)
424,((NOT hyp:tok:sitting) AND (hyp:tok:down OR pre:tok:sitting))
425,(hyp:tok:dinner AND pre:tok:food)
426,(hyp:tok:well AND pre:tok:shirt)
427,((((NOT pre:tok:with) AND (hyp:tok:displaying OR pre:tok:army)) AND (NOT pre:tok:one)) AND (NOT hyp:tok:is))
428,(hyp:tok:about OR hyp:tok:for)
429,(hyp:tok:church OR pre:tok:us)
430,(pre:tok:pose OR pre:tok:walking)
431,(((pre:tok:hangs OR pre:tok:leans) OR pre:tok:jean) OR hyp:tok:goal)
432,(pre:tok:painted AND pre:tok:to)
433,(NOT hyp:tok:home)
434,(((pre:tok:skateboarder OR pre:tok:snowman) OR hyp:tok:face) OR hyp:tok:slam)
435,((((NOT pre:tok:sitting) AND hyp:tok:sitting) OR pre:tok:studying) AND (NOT pre:tok:to))
436,((((hyp:tok:indoors OR hyp:tok:machine) OR pre:tok:bearded) OR pre:tok:chef) OR pre:tok:hydrant)
437,(hyp:tok:boys AND pre:tok:girls)
438,(((hyp:tok:preparing AND pre:tok:from) OR pre:tok:upset) OR hyp:tok:passed)
439,((((pre:tok:hot AND pre:tok:little) OR hyp:tok:skirts) OR hyp:tok:protection) OR hyp:tok:pocket)
440,(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:walking)) OR hyp:tok:blue)
441,((((hyp:tok:there AND pre:tok:to) OR pre:tok:crane) OR pre:tok:scale) OR pre:tok:apartment)
442,((hyp:tok:softball OR pre:tok:upset) AND hyp:tok:man)
443,((NOT oth:overlap:overlap25) AND (hyp:tok:underneath OR pre:tok:trampoline))
444,((((hyp:tok:water AND pre:tok:swimming) OR hyp:tok:happening) OR hyp:tok:furniture) OR pre:tok:wife)
445,(((hyp:tok:you AND pre:tok:-) OR pre:tok:wares) AND (NOT pre:tok:on))
446,((((hyp:tok:his OR pre:tok:with) OR pre:tok:standing) AND (NOT oth:overlap:overlap50)) AND (NOT pre:tok:his))
447,(hyp:tok:hardware AND pre:tok:on)
448,((hyp:tok:trunks OR pre:tok:bat) AND pre:tok:to)
449,(NOT pre:tok:playing)
450,((((hyp:tok:appears OR hyp:tok:sad) OR hyp:tok:blouse) OR hyp:tok:rowboat) OR hyp:tok:repair)
451,((((hyp:tok:couch OR hyp:tok:home) OR hyp:tok:ocean) OR hyp:tok:had) OR hyp:tok:sandwich)
452,((pre:tok:little OR pre:tok:young) OR hyp:tok:has)
453,(hyp:tok:computer OR hyp:tok:image)
454,((((hyp:tok:driving OR hyp:tok:field) OR pre:tok:kids) OR hyp:tok:chess) OR pre:tok:daughter)
455,((((hyp:tok:home AND pre:tok:seat) OR hyp:tok:waters) OR hyp:tok:cameras) OR hyp:tok:spray)
456,((((hyp:tok:couch OR hyp:tok:swimming) OR pre:tok:cute) OR pre:tok:courtyard) OR hyp:tok:compete)
457,(hyp:tok:running AND pre:tok:woman)
458,((hyp:tok:men AND hyp:tok:team) OR hyp:tok:trumpet)
459,(hyp:tok:on AND pre:tok:multiple)
460,((NOT oth:overlap:overlap25) AND (hyp:tok:dry OR pre:tok:least))
461,((((pre:tok:sitting AND pre:tok:women) OR pre:tok:rowboat) AND (NOT pre:tok:on)) OR hyp:tok:though)
462,(((NOT oth:overlap:overlap50) AND (hyp:tok:dog OR hyp:tok:playing)) OR hyp:tok:running)
463,(hyp:tok:to OR oth:overlap:overlap75)
464,((NOT pre:tok:to) AND (hyp:tok:asleep OR hyp:tok:nobody))
465,((NOT oth:overlap:overlap50) AND (hyp:tok:running OR pre:tok:table))
466,(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:wearing)) OR hyp:tok:eating)
467,((hyp:tok:at OR hyp:tok:sitting) OR hyp:tok:swimming)
468,((((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:blue)) AND (NOT pre:tok:yellow)) AND (NOT pre:tok:his))
469,(((hyp:tok:finishing OR hyp:tok:shoveling) OR pre:tok:easter) OR hyp:tok:rack)
470,(hyp:tok:on AND pre:tok:vacation)
471,(hyp:tok:band AND pre:tok:guitars)
472,((hyp:tok:control OR hyp:tok:staircase) AND pre:tok:colorful)
473,(hyp:tok:beer AND pre:tok:man)
474,((((NOT hyp:tok:man) AND hyp:tok:sleeping) OR hyp:tok:crib) AND (NOT pre:tok:girl))
475,(hyp:tok:couch OR hyp:tok:crying)
476,(hyp:tok:white AND pre:tok:dead)
477,(pre:tok:night AND pre:tok:walking)
478,((((pre:tok:night AND pre:tok:walking) OR hyp:tok:guitars) OR hyp:tok:lamp) OR hyp:tok:plastic)
479,((NOT pre:tok:running) AND hyp:tok:running)
480,(NOT pre:tok:him)
481,(pre:tok:blue OR pre:tok:up)
482,((((hyp:tok:down OR pre:tok:stage) OR hyp:tok:pool) OR hyp:tok:bench) OR hyp:tok:lake)
483,((hyp:tok:among OR pre:tok:puts) AND pre:tok:at)
484,((((hyp:tok:are AND hyp:tok:down) OR hyp:tok:truck) AND (NOT oth:overlap:overlap50)) OR pre:tok:control)
485,((((pre:tok:design OR pre:tok:placing) OR pre:tok:folding) OR pre:tok:telling) AND (NOT hyp:tok:man))
486,((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:dressed)) OR hyp:tok:eating) AND (NOT hyp:tok:there))
487,((hyp:tok:at OR hyp:tok:dance) OR pre:tok:attached)
488,(hyp:tok:sleeping OR hyp:tok:swimming)
489,(((hyp:tok:black AND hyp:tok:wearing) OR pre:tok:backpacks) AND (NOT oth:overlap:overlap75))
490,((((NOT pre:tok:running) AND (hyp:tok:chess OR hyp:tok:running)) OR hyp:tok:new) OR pre:tok:business)
491,(((NOT oth:overlap:overlap50) AND (hyp:tok:cat OR hyp:tok:eating)) OR hyp:tok:driving)
492,(hyp:tok:underneath OR pre:tok:trampoline)
493,((hyp:tok:jumping AND pre:tok:into) OR hyp:tok:packages)
494,(hyp:tok:is OR hyp:tok:people)
495,(hyp:tok:is OR hyp:tok:woman)
496,((NOT pre:tok:while) AND hyp:tok:is)
497,(hyp:tok:holding OR hyp:tok:wearing)
498,((((hyp:tok:pots OR pre:tok:camping) OR pre:tok:meet) OR hyp:tok:hiding) AND (NOT pre:tok:shirt))
499,((hyp:tok:beard OR hyp:tok:robes) OR hyp:tok:bone)
500,(((hyp:tok:concert OR pre:tok:farmer) OR pre:tok:leaf) OR hyp:tok:art)
501,((((NOT pre:tok:on) AND hyp:tok:ground) OR hyp:tok:hydrant) OR pre:tok:weather)
502,(hyp:tok:his AND hyp:tok:steering)
503,((((hyp:tok:trunks OR pre:tok:bat) AND pre:tok:to) OR pre:tok:rowing) AND (NOT hyp:tok:are))
504,(hyp:tok:camouflage OR hyp:tok:sheep)
505,((hyp:tok:swimming OR pre:tok:swimming) OR hyp:tok:coffee)
506,(hyp:tok:outside OR oth:overlap:overlap75)
507,(((hyp:tok:fire AND pre:tok:women) OR hyp:tok:sunlight) OR hyp:tok:gather)
508,(((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:wearing)) OR hyp:tok:for)
509,((((hyp:tok:finished OR pre:tok:enter) OR hyp:tok:bridal) OR hyp:tok:snowshoes) AND (NOT hyp:tok:to))
510,((((hyp:tok:outdoors AND pre:tok:in) OR hyp:tok:screaming) AND oth:overlap:overlap25) AND (NOT pre:tok:man))
511,((hyp:tok:empty OR hyp:tok:swimming) AND pre:tok:is)
512,((((hyp:tok:coffee OR hyp:tok:pillow) OR hyp:tok:elephant) OR hyp:tok:eats) OR hyp:tok:finished)
513,(((NOT pre:tok:in) AND hyp:tok:bass) OR pre:tok:skydiving)
514,(hyp:tok:down OR hyp:tok:eating)
515,((((hyp:tok:bench AND pre:tok:is) OR pre:tok:terrain) AND (NOT pre:tok:with)) OR hyp:tok:carrot)
516,(((hyp:tok:park OR pre:tok:suspenders) AND pre:tok:shirt) OR hyp:tok:garage)
517,((hyp:tok:suburban OR pre:tok:skiing) OR hyp:tok:clouds)
518,((NOT pre:tok:in) AND (hyp:tok:and OR hyp:tok:skateboarder))
519,((NOT oth:overlap:overlap50) AND (hyp:tok:is OR hyp:tok:woman))
520,((hyp:tok:couch OR hyp:tok:swimming) OR pre:tok:cute)
521,((NOT oth:overlap:overlap25) AND hyp:tok:couch)
522,((((hyp:tok:in AND hyp:tok:swimming) OR hyp:tok:enjoy) OR hyp:tok:roller) OR hyp:tok:crime)
523,((hyp:tok:sitting AND pre:tok:pots) OR pre:tok:native)
524,(hyp:tok:swimming OR hyp:tok:tv)
525,(hyp:tok:instruments OR hyp:tok:observe)
526,(hyp:tok:bed OR hyp:tok:police)
527,(hyp:tok:empty OR hyp:tok:swimming)
528,((((NOT oth:overlap:overlap25) AND hyp:tok:couch) AND pre:tok:man) OR hyp:tok:pocket)
529,((((hyp:tok:step OR pre:tok:checkered) OR hyp:tok:bread) OR pre:tok:steel) OR hyp:tok:upright)
530,(((NOT hyp:tok:woman) AND (hyp:tok:is OR pre:tok:are)) AND (NOT pre:tok:his))
531,((hyp:tok:couch OR hyp:tok:home) OR hyp:tok:ocean)
532,((((pre:tok:are AND pre:tok:this) OR pre:tok:chinese) OR hyp:tok:filled) OR pre:tok:jean)
533,((((NOT hyp:tok:woman) AND (hyp:tok:is OR pre:tok:are)) AND (NOT pre:tok:his)) AND (NOT hyp:tok:for))
534,((hyp:tok:wearing AND pre:tok:to) OR pre:tok:church)
535,(((hyp:tok:at OR hyp:tok:in) OR hyp:tok:to) AND (NOT oth:overlap:overlap50))
536,((hyp:tok:scarves OR pre:tok:easter) OR pre:tok:cook)
537,((((hyp:tok:in OR hyp:tok:on) OR hyp:tok:at) OR pre:tok:holding) AND (NOT pre:tok:looking))
538,(((hyp:tok:for OR hyp:tok:their) OR hyp:tok:home) OR hyp:tok:to)
539,((hyp:tok:about OR hyp:tok:for) OR hyp:tok:son)
540,(((pre:tok:movie OR pre:tok:produce) AND hyp:tok:is) OR pre:tok:training)
541,((((hyp:tok:sandals OR pre:tok:apartment) OR pre:tok:pet) OR pre:tok:straight) OR pre:tok:clear)
542,(((((NOT hyp:tok:man) AND hyp:tok:sleeping) OR hyp:tok:crib) AND (NOT pre:tok:girl)) AND (NOT pre:tok:toddler))
543,((NOT oth:overlap:overlap50) AND hyp:tok:outdoors)
544,(hyp:tok:tables AND pre:tok:is)
545,(hyp:tok:at OR hyp:tok:sitting)
546,(hyp:tok:park OR pre:tok:suspenders)
547,((hyp:tok:maintenance OR hyp:tok:tan) OR hyp:tok:boards)
548,(((hyp:tok:is OR pre:tok:girl) OR hyp:tok:for) OR hyp:tok:his)
549,(hyp:tok:boat AND pre:tok:driving)
550,((hyp:tok:group AND pre:tok:motorcyclists) OR hyp:tok:sofa)
551,((((hyp:tok:moon OR hyp:tok:outdoors) OR pre:tok:night) OR pre:tok:chairs) OR pre:tok:tie)
552,(hyp:tok:chewing AND pre:tok:with)
553,(hyp:tok:asleep OR hyp:tok:sitting)
554,(((NOT pre:tok:and) AND (hyp:tok:football AND pre:tok:football)) OR hyp:tok:protection)
555,(hyp:tok:black AND hyp:tok:in)
556,(((pre:tok:curb OR pre:tok:raining) AND hyp:tok:in) OR hyp:tok:hoops)
557,((((NOT oth:overlap:overlap50) AND (hyp:tok:are OR hyp:tok:is)) OR pre:tok:three) AND (NOT hyp:tok:outside))
558,((((hyp:tok:in AND pre:tok:rock) OR hyp:tok:dishes) AND hyp:tok:man) OR hyp:tok:pets)
559,((((hyp:tok:women AND pre:tok:men) OR hyp:tok:buys) AND (NOT pre:tok:to)) OR hyp:tok:low)
560,((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:soccer))
561,((hyp:tok:at OR hyp:tok:her) OR hyp:tok:eating)
562,((((hyp:tok:ladies OR hyp:tok:tv) OR pre:tok:cherry) AND (NOT hyp:tok:on)) OR hyp:tok:sandwiches)
563,((pre:tok:hot AND pre:tok:little) OR hyp:tok:skirts)
564,(((NOT pre:tok:dog) AND hyp:tok:dog) OR pre:tok:compete)
565,((((hyp:tok:n't OR hyp:tok:nobody) OR pre:tok:use) OR pre:tok:rink) OR pre:tok:word)
566,(hyp:tok:house OR pre:tok:leaping)
567,(hyp:tok:last AND pre:tok:two)
568,(((hyp:tok:park AND pre:tok:building) OR hyp:tok:photographing) AND (NOT hyp:tok:is))
569,(((((NOT pre:tok:while) AND hyp:tok:is) OR pre:tok:by) AND (NOT hyp:tok:his)) OR pre:tok:t)
570,((hyp:tok:soccer AND pre:tok:yellow) AND hyp:tok:playing)
571,((hyp:tok:step OR pre:tok:checkered) OR hyp:tok:bread)
572,((hyp:tok:eating OR pre:tok:background) OR hyp:tok:swimming)
573,((((hyp:tok:chasing OR hyp:tok:playing) OR hyp:tok:middle) AND (NOT pre:tok:playing)) OR hyp:tok:dinner)
574,((((hyp:tok:at OR hyp:tok:in) OR hyp:tok:to) AND (NOT oth:overlap:overlap50)) AND (NOT pre:tok:with))
575,((((hyp:tok:hoops OR hyp:tok:rollerblading) OR hyp:tok:outer) OR pre:tok:turns) OR hyp:tok:backpack)
576,((hyp:tok:last AND pre:tok:two) OR hyp:tok:photographs)
577,(((hyp:tok:driving OR hyp:tok:field) OR pre:tok:kids) OR hyp:tok:chess)
578,((hyp:tok:to OR pre:tok:street) OR hyp:tok:old)
579,((hyp:tok:blue OR hyp:tok:eating) OR hyp:tok:green)
580,(hyp:tok:are AND hyp:tok:down)
581,(((pre:tok:blue OR pre:tok:up) OR pre:tok:their) OR hyp:tok:his)
582,(((hyp:tok:asleep OR hyp:tok:customer) OR pre:tok:similar) AND (NOT oth:overlap:overlap25))
583,(hyp:tok:men AND hyp:tok:team)
584,(hyp:tok:dock OR hyp:tok:swimming)
585,((((NOT pre:tok:to) AND (hyp:tok:asleep OR hyp:tok:nobody)) OR pre:tok:gesturing) AND (NOT pre:tok:holding))
586,(hyp:tok:there OR oth:overlap:overlap75)
587,((NOT hyp:tok:to) AND (oth:overlap:overlap50 OR pre:tok:two))
588,((((NOT pre:tok:in) AND (hyp:tok:and OR hyp:tok:skateboarder)) AND (NOT pre:tok:man)) OR hyp:tok:booth)
589,(((hyp:tok:indoors OR hyp:tok:machine) OR pre:tok:bearded) OR pre:tok:chef)
590,((hyp:tok:appears OR hyp:tok:sad) OR hyp:tok:blouse)
591,((hyp:tok:his OR pre:tok:with) OR pre:tok:standing)
592,(hyp:tok:park AND pre:tok:individual)
593,(hyp:tok:protective OR hyp:tok:shoot)
594,((((NOT pre:tok:and) AND (hyp:tok:pets OR hyp:tok:swimming)) AND (NOT oth:overlap:overlap50)) OR pre:tok:got)
595,((hyp:tok:horses AND hyp:tok:riding) AND pre:tok:people)
596,(hyp:tok:soccer AND pre:tok:yellow)
597,(((hyp:tok:human OR pre:tok:surfing) OR pre:tok:chopping) OR hyp:tok:helmet)
598,(((hyp:tok:eating OR pre:tok:microphone) OR hyp:tok:laying) OR pre:tok:bicycles)
599,(((hyp:tok:maintenance OR hyp:tok:tan) OR hyp:tok:boards) OR hyp:tok:lead)
600,((((pre:tok:hangs OR pre:tok:leans) OR pre:tok:jean) OR hyp:tok:goal) AND (NOT oth:overlap:overlap25))
601,((hyp:tok:to OR oth:overlap:overlap50) OR hyp:tok:person)
602,(hyp:tok:running OR pre:tok:table)
603,(((NOT pre:tok:in) AND (hyp:tok:and OR hyp:tok:skateboarder)) AND (NOT pre:tok:man))
604,((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:outdoors)
605,((hyp:tok:down OR hyp:tok:eating) OR hyp:tok:sleeps)
606,((((NOT pre:tok:sitting) AND (hyp:tok:asleep OR hyp:tok:sitting)) OR hyp:tok:sleeps) OR hyp:tok:cat)
607,(((hyp:tok:empty OR hyp:tok:ocean) OR hyp:tok:nothing) OR hyp:tok:naked)
608,(hyp:tok:down OR pre:tok:sitting)
609,(hyp:tok:in OR hyp:tok:wearing)
610,(hyp:tok:human OR hyp:tok:humans)
611,((NOT hyp:tok:to) AND oth:overlap:overlap25)
612,((oth:overlap:overlap75 OR pre:tok:his) OR pre:tok:one)
613,(((pre:tok:hikers OR pre:tok:lane) OR pre:tok:slope) OR pre:tok:activity)
614,(hyp:tok:and OR hyp:tok:is)
615,((NOT pre:tok:are) AND (oth:overlap:overlap75 OR pre:tok:items))
616,(hyp:tok:at OR hyp:tok:dance)
617,(((hyp:tok:jumping AND pre:tok:into) OR hyp:tok:packages) OR pre:tok:pumpkin)
618,((NOT oth:overlap:overlap25) AND hyp:tok:sidewalk)
619,((((hyp:tok:room AND hyp:tok:two) OR hyp:tok:magazine) AND (NOT pre:tok:in)) OR pre:tok:least)
620,(((hyp:tok:couch OR hyp:tok:swimming) OR pre:tok:cute) OR pre:tok:courtyard)
621,((hyp:tok:bed OR hyp:tok:police) OR hyp:tok:laying)
622,(hyp:tok:fire AND pre:tok:women)
623,(NOT pre:tok:suit)
624,((((hyp:tok:asleep OR hyp:tok:for) OR hyp:tok:sad) OR hyp:tok:family) OR hyp:tok:racing)
625,(((hyp:tok:bowls OR hyp:tok:knitting) AND hyp:tok:woman) OR pre:tok:lemons)
626,((((hyp:tok:and OR pre:tok:man) OR hyp:tok:at) OR pre:tok:out) AND (NOT hyp:tok:there))
627,(hyp:tok:dog OR hyp:tok:playing)
628,(((hyp:tok:home AND pre:tok:seat) OR hyp:tok:waters) OR hyp:tok:cameras)
629,((hyp:tok:seated OR pre:tok:railing) AND pre:tok:are)
630,(((NOT oth:overlap:overlap50) AND (pre:tok:blue OR pre:tok:in)) AND (NOT pre:tok:men))
631,((((NOT pre:tok:wearing) AND (hyp:tok:human OR hyp:tok:wearing)) OR pre:tok:swimming) OR hyp:tok:bowling)
632,(((hyp:tok:daughter OR pre:tok:straight) OR hyp:tok:fisherman) OR pre:tok:unicycle)
633,((((hyp:tok:horses AND hyp:tok:riding) OR hyp:tok:magazine) AND (NOT pre:tok:on)) AND (NOT pre:tok:with))
634,(((hyp:tok:helps OR hyp:tok:tunnel) AND pre:tok:is) OR hyp:tok:soap)
635,((((hyp:tok:eating OR pre:tok:microphone) OR hyp:tok:laying) OR pre:tok:bicycles) OR hyp:tok:television)
636,(hyp:tok:throw AND pre:tok:man)
637,((((hyp:tok:eating OR hyp:tok:sleeps) OR hyp:tok:sleep) OR hyp:tok:laying) OR hyp:tok:bedroom)
638,((hyp:tok:outside AND pre:tok:golfer) OR pre:tok:turns)
639,(((hyp:tok:is OR hyp:tok:people) OR hyp:tok:woman) AND (NOT pre:tok:street))
640,(((((NOT pre:tok:his) AND oth:overlap:overlap75) AND (NOT hyp:tok:are)) OR hyp:tok:girlfriend) AND (NOT pre:tok:boy))
641,((((hyp:tok:are AND hyp:tok:sleeping) OR pre:tok:shoot) OR pre:tok:whose) AND (NOT hyp:tok:in))
642,((hyp:tok:in OR hyp:tok:on) OR hyp:tok:at)
643,(NOT hyp:tok:sitting)
644,(hyp:tok:favorite OR hyp:tok:tall)
645,((hyp:tok:couch OR hyp:tok:crying) OR hyp:tok:seated)
646,((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:wearing))
647,(hyp:tok:swimming AND pre:tok:orange)
648,(NOT hyp:tok:for)
649,((hyp:tok:for OR hyp:tok:their) OR hyp:tok:home)
650,(hyp:tok:bicycle AND hyp:tok:skateboarder)
651,(hyp:tok:running OR hyp:tok:soccer)
652,((pre:tok:curb OR pre:tok:raining) AND hyp:tok:in)
653,((hyp:tok:men AND pre:tok:smile) OR hyp:tok:steering)
654,(hyp:tok:guitars OR hyp:tok:spinning)
655,(hyp:tok:friends OR hyp:tok:lunch)
656,(hyp:tok:sitting AND pre:tok:pots)
657,(hyp:tok:women AND pre:tok:mcdonald)
658,(NOT hyp:tok:riding)
659,((NOT pre:tok:people) AND hyp:tok:nobody)
