,Cluster1,Cluster2,Cluster3,Cluster4
204,(((hyp:tok:swimming OR pre:tok:swimming) OR hyp:tok:coffee) OR hyp:tok:television),(hyp:tok:activity AND pre:tok:with),(((hyp:tok:clothing OR pre:tok:garage) AND pre:tok:man) OR pre:tok:humans),(NOT pre:tok:him)
205,(((hyp:tok:drums OR hyp:tok:swimming) OR hyp:tok:roller) OR pre:tok:snowman),((hyp:tok:clock OR hyp:tok:curly) OR hyp:tok:!),(((hyp:tok:eating OR pre:tok:older) OR hyp:tok:cake) OR hyp:tok:naked),(((hyp:tok:event OR hyp:tok:outside) OR hyp:tok:sunny) AND (NOT pre:tok:people))
206,(((NOT hyp:tok:to) AND (oth:overlap:overlap50 OR pre:tok:two)) AND (NOT pre:tok:street)),((((hyp:tok:sits OR hyp:tok:sleeping) OR hyp:tok:nap) AND (NOT pre:tok:man)) OR hyp:tok:couch),((hyp:tok:present OR hyp:tok:surrounded) OR hyp:tok:course),((hyp:tok:hillside OR hyp:tok:walkway) OR hyp:tok:acoustic)
207,(hyp:tok:sandwiches OR pre:tok:easter),((((NOT hyp:tok:are) AND oth:overlap:overlap75) OR hyp:tok:no) OR hyp:tok:only),(hyp:tok:straight AND pre:tok:white),(((NOT pre:tok:red) AND hyp:tok:red) OR pre:tok:tea)
208,(((NOT oth:overlap:overlap25) AND pre:tok:on) OR hyp:tok:for),((hyp:tok:men AND pre:tok:flags) AND hyp:tok:riding),((((NOT hyp:tok:his) AND (oth:overlap:overlap75 OR pre:tok:making)) OR pre:tok:like) AND (NOT hyp:tok:to)),((((hyp:tok:than OR pre:tok:males) OR hyp:tok:wet) OR hyp:tok:least) AND (NOT oth:overlap:overlap75))
209,(((NOT oth:overlap:overlap25) AND (hyp:tok:dry OR pre:tok:least)) OR hyp:tok:brushes),((NOT pre:tok:in) AND hyp:tok:blouse),(pre:tok:blanket OR pre:tok:experiment),((((NOT oth:overlap:overlap25) AND (pre:tok:dark OR pre:tok:green)) OR pre:tok:sandals) OR pre:tok:pulled)
210,((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:next)) OR hyp:tok:eating) OR pre:tok:asian),(hyp:tok:formal OR hyp:tok:pets),(hyp:tok:denim OR hyp:tok:hug),(hyp:tok:buddhist OR pre:tok:yarn)
211,(hyp:tok:middle AND hyp:tok:swimming),(hyp:tok:bus OR hyp:tok:desert),((hyp:tok:eating OR hyp:tok:tv) OR hyp:tok:eats),((hyp:tok:buddhist OR pre:tok:yarn) OR hyp:tok:hoops)
212,(NOT hyp:tok:outside),((NOT pre:tok:in) AND (hyp:tok:humans AND pre:tok:group)),(hyp:tok:outside OR oth:overlap:overlap25),((hyp:tok:girl AND pre:tok:cool) OR hyp:tok:obstacle)
213,(((hyp:tok:at OR hyp:tok:her) OR hyp:tok:eating) OR hyp:tok:building),((((hyp:tok:bed OR hyp:tok:swimming) OR pre:tok:shoulders) OR hyp:tok:cafe) AND (NOT hyp:tok:on)),((((NOT hyp:tok:walking) AND (hyp:tok:sitting OR pre:tok:walking)) OR hyp:tok:eating) AND (NOT pre:tok:sitting)),(hyp:tok:marathon AND pre:tok:as)
214,(hyp:tok:bed OR hyp:tok:ocean),(hyp:tok:painting OR hyp:tok:smiling),(NOT pre:tok:for),((((hyp:tok:tall OR pre:tok:few) OR hyp:tok:halloween) AND (NOT oth:overlap:overlap25)) AND (NOT pre:tok:on))
215,((((NOT hyp:tok:are) AND hyp:tok:swimming) AND (NOT oth:overlap:overlap75)) OR hyp:tok:draped),(((NOT pre:tok:at) AND (hyp:tok:sitting OR hyp:tok:sleeping)) OR hyp:tok:sits),(hyp:tok:move AND pre:tok:three),(hyp:tok:bottles OR pre:tok:poker)
216,((((NOT oth:overlap:overlap50) AND (pre:tok:pose OR pre:tok:walking)) OR pre:tok:talks) OR pre:tok:grocery),(((hyp:tok:hallway AND pre:tok:woman) OR pre:tok:hairnet) AND hyp:tok:and),((NOT pre:tok:young) AND hyp:tok:young),(((hyp:tok:curly OR hyp:tok:khaki) OR hyp:tok:cute) AND oth:overlap:overlap50)
217,((hyp:tok:home AND pre:tok:at) OR pre:tok:pipe),(((hyp:tok:watching AND pre:tok:performers) OR pre:tok:crib) AND (NOT pre:tok:and)),(hyp:tok:boys AND pre:tok:parents),(((hyp:tok:backpacks OR pre:tok:birthday) OR hyp:tok:carnival) AND (NOT pre:tok:are))
218,(hyp:tok:are AND pre:tok:father),(((hyp:tok:fetch OR hyp:tok:turns) AND pre:tok:in) OR hyp:tok:direction),(hyp:tok:sofa AND pre:tok:his),((pre:tok:and AND pre:tok:gym) OR hyp:tok:cool)
219,(hyp:tok:girl AND hyp:tok:push),(((hyp:tok:human OR hyp:tok:vehicles) OR pre:tok:stars) OR pre:tok:belt),(hyp:tok:bottles OR pre:tok:heading),(hyp:tok:sad OR hyp:tok:steps)
220,(hyp:tok:swimming AND pre:tok:two),((((NOT pre:tok:black) AND hyp:tok:black) AND (NOT pre:tok:blue)) AND (NOT pre:tok:on)),((((hyp:tok:puddle OR pre:tok:late) OR hyp:tok:trail) OR hyp:tok:finishing) AND (NOT pre:tok:on)),(((((NOT pre:tok:on) AND hyp:tok:sleeping) AND (NOT pre:tok:to)) AND (NOT pre:tok:with)) AND (NOT pre:tok:white))
221,((hyp:tok:outside OR oth:overlap:overlap75) OR pre:tok:stand),((((hyp:tok:casual AND pre:tok:and) OR pre:tok:airport) AND hyp:tok:person) AND (NOT pre:tok:is)),((((hyp:tok:beach AND pre:tok:walking) OR pre:tok:cigarettes) AND oth:overlap:overlap50) AND (NOT pre:tok:woman)),(((((NOT pre:tok:woman) AND hyp:tok:eating) OR pre:tok:roller) AND (NOT oth:overlap:overlap50)) OR hyp:tok:cafeteria)
222,((((hyp:tok:edge OR hyp:tok:tattoo) AND pre:tok:in) OR hyp:tok:surf) AND pre:tok:is),((hyp:tok:begins OR hyp:tok:year) AND hyp:tok:they),((((hyp:tok:bath OR hyp:tok:inside) AND pre:tok:and) OR hyp:tok:video) OR hyp:tok:laboratory),(hyp:tok:beach AND pre:tok:sound)
223,((hyp:tok:driving OR hyp:tok:field) OR pre:tok:kids),((((NOT pre:tok:outside) AND hyp:tok:outside) AND (NOT pre:tok:woman)) AND (NOT pre:tok:-)),(((hyp:tok:outside OR hyp:tok:to) OR hyp:tok:outdoors) OR hyp:tok:for),(((NOT hyp:tok:to) AND oth:overlap:overlap75) OR hyp:tok:near)
224,((((hyp:tok:outside OR oth:overlap:overlap75) OR pre:tok:stand) OR pre:tok:arm) AND (NOT hyp:tok:on)),((((hyp:tok:clock OR hyp:tok:suburban) OR pre:tok:napping) AND (NOT pre:tok:front)) AND (NOT hyp:tok:with)),(((NOT pre:tok:people) AND (hyp:tok:human OR hyp:tok:people)) OR pre:tok:practicing),((NOT pre:tok:red) AND hyp:tok:red)
225,(((hyp:tok:ramp OR hyp:tok:snowball) OR pre:tok:struggling) OR hyp:tok:suspended),((((hyp:tok:shop AND oth:overlap:overlap50) OR pre:tok:nutcracker) AND (NOT pre:tok:dressed)) AND (NOT hyp:tok:is)),(((hyp:tok:men AND pre:tok:sandals) OR hyp:tok:jean) OR hyp:tok:setting),((((NOT pre:tok:in) AND (hyp:tok:lane OR hyp:tok:nine)) OR hyp:tok:waterfall) AND (NOT hyp:tok:is))
226,((hyp:tok:there AND pre:tok:to) OR pre:tok:crane),(hyp:tok:naked OR hyp:tok:swimming),(((hyp:tok:at OR hyp:tok:playing) OR pre:tok:camera) AND (NOT oth:overlap:overlap75)),(hyp:tok:roller AND pre:tok:man)
227,(((hyp:tok:writing OR pre:tok:lunch) OR pre:tok:nap) OR pre:tok:surfing),((NOT hyp:tok:is) AND pre:tok:suspenders),((((hyp:tok:formal OR pre:tok:act) OR hyp:tok:surf) AND hyp:tok:are) AND (NOT oth:overlap:overlap25)),(NOT pre:tok:two)
228,(hyp:tok:pool OR hyp:tok:swimming),(((pre:tok:cherry OR pre:tok:fence) OR pre:tok:ft) OR hyp:tok:airport),(((NOT oth:overlap:overlap50) AND hyp:tok:sitting) AND (NOT pre:tok:in)),(((hyp:tok:hillside OR hyp:tok:walkway) OR hyp:tok:acoustic) OR hyp:tok:balding)
229,((((hyp:tok:softball OR pre:tok:upset) AND hyp:tok:man) OR hyp:tok:onlookers) AND pre:tok:in),((((hyp:tok:opponent OR hyp:tok:shaped) OR hyp:tok:sticks) OR hyp:tok:religious) AND (NOT pre:tok:blue)),(hyp:tok:uses AND pre:tok:on),((((NOT pre:tok:and) AND (hyp:tok:in AND hyp:tok:swim)) AND (NOT hyp:tok:is)) AND (NOT pre:tok:people))
230,(NOT pre:tok:some),(NOT hyp:tok:up),(hyp:tok:his OR hyp:tok:their),(((((NOT pre:tok:in) AND hyp:tok:alone) OR hyp:tok:racetrack) AND (NOT pre:tok:is)) AND (NOT hyp:tok:on))
231,(hyp:tok:is OR pre:tok:girl),(((NOT pre:tok:to) AND (hyp:tok:cat OR pre:tok:see)) OR hyp:tok:hats),(((((NOT oth:overlap:overlap25) AND pre:tok:at) OR hyp:tok:alone) OR pre:tok:hair) OR hyp:tok:drinking),(((NOT oth:overlap:overlap50) AND hyp:tok:inside) AND (NOT hyp:tok:people))
232,(((hyp:tok:chasing OR hyp:tok:playing) OR hyp:tok:middle) AND (NOT pre:tok:playing)),((hyp:tok:animals AND pre:tok:water) OR hyp:tok:5),(((NOT pre:tok:men) AND (hyp:tok:humans AND pre:tok:in)) OR pre:tok:turns),(NOT pre:tok:red)
233,(hyp:tok:pots OR pre:tok:camping),((NOT pre:tok:while) AND (hyp:tok:cliff OR hyp:tok:eating)),(((hyp:tok:human AND pre:tok:'s) OR pre:tok:turns) AND hyp:tok:human),((hyp:tok:near OR oth:overlap:overlap75) OR hyp:tok:past)
234,(oth:overlap:overlap50 OR pre:tok:white),((((hyp:tok:rollerskating OR hyp:tok:surfing) AND pre:tok:with) OR hyp:tok:teen) AND (NOT pre:tok:at)),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:her) OR hyp:tok:after),(hyp:tok:in AND hyp:tok:swim)
235,((NOT pre:tok:is) AND (hyp:tok:is AND hyp:tok:park)),(pre:tok:crafts OR pre:tok:flowered),((((hyp:tok:women AND pre:tok:man) OR hyp:tok:international) OR hyp:tok:obstacle) OR hyp:tok:!),((((NOT pre:tok:water) AND (hyp:tok:swimming OR hyp:tok:without)) OR pre:tok:word) AND (NOT hyp:tok:woman))
236,((NOT oth:overlap:overlap25) AND (pre:tok:people OR pre:tok:with)),(hyp:tok:at OR hyp:tok:in),((hyp:tok:outside OR hyp:tok:to) OR hyp:tok:outdoors),((((pre:tok:barn OR pre:tok:ocean) OR hyp:tok:bathtub) AND pre:tok:in) OR hyp:tok:swimsuit)
237,(((hyp:tok:scarves OR pre:tok:easter) OR pre:tok:cook) OR pre:tok:wild),(((hyp:tok:in OR hyp:tok:playing) OR hyp:tok:eating) OR hyp:tok:blue),(((hyp:tok:alone OR hyp:tok:empty) OR hyp:tok:sofa) AND (NOT pre:tok:with)),((((hyp:tok:visiting OR pre:tok:urban) AND pre:tok:older) OR pre:tok:moon) OR pre:tok:shark)
238,((((hyp:tok:black AND hyp:tok:wearing) OR pre:tok:backpacks) AND (NOT oth:overlap:overlap75)) AND (NOT pre:tok:are)),(((hyp:tok:butterfly OR pre:tok:farmers) OR hyp:tok:balance) OR hyp:tok:clock),(((hyp:tok:clean OR hyp:tok:uniformed) OR hyp:tok:hoops) AND pre:tok:in),((((NOT oth:overlap:overlap50) AND (hyp:tok:are OR hyp:tok:is)) AND (NOT hyp:tok:outside)) AND (NOT hyp:tok:for))
239,((hyp:tok:old AND pre:tok:white) AND pre:tok:sitting),((NOT oth:overlap:overlap75) AND hyp:tok:wearing),(hyp:tok:half OR pre:tok:rooftop),((((hyp:tok:outside OR oth:overlap:overlap50) OR pre:tok:football) OR hyp:tok:some) AND (NOT pre:tok:child))
240,((NOT pre:tok:his) AND hyp:tok:popsicle),((hyp:tok:for OR pre:tok:sitting) OR hyp:tok:tall),(((hyp:tok:bottles OR pre:tok:heading) OR hyp:tok:groom) OR pre:tok:partially),(hyp:tok:at AND pre:tok:tables)
241,(((((NOT pre:tok:two) AND hyp:tok:outside) OR hyp:tok:outdoors) AND (NOT pre:tok:people)) AND (NOT pre:tok:blue)),(((hyp:tok:into AND pre:tok:goggles) OR pre:tok:skiing) AND (NOT pre:tok:pants)),(hyp:tok:picnic AND pre:tok:white),(hyp:tok:cat AND pre:tok:dog)
242,(hyp:tok:at OR pre:tok:bike),((((NOT pre:tok:in) AND (hyp:tok:dancing OR hyp:tok:field)) OR pre:tok:prepare) OR pre:tok:pan),(hyp:tok:home AND pre:tok:laundromat),((((hyp:tok:near OR oth:overlap:overlap75) OR hyp:tok:past) OR hyp:tok:smiling) OR hyp:tok:each)
243,(hyp:tok:lap OR hyp:tok:television),(((hyp:tok:activity AND pre:tok:with) OR hyp:tok:image) AND oth:overlap:overlap50),(((NOT oth:overlap:overlap25) AND (hyp:tok:name OR pre:tok:tunnel)) OR hyp:tok:soup),((((hyp:tok:driving OR hyp:tok:sleeping) OR hyp:tok:moon) OR hyp:tok:nobody) AND (NOT pre:tok:while))
244,((NOT pre:tok:with) AND (hyp:tok:his OR pre:tok:two)),(hyp:tok:painting AND pre:tok:mural),((((hyp:tok:denim OR hyp:tok:hug) AND pre:tok:woman) OR hyp:tok:pipes) AND (NOT hyp:tok:are)),(((NOT pre:tok:on) AND hyp:tok:sleeping) AND (NOT pre:tok:to))
245,((hyp:tok:guitars OR hyp:tok:spinning) OR hyp:tok:bottles),(hyp:tok:tired AND pre:tok:men),((((NOT oth:overlap:overlap25) AND hyp:tok:in) OR hyp:tok:sleeping) OR hyp:tok:eating),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:'s) OR hyp:tok:after) OR hyp:tok:their)
246,(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:their) OR hyp:tok:during),(((NOT oth:overlap:overlap50) AND hyp:tok:sleeping) OR hyp:tok:sleep),((((NOT hyp:tok:in) AND hyp:tok:sleeping) AND (NOT pre:tok:woman)) AND (NOT pre:tok:his)),((NOT hyp:tok:people) AND hyp:tok:inside)
247,(hyp:tok:herself AND pre:tok:woman),((((hyp:tok:ears OR hyp:tok:multiple) OR hyp:tok:conductor) AND (NOT pre:tok:and)) AND (NOT hyp:tok:is)),((((hyp:tok:brushes OR hyp:tok:rollerblading) OR hyp:tok:you) OR hyp:tok:roller) AND (NOT oth:overlap:overlap25)),((((hyp:tok:booth OR pre:tok:skiing) AND pre:tok:white) OR hyp:tok:japanese) AND pre:tok:man)
248,((((hyp:tok:computer OR hyp:tok:image) OR hyp:tok:wrestlers) OR hyp:tok:science) OR hyp:tok:produce),(((pre:tok:black AND pre:tok:open) OR pre:tok:shadow) OR hyp:tok:handing),(((hyp:tok:pool AND oth:overlap:overlap50) AND hyp:tok:in) OR hyp:tok:roller),(NOT pre:tok:child)
249,(hyp:tok:tall AND pre:tok:two),(((hyp:tok:clock OR hyp:tok:curly) OR hyp:tok:!) AND pre:tok:and),((((hyp:tok:at OR hyp:tok:playing) OR pre:tok:camera) AND (NOT oth:overlap:overlap75)) OR hyp:tok:building),((NOT pre:tok:water) AND (hyp:tok:swimming OR hyp:tok:without))
250,(NOT pre:tok:running),((((hyp:tok:bicycle OR pre:tok:below) OR pre:tok:shadow) OR hyp:tok:waist) AND (NOT pre:tok:water)),(((hyp:tok:swimming OR hyp:tok:woods) OR hyp:tok:runs) AND (NOT pre:tok:in)),((hyp:tok:chainsaw OR hyp:tok:mask) OR hyp:tok:addressing)
251,(((((NOT pre:tok:on) AND hyp:tok:ground) OR hyp:tok:hydrant) OR pre:tok:weather) AND (NOT pre:tok:while)),((NOT oth:overlap:overlap50) AND (hyp:tok:at OR hyp:tok:in)),((((hyp:tok:chases OR pre:tok:decorative) OR pre:tok:warehouse) OR hyp:tok:chinese) OR hyp:tok:sunlight),(((hyp:tok:couple AND pre:tok:countryside) OR pre:tok:meet) AND (NOT hyp:tok:is))
252,(((NOT oth:overlap:overlap25) AND hyp:tok:sidewalk) OR hyp:tok:within),(((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:swimming)) OR hyp:tok:past),((hyp:tok:outside OR oth:overlap:overlap75) OR hyp:tok:there),(((NOT oth:overlap:overlap25) AND (pre:tok:dark OR pre:tok:green)) OR pre:tok:sandals)
253,((NOT pre:tok:men) AND oth:overlap:overlap75),(hyp:tok:trick AND pre:tok:blue),((hyp:tok:buddhist OR pre:tok:yarn) OR hyp:tok:stay),((hyp:tok:free OR hyp:tok:moon) OR hyp:tok:bath)
254,((hyp:tok:indoors OR hyp:tok:machine) OR pre:tok:bearded),(hyp:tok:diving OR pre:tok:between),((hyp:tok:lane OR hyp:tok:milk) AND hyp:tok:are),(((((NOT pre:tok:in) AND hyp:tok:fighting) AND hyp:tok:are) AND (NOT oth:overlap:overlap50)) AND (NOT pre:tok:one))
255,((((hyp:tok:house OR pre:tok:leaping) OR pre:tok:leaf) OR hyp:tok:parked) OR hyp:tok:half),((((NOT pre:tok:in) AND hyp:tok:blouse) OR hyp:tok:closed) AND (NOT hyp:tok:is)),((hyp:tok:mountain OR pre:tok:hiding) OR pre:tok:husky),(((NOT pre:tok:in) AND hyp:tok:fighting) AND hyp:tok:are)
256,((hyp:tok:n't OR hyp:tok:nobody) OR pre:tok:use),(hyp:tok:wearing OR pre:tok:makeup),(hyp:tok:buddhist OR pre:tok:yarn),(((hyp:tok:women AND pre:tok:men) AND pre:tok:two) OR hyp:tok:ladies)
257,((hyp:tok:finished OR pre:tok:enter) OR hyp:tok:bridal),(hyp:tok:eating OR hyp:tok:office),(((hyp:tok:buddhist OR hyp:tok:elder) OR hyp:tok:name) OR hyp:tok:tube),((((NOT oth:overlap:overlap25) AND (hyp:tok:wearing OR pre:tok:his)) OR hyp:tok:inside) OR hyp:tok:indoors)
258,((((hyp:tok:holding OR hyp:tok:wearing) OR pre:tok:skateboard) OR pre:tok:skateboarding) AND (NOT pre:tok:while)),(((((NOT oth:overlap:overlap75) AND hyp:tok:swimming) AND (NOT hyp:tok:pool)) AND (NOT pre:tok:wearing)) AND (NOT pre:tok:with)),(hyp:tok:staircase AND pre:tok:is),(NOT hyp:tok:child)
259,(((hyp:tok:edge OR hyp:tok:tattoo) AND pre:tok:in) OR hyp:tok:surf),((hyp:tok:lunch OR hyp:tok:outer) OR hyp:tok:desk),(((hyp:tok:nobody OR hyp:tok:not) OR hyp:tok:no) AND (NOT pre:tok:with)),(hyp:tok:outside OR hyp:tok:people)
260,((((hyp:tok:on AND pre:tok:multiple) OR hyp:tok:boards) OR pre:tok:heading) AND (NOT oth:overlap:overlap50)),((hyp:tok:costume OR pre:tok:upwards) OR hyp:tok:sticks),((hyp:tok:brown OR hyp:tok:sad) AND oth:overlap:overlap75),(hyp:tok:hot AND pre:tok:his)
261,(((hyp:tok:people AND hyp:tok:snow) AND pre:tok:snow) AND hyp:tok:in),((((hyp:tok:relax OR hyp:tok:uniformed) OR hyp:tok:year) OR hyp:tok:ring) AND (NOT hyp:tok:are)),(((NOT pre:tok:young) AND hyp:tok:young) OR hyp:tok:yellow),((NOT pre:tok:woman) AND hyp:tok:woman)
262,(((hyp:tok:mirror OR hyp:tok:sandwiches) OR hyp:tok:sound) AND (NOT pre:tok:in)),(hyp:tok:clock OR hyp:tok:curly),((NOT hyp:tok:for) AND oth:overlap:overlap50),((((pre:tok:and AND pre:tok:gym) OR hyp:tok:cool) AND pre:tok:and) AND (NOT hyp:tok:crowded))
263,((((hyp:tok:empty OR hyp:tok:swimming) AND pre:tok:is) OR pre:tok:giant) OR pre:tok:mirror),(hyp:tok:blonde AND pre:tok:brown),(hyp:tok:playing AND pre:tok:listens),((NOT oth:overlap:overlap75) AND (hyp:tok:jumping OR hyp:tok:running))
264,(((((NOT pre:tok:man) AND hyp:tok:wearing) AND hyp:tok:is) OR pre:tok:pet) OR hyp:tok:sleep),(((NOT pre:tok:dog) AND hyp:tok:dog) AND pre:tok:man),((((hyp:tok:are OR oth:overlap:overlap25) OR hyp:tok:person) OR pre:tok:holding) AND (NOT hyp:tok:sleeping)),(NOT pre:tok:dog)
265,((hyp:tok:is OR pre:tok:girl) OR hyp:tok:for),(((NOT pre:tok:to) AND (hyp:tok:standing AND pre:tok:sitting)) AND (NOT pre:tok:person)),(hyp:tok:sleeping AND pre:tok:on),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:her)
266,(((hyp:tok:swimming OR hyp:tok:waiting) OR hyp:tok:dinner) OR pre:tok:masks),((((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:swimming)) OR hyp:tok:past) OR hyp:tok:tag),(((hyp:tok:at AND hyp:tok:home) OR hyp:tok:bed) OR hyp:tok:dishes),(hyp:tok:diving AND pre:tok:young)
267,((((NOT pre:tok:on) AND hyp:tok:swimming) AND oth:overlap:overlap25) AND hyp:tok:in),((NOT hyp:tok:wearing) AND (hyp:tok:to OR oth:overlap:overlap25)),(hyp:tok:outside OR oth:overlap:overlap75),((hyp:tok:bamboo OR pre:tok:shelter) AND hyp:tok:outside)
268,((NOT pre:tok:with) AND (hyp:tok:outdoors OR hyp:tok:outside)),(hyp:tok:instructor AND pre:tok:people),((((hyp:tok:dancing OR hyp:tok:playing) OR pre:tok:against) AND (NOT oth:overlap:overlap75)) OR hyp:tok:through),(((hyp:tok:bottles OR pre:tok:poker) AND hyp:tok:is) AND (NOT oth:overlap:overlap50))
269,(((hyp:tok:friends OR hyp:tok:shopping) OR hyp:tok:sister) OR hyp:tok:trip),((((hyp:tok:alone OR hyp:tok:swimming) OR hyp:tok:eating) AND (NOT oth:overlap:overlap50)) OR hyp:tok:empty),((((hyp:tok:no OR hyp:tok:swimming) OR hyp:tok:cats) OR hyp:tok:nap) OR hyp:tok:nobody),(hyp:tok:people AND pre:tok:live)
270,((hyp:tok:outdoors OR hyp:tok:there) OR hyp:tok:something),(((hyp:tok:costumed OR hyp:tok:dish) OR pre:tok:television) OR pre:tok:barn),(((hyp:tok:stroll OR hyp:tok:tan) AND hyp:tok:in) AND (NOT pre:tok:at)),(hyp:tok:sleeping AND pre:tok:dog)
271,(((hyp:tok:outside AND pre:tok:golfer) OR pre:tok:turns) AND (NOT hyp:tok:is)),(hyp:tok:in OR hyp:tok:sitting),(hyp:tok:eating OR pre:tok:older),(((hyp:tok:for OR hyp:tok:to) OR pre:tok:playing) AND (NOT oth:overlap:overlap50))
272,(hyp:tok:are AND hyp:tok:golden),(hyp:tok:park OR hyp:tok:swimming),((((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:sit) OR hyp:tok:coffee) OR pre:tok:numbered),(hyp:tok:not AND pre:tok:two)
273,((hyp:tok:finishing OR hyp:tok:shoveling) OR pre:tok:easter),((((NOT pre:tok:woman) AND hyp:tok:woman) AND oth:overlap:overlap25) AND (NOT hyp:tok:in)),(pre:tok:groom OR pre:tok:surf),((((hyp:tok:mural AND pre:tok:with) OR hyp:tok:butterfly) AND (NOT hyp:tok:on)) AND (NOT pre:tok:glasses))
274,(((hyp:tok:down OR pre:tok:stage) OR hyp:tok:pool) OR hyp:tok:bench),(hyp:tok:down AND hyp:tok:sitting),(hyp:tok:seems OR hyp:tok:speaking),(((hyp:tok:marathon AND pre:tok:as) OR pre:tok:;) AND (NOT hyp:tok:on))
275,((hyp:tok:whose OR pre:tok:pumpkin) OR hyp:tok:above),(hyp:tok:park OR hyp:tok:runs),(hyp:tok:brothers AND pre:tok:trampoline),(((NOT pre:tok:woman) AND oth:overlap:overlap25) OR hyp:tok:outside)
276,(hyp:tok:tired AND pre:tok:white),(hyp:tok:field AND pre:tok:woman),((((NOT pre:tok:in) AND (hyp:tok:standing AND pre:tok:sitting)) AND (NOT pre:tok:her)) AND hyp:tok:is),(hyp:tok:boy AND pre:tok:dress)
277,((hyp:tok:moon OR hyp:tok:outdoors) OR pre:tok:night),((((hyp:tok:bar OR hyp:tok:volleyball) AND oth:overlap:overlap50) OR pre:tok:tea) OR pre:tok:kite),(((hyp:tok:home AND hyp:tok:sitting) OR hyp:tok:couch) OR hyp:tok:suspended),(hyp:tok:other AND pre:tok:benches)
278,((hyp:tok:walking AND oth:overlap:overlap75) OR hyp:tok:look),((((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:tv) OR hyp:tok:indoors) OR hyp:tok:asleep),((NOT oth:overlap:overlap50) AND hyp:tok:sitting),(hyp:tok:acoustic OR hyp:tok:shoveling)
279,((oth:overlap:overlap50 OR pre:tok:play) OR hyp:tok:person),((hyp:tok:glass AND pre:tok:blond) OR pre:tok:enthusiasts),(hyp:tok:sitting AND pre:tok:knife),(((hyp:tok:inside AND pre:tok:event) OR pre:tok:tips) OR hyp:tok:hang)
280,(hyp:tok:people AND hyp:tok:snow),(((NOT oth:overlap:overlap25) AND (hyp:tok:low OR pre:tok:form)) OR hyp:tok:brushes),(((hyp:tok:chatting OR pre:tok:kite) AND hyp:tok:standing) OR hyp:tok:wading),(NOT pre:tok:blue)
281,((NOT pre:tok:in) AND hyp:tok:bass),(((NOT pre:tok:shirt) AND (hyp:tok:blue OR hyp:tok:brown)) OR pre:tok:spray),(((hyp:tok:at AND hyp:tok:home) OR hyp:tok:couch) OR hyp:tok:sofa),((hyp:tok:outside OR oth:overlap:overlap50) OR pre:tok:football)
282,(hyp:tok:lunch OR hyp:tok:sits),(hyp:tok:singing AND pre:tok:supermarket),(((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:are)) OR hyp:tok:for),((((hyp:tok:group AND pre:tok:gets) OR hyp:tok:curtain) OR hyp:tok:courtyard) OR hyp:tok:burning)
283,((hyp:tok:computer OR hyp:tok:image) OR hyp:tok:wrestlers),(hyp:tok:mirror OR pre:tok:yelling),((NOT pre:tok:car) AND (hyp:tok:car OR hyp:tok:sleeping)),((((hyp:tok:asleep OR hyp:tok:sleeping) OR hyp:tok:nap) OR hyp:tok:tv) OR hyp:tok:laying)
284,((((hyp:tok:asleep OR hyp:tok:nobody) OR hyp:tok:naked) OR hyp:tok:sleeps) OR hyp:tok:nothing),(hyp:tok:on AND pre:tok:railing),(((NOT hyp:tok:walking) AND (hyp:tok:sitting OR pre:tok:walking)) OR hyp:tok:eating),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:her) AND (NOT oth:overlap:overlap75))
285,(hyp:tok:sandals OR pre:tok:apartment),((((hyp:tok:nobody OR hyp:tok:swimming) OR hyp:tok:asleep) OR hyp:tok:cat) OR hyp:tok:naked),(((NOT pre:tok:woman) AND (hyp:tok:jogging OR hyp:tok:swimming)) AND (NOT oth:overlap:overlap75)),((hyp:tok:hotel OR pre:tok:airport) AND hyp:tok:sits)
286,((((hyp:tok:female OR hyp:tok:video) AND pre:tok:in) OR hyp:tok:ft) OR pre:tok:chat),(hyp:tok:kid AND pre:tok:hiding),(((NOT hyp:tok:his) AND (oth:overlap:overlap75 OR pre:tok:making)) OR pre:tok:like),(hyp:tok:some OR oth:overlap:overlap50)
287,((((hyp:tok:swimming OR hyp:tok:tv) OR hyp:tok:blanket) AND (NOT oth:overlap:overlap50)) OR hyp:tok:magazine),(((hyp:tok:party OR hyp:tok:professional) AND pre:tok:on) OR hyp:tok:opponent),(hyp:tok:at AND pre:tok:ride),(hyp:tok:daughters AND pre:tok:and)
288,((hyp:tok:swimming AND pre:tok:orange) OR hyp:tok:empty),((((pre:tok:black AND pre:tok:open) OR pre:tok:shadow) OR hyp:tok:handing) AND pre:tok:and),(((hyp:tok:sofa AND pre:tok:his) OR pre:tok:naked) AND (NOT oth:overlap:overlap50)),((NOT pre:tok:woman) AND oth:overlap:overlap25)
