,Cluster1,Cluster2,Cluster3,Cluster4
231,((hyp:tok:bed OR hyp:tok:police) OR hyp:tok:laying),((NOT pre:tok:and) AND hyp:tok:tall),(((hyp:tok:alone OR hyp:tok:empty) OR hyp:tok:sofa) AND (NOT pre:tok:with)),((((NOT pre:tok:in) AND (hyp:tok:adults OR hyp:tok:cuts)) AND (NOT hyp:tok:on)) OR hyp:tok:brushes)
232,((hyp:tok:in OR pre:tok:while) OR pre:tok:race),((hyp:tok:costume OR pre:tok:upwards) OR hyp:tok:sticks),(hyp:tok:sleeping AND pre:tok:carriage),(hyp:tok:basketball AND pre:tok:line)
233,((((hyp:tok:are AND hyp:tok:down) OR hyp:tok:truck) AND (NOT oth:overlap:overlap50)) OR pre:tok:control),((((NOT pre:tok:red) AND (hyp:tok:outdoors OR hyp:tok:outside)) AND (NOT hyp:tok:children)) AND (NOT pre:tok:blue)),(NOT pre:tok:for),((hyp:tok:than OR pre:tok:males) OR hyp:tok:wet)
234,(((pre:tok:movie OR pre:tok:produce) AND hyp:tok:is) OR pre:tok:training),((((NOT hyp:tok:to) AND (oth:overlap:overlap25 OR pre:tok:and)) AND (NOT hyp:tok:for)) AND (NOT hyp:tok:his)),(((hyp:tok:outside OR hyp:tok:to) OR hyp:tok:outdoors) OR hyp:tok:for),((((hyp:tok:visiting OR pre:tok:urban) AND pre:tok:older) OR pre:tok:moon) OR pre:tok:shark)
235,((hyp:tok:drums OR hyp:tok:swimming) OR hyp:tok:roller),((((hyp:tok:falls OR pre:tok:gentleman) AND hyp:tok:woman) OR hyp:tok:low) OR hyp:tok:complete),(hyp:tok:dancing OR hyp:tok:playing),((hyp:tok:acoustic OR hyp:tok:shoveling) OR pre:tok:injured)
236,((hyp:tok:down OR hyp:tok:ground) OR hyp:tok:swimming),(hyp:tok:clock AND pre:tok:man),(hyp:tok:bus OR hyp:tok:phone),((hyp:tok:event OR hyp:tok:outside) OR hyp:tok:sunny)
237,(hyp:tok:gesturing OR pre:tok:headscarf),((((hyp:tok:least AND pre:tok:on) OR hyp:tok:wheeled) OR pre:tok:pick) OR pre:tok:turns),((((NOT hyp:tok:for) AND oth:overlap:overlap50) OR hyp:tok:has) AND (NOT pre:tok:walking)),((((NOT oth:overlap:overlap50) AND hyp:tok:inside) AND (NOT hyp:tok:people)) OR pre:tok:television)
238,((NOT pre:tok:with) AND (hyp:tok:his OR pre:tok:two)),(((pre:tok:black AND pre:tok:open) OR pre:tok:shadow) OR hyp:tok:handing),(((((NOT oth:overlap:overlap25) AND hyp:tok:bikes) OR hyp:tok:pedaling) OR hyp:tok:convertible) AND (NOT pre:tok:by)),(hyp:tok:visiting AND pre:tok:people)
239,((hyp:tok:pool OR hyp:tok:swimming) OR hyp:tok:surfing),(((NOT hyp:tok:to) AND (oth:overlap:overlap50 OR pre:tok:shirt)) AND oth:overlap:overlap25),((((hyp:tok:car OR hyp:tok:running) OR hyp:tok:painting) AND (NOT pre:tok:running)) AND (NOT pre:tok:car)),((((hyp:tok:bus OR hyp:tok:clown) OR hyp:tok:moon) OR hyp:tok:stroller) OR pre:tok:laboratory)
240,(((((NOT oth:overlap:overlap25) AND hyp:tok:is) OR hyp:tok:home) OR hyp:tok:they) OR pre:tok:waiting),(NOT hyp:tok:down),((hyp:tok:beach AND pre:tok:walking) OR pre:tok:cigarettes),(((hyp:tok:tall OR hyp:tok:trying) OR hyp:tok:friends) OR hyp:tok:winning)
241,(((hyp:tok:for OR hyp:tok:their) OR hyp:tok:home) OR hyp:tok:to),(((hyp:tok:park OR hyp:tok:swimming) OR hyp:tok:grassy) AND (NOT oth:overlap:overlap75)),((((hyp:tok:formal OR pre:tok:act) OR hyp:tok:surf) AND hyp:tok:are) AND (NOT oth:overlap:overlap25)),(hyp:tok:with AND pre:tok:soda)
242,((NOT oth:overlap:overlap50) AND (hyp:tok:cat OR hyp:tok:eating)),((((hyp:tok:barbecue AND pre:tok:man) OR pre:tok:wild) AND oth:overlap:overlap50) AND (NOT hyp:tok:man)),((NOT pre:tok:in) AND hyp:tok:no),(hyp:tok:hoops OR pre:tok:yarn)
243,((hyp:tok:horses AND hyp:tok:riding) OR hyp:tok:magazine),((hyp:tok:no OR hyp:tok:nobody) OR hyp:tok:anything),(hyp:tok:tools AND pre:tok:and),(NOT hyp:tok:woman)
244,((pre:tok:painted AND pre:tok:to) OR hyp:tok:speed),(((hyp:tok:jumped OR hyp:tok:television) OR hyp:tok:desk) OR hyp:tok:angry),(hyp:tok:girls AND pre:tok:trunks),(hyp:tok:nobody OR hyp:tok:sleeping)
245,((((hyp:tok:riders OR pre:tok:clown) OR hyp:tok:legs) AND pre:tok:in) OR hyp:tok:officers),(hyp:tok:activity AND pre:tok:with),(((NOT oth:overlap:overlap50) AND hyp:tok:sitting) AND (NOT pre:tok:in)),((NOT pre:tok:to) AND (hyp:tok:for OR hyp:tok:to))
246,((((oth:overlap:overlap50 OR pre:tok:race) OR pre:tok:game) AND (NOT pre:tok:standing)) OR hyp:tok:nobody),((((hyp:tok:low OR pre:tok:railing) OR hyp:tok:rollerblading) AND (NOT oth:overlap:overlap25)) OR hyp:tok:finished),((NOT oth:overlap:overlap25) AND (hyp:tok:lane OR hyp:tok:pointed)),((NOT hyp:tok:people) AND hyp:tok:inside)
247,((((hyp:tok:handed OR pre:tok:singer) OR hyp:tok:museum) OR hyp:tok:subway) AND (NOT hyp:tok:people)),(((NOT hyp:tok:outside) AND (hyp:tok:in OR oth:overlap:overlap25)) OR hyp:tok:to),((NOT pre:tok:man) AND hyp:tok:courtyard),(NOT hyp:tok:wearing)
248,(hyp:tok:human OR pre:tok:surfing),((((NOT oth:overlap:overlap50) AND (oth:overlap:overlap25 OR pre:tok:in)) OR hyp:tok:is) AND (NOT hyp:tok:outside)),(hyp:tok:home AND hyp:tok:sitting),(hyp:tok:football AND pre:tok:sport)
249,(hyp:tok:on AND pre:tok:vacation),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:and) AND (NOT pre:tok:blue)) OR hyp:tok:after),((hyp:tok:buddhist OR pre:tok:yarn) OR hyp:tok:stay),(hyp:tok:daughters AND pre:tok:and)
250,((hyp:tok:boys AND pre:tok:girls) OR pre:tok:learning),(hyp:tok:farmer AND pre:tok:in),(((hyp:tok:black OR hyp:tok:moon) OR hyp:tok:baseball) OR hyp:tok:only),((NOT hyp:tok:is) AND (hyp:tok:flip OR hyp:tok:not))
251,((hyp:tok:naked AND pre:tok:people) OR hyp:tok:hooded),(hyp:tok:pets AND pre:tok:on),(((hyp:tok:nobody OR hyp:tok:not) OR hyp:tok:no) AND (NOT pre:tok:with)),(hyp:tok:sport AND pre:tok:play)
252,(((hyp:tok:tired OR hyp:tok:yellow) AND hyp:tok:man) OR pre:tok:chat),(hyp:tok:backyard OR pre:tok:alone),((((pre:tok:groom OR pre:tok:surf) OR hyp:tok:5) OR pre:tok:images) AND (NOT pre:tok:man)),(((NOT pre:tok:in) AND hyp:tok:fighting) AND hyp:tok:are)
253,((((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:wearing)) OR hyp:tok:for) AND (NOT hyp:tok:outside)),(NOT pre:tok:dog),((((hyp:tok:ladies OR pre:tok:lost) OR pre:tok:neighborhood) OR hyp:tok:you) AND (NOT pre:tok:in)),((((NOT pre:tok:in) AND hyp:tok:fighting) AND hyp:tok:are) AND (NOT oth:overlap:overlap50))
254,(hyp:tok:there AND pre:tok:to),(hyp:tok:instrument AND hyp:tok:with),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:her),(hyp:tok:flip OR hyp:tok:not)
255,(hyp:tok:night AND pre:tok:night),(NOT pre:tok:black),((((NOT pre:tok:car) AND (hyp:tok:car OR hyp:tok:sleeping)) OR hyp:tok:tv) OR hyp:tok:sleep),(hyp:tok:you AND pre:tok:-)
256,((((hyp:tok:walking AND oth:overlap:overlap75) OR hyp:tok:look) OR hyp:tok:pick) AND (NOT pre:tok:down)),(hyp:tok:conversation OR pre:tok:lying),(((hyp:tok:shirt AND pre:tok:skates) OR hyp:tok:pipes) AND hyp:tok:red),(hyp:tok:humans AND pre:tok:scarves)
257,(hyp:tok:last AND pre:tok:two),(((NOT pre:tok:and) AND hyp:tok:tall) AND (NOT hyp:tok:is)),(NOT pre:tok:looking),(NOT pre:tok:blue)
258,((((NOT hyp:tok:to) AND (oth:overlap:overlap50 OR pre:tok:two)) AND (NOT pre:tok:street)) AND (NOT hyp:tok:two)),(((hyp:tok:no OR hyp:tok:nobody) OR hyp:tok:anything) OR pre:tok:excited),((hyp:tok:ladies OR hyp:tok:vegetable) OR hyp:tok:international),(((hyp:tok:championship OR hyp:tok:desert) OR hyp:tok:swing) OR hyp:tok:story)
259,((NOT pre:tok:and) AND (hyp:tok:football AND pre:tok:football)),((hyp:tok:drives OR hyp:tok:sofa) OR pre:tok:skinned),(hyp:tok:formal OR pre:tok:act),((((hyp:tok:not AND pre:tok:two) OR hyp:tok:international) OR pre:tok:digging) AND hyp:tok:is)
260,((pre:tok:living OR pre:tok:shaving) OR pre:tok:bearded),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:their) OR hyp:tok:tall),((hyp:tok:eating OR pre:tok:older) OR hyp:tok:cake),((NOT pre:tok:woman) AND oth:overlap:overlap25)
261,((NOT pre:tok:his) AND hyp:tok:popsicle),((hyp:tok:is AND pre:tok:running) OR pre:tok:wheeler),(hyp:tok:tired AND pre:tok:pipe),(((hyp:tok:one OR hyp:tok:wearing) OR pre:tok:only) OR hyp:tok:shirt)
262,(hyp:tok:sleeping OR hyp:tok:swimming),((hyp:tok:in AND pre:tok:pier) AND pre:tok:are),(hyp:tok:people AND hyp:tok:sitting),((hyp:tok:booth OR pre:tok:skiing) AND pre:tok:white)
263,(((NOT pre:tok:are) AND (oth:overlap:overlap75 OR pre:tok:items)) AND (NOT hyp:tok:in)),((hyp:tok:bicycle OR pre:tok:below) OR pre:tok:shadow),((hyp:tok:falls OR pre:tok:trains) OR hyp:tok:rollerblading),((hyp:tok:name OR pre:tok:pumpkin) AND hyp:tok:boy)
264,((hyp:tok:ocean OR pre:tok:dogs) OR hyp:tok:sleeps),(((hyp:tok:this AND pre:tok:pool) OR hyp:tok:podium) OR hyp:tok:watched),(hyp:tok:sleeping OR pre:tok:land),(((hyp:tok:basketball AND pre:tok:line) OR hyp:tok:deer) OR pre:tok:nutcracker)
265,(hyp:tok:project OR hyp:tok:puzzle),((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:playing)),(((hyp:tok:alone OR hyp:tok:sleeping) OR hyp:tok:cat) OR hyp:tok:nobody),(hyp:tok:visiting OR pre:tok:urban)
266,(NOT pre:tok:old),(((hyp:tok:alone OR hyp:tok:swimming) OR hyp:tok:eating) AND (NOT oth:overlap:overlap50)),((hyp:tok:clean OR hyp:tok:uniformed) OR hyp:tok:hoops),(hyp:tok:there OR oth:overlap:overlap75)
267,((((hyp:tok:swimming AND pre:tok:two) OR hyp:tok:maintenance) OR pre:tok:unicycle) OR hyp:tok:paddle),((NOT pre:tok:black) AND hyp:tok:black),((NOT pre:tok:in) AND (hyp:tok:standing AND pre:tok:sitting)),((((hyp:tok:outdoors OR hyp:tok:outside) OR hyp:tok:something) OR hyp:tok:vehicle) OR hyp:tok:moving)
268,((((hyp:tok:chasing OR hyp:tok:playing) OR hyp:tok:middle) AND (NOT pre:tok:playing)) OR hyp:tok:dinner),((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:swimming)),((NOT oth:overlap:overlap25) AND hyp:tok:in),(hyp:tok:lane OR hyp:tok:nine)
269,((((hyp:tok:moon OR hyp:tok:outdoors) OR pre:tok:night) OR pre:tok:chairs) OR pre:tok:tie),((((hyp:tok:naked OR hyp:tok:swimming) OR pre:tok:winter) OR hyp:tok:coffee) AND (NOT oth:overlap:overlap75)),((hyp:tok:for OR hyp:tok:tall) OR hyp:tok:parade),(hyp:tok:coat AND pre:tok:on)
270,(hyp:tok:girl AND pre:tok:ramp),(((NOT pre:tok:in) AND hyp:tok:shoot) OR hyp:tok:protesting),(hyp:tok:human AND pre:tok:army),(((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:outside) OR hyp:tok:near)
271,(((hyp:tok:trunks OR pre:tok:bat) AND pre:tok:to) OR pre:tok:rowing),(((NOT hyp:tok:on) AND (hyp:tok:human OR hyp:tok:man)) OR hyp:tok:friends),(((hyp:tok:women AND pre:tok:man) OR hyp:tok:international) OR hyp:tok:obstacle),((hyp:tok:couple AND pre:tok:countryside) OR pre:tok:meet)
272,((hyp:tok:beer AND pre:tok:man) OR hyp:tok:balance),((((hyp:tok:human OR hyp:tok:vehicles) OR pre:tok:stars) OR pre:tok:belt) AND (NOT pre:tok:-)),((hyp:tok:picnic OR hyp:tok:summer) OR hyp:tok:wheelchair),(((((NOT pre:tok:are) AND hyp:tok:nobody) AND (NOT pre:tok:background)) AND (NOT pre:tok:vest)) OR hyp:tok:pots)
273,(((NOT pre:tok:on) AND hyp:tok:on) OR hyp:tok:eating),((((hyp:tok:human OR pre:tok:daughters) OR pre:tok:steering) OR pre:tok:mural) OR hyp:tok:artwork),(((NOT pre:tok:in) AND (hyp:tok:down AND hyp:tok:sitting)) OR hyp:tok:seated),(NOT pre:tok:water)
274,((((hyp:tok:lighting OR hyp:tok:theater) AND pre:tok:in) OR hyp:tok:cafeteria) AND (NOT pre:tok:with)),((NOT pre:tok:shirt) AND (hyp:tok:blue OR hyp:tok:brown)),(hyp:tok:bank AND pre:tok:in),(hyp:tok:to AND hyp:tok:walking)
275,((hyp:tok:lunch OR hyp:tok:sits) OR hyp:tok:chair),(NOT pre:tok:front),(hyp:tok:jersey OR pre:tok:races),((((pre:tok:and AND pre:tok:gym) OR hyp:tok:cool) AND pre:tok:and) AND (NOT hyp:tok:crowded))
276,(((pre:tok:hikers OR pre:tok:lane) OR pre:tok:slope) OR pre:tok:activity),((hyp:tok:butterfly OR pre:tok:farmers) OR hyp:tok:balance),(hyp:tok:present OR hyp:tok:surrounded),(hyp:tok:hillside OR hyp:tok:squatting)
277,(hyp:tok:humans OR pre:tok:pick),(hyp:tok:blue OR hyp:tok:brown),(((NOT pre:tok:people) AND (hyp:tok:human OR hyp:tok:people)) OR pre:tok:practicing),(((hyp:tok:near OR oth:overlap:overlap75) OR hyp:tok:past) OR hyp:tok:smiling)
278,((hyp:tok:water AND pre:tok:swimming) OR hyp:tok:happening),(((NOT pre:tok:and) AND (hyp:tok:woman AND pre:tok:man)) AND (NOT hyp:tok:to)),(hyp:tok:jogging OR hyp:tok:swimming),((NOT pre:tok:woman) AND hyp:tok:eating)
279,(((hyp:tok:dock OR hyp:tok:swimming) AND hyp:tok:people) OR hyp:tok:though),(((hyp:tok:is AND pre:tok:running) OR pre:tok:wheeler) OR pre:tok:hits),((((NOT oth:overlap:overlap50) AND pre:tok:on) OR hyp:tok:eating) AND (NOT hyp:tok:to)),(((hyp:tok:coat AND pre:tok:on) OR hyp:tok:belt) OR hyp:tok:addressing)
280,(hyp:tok:through AND pre:tok:motorcyclists),(((hyp:tok:costume OR pre:tok:upwards) OR hyp:tok:sticks) AND (NOT pre:tok:is)),((hyp:tok:people OR oth:overlap:overlap75) OR hyp:tok:there),((hyp:tok:asleep OR hyp:tok:sleeping) OR hyp:tok:nap)
281,(((hyp:tok:outdoors OR hyp:tok:there) OR hyp:tok:something) OR hyp:tok:trick),(((NOT pre:tok:man) AND (hyp:tok:mirror OR pre:tok:yelling)) AND hyp:tok:in),((((hyp:tok:sofa AND pre:tok:his) OR pre:tok:naked) AND (NOT oth:overlap:overlap50)) AND oth:overlap:overlap25),((hyp:tok:not AND pre:tok:two) OR hyp:tok:international)
282,(((hyp:tok:saw OR pre:tok:swimsuit) OR pre:tok:army) AND (NOT pre:tok:is)),((((hyp:tok:rollerskating OR hyp:tok:surfing) AND pre:tok:with) OR hyp:tok:teen) AND (NOT pre:tok:at)),(hyp:tok:nobody OR hyp:tok:not),(hyp:tok:song OR pre:tok:drums)
283,(hyp:tok:boat AND pre:tok:driving),(hyp:tok:nobody AND pre:tok:dish),((((hyp:tok:full OR hyp:tok:tractor) OR hyp:tok:international) OR pre:tok:wash) OR hyp:tok:hats),(NOT pre:tok:park)
284,((hyp:tok:groceries AND pre:tok:people) OR pre:tok:army),((((hyp:tok:nobody OR pre:tok:rock) AND pre:tok:in) OR hyp:tok:protesting) AND hyp:tok:is),((((NOT pre:tok:his) AND (hyp:tok:sleeping OR pre:tok:land)) OR hyp:tok:nap) OR hyp:tok:outer),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:'s) OR hyp:tok:after)
285,((((hyp:tok:outdoors OR hyp:tok:there) OR hyp:tok:something) OR hyp:tok:trick) OR hyp:tok:uses),((((hyp:tok:tall AND oth:overlap:overlap25) OR pre:tok:quickly) AND (NOT hyp:tok:is)) OR hyp:tok:lead),(hyp:tok:at AND pre:tok:ride),((hyp:tok:tall OR hyp:tok:trying) OR hyp:tok:friends)
286,(((hyp:tok:suburban OR pre:tok:skiing) OR hyp:tok:clouds) OR hyp:tok:terrain),((NOT pre:tok:is) AND (hyp:tok:outdoors AND pre:tok:in)),(hyp:tok:swimming AND pre:tok:holding),((hyp:tok:championship OR hyp:tok:desert) OR hyp:tok:swing)
287,(hyp:tok:empty OR hyp:tok:swimming),(((hyp:tok:naked OR hyp:tok:swimming) OR pre:tok:winter) OR hyp:tok:coffee),(hyp:tok:vacation AND pre:tok:are),(((hyp:tok:bamboo OR pre:tok:shelter) AND hyp:tok:outside) OR pre:tok:preschool)
288,(hyp:tok:finishing OR hyp:tok:shoveling),(hyp:tok:gear OR pre:tok:poster),((((hyp:tok:outside OR hyp:tok:something) OR hyp:tok:near) OR hyp:tok:outdoors) OR hyp:tok:picture),(hyp:tok:sheep AND pre:tok:and)
289,(hyp:tok:inside OR hyp:tok:kitchen),((NOT pre:tok:two) AND (hyp:tok:diving OR pre:tok:between)),((((hyp:tok:buddhist OR hyp:tok:elder) OR hyp:tok:name) OR hyp:tok:tube) AND (NOT pre:tok:man)),((hyp:tok:near OR oth:overlap:overlap75) OR hyp:tok:past)
290,(((NOT pre:tok:in) AND hyp:tok:bass) OR pre:tok:skydiving),(NOT hyp:tok:sleeping),(((hyp:tok:brothers AND pre:tok:trampoline) OR hyp:tok:fetch) AND pre:tok:in),(NOT hyp:tok:at)
291,(hyp:tok:lime AND hyp:tok:woman),(hyp:tok:beach AND pre:tok:balcony),(hyp:tok:yellow OR pre:tok:corn),(NOT pre:tok:background)
292,((((hyp:tok:rope OR pre:tok:uniformed) AND hyp:tok:are) OR hyp:tok:sandwiches) OR hyp:tok:finishing),((((NOT pre:tok:outside) AND hyp:tok:outside) AND (NOT pre:tok:woman)) AND (NOT pre:tok:-)),(hyp:tok:brushes OR hyp:tok:rollerblading),((((hyp:tok:basketball AND pre:tok:line) OR hyp:tok:deer) OR pre:tok:nutcracker) AND (NOT hyp:tok:child))
293,((hyp:tok:his OR pre:tok:with) OR pre:tok:standing),(hyp:tok:outside OR oth:overlap:overlap50),(NOT hyp:tok:woman),((hyp:tok:curly OR hyp:tok:khaki) OR hyp:tok:cute)
294,(pre:tok:blue OR pre:tok:in),(hyp:tok:bicycle OR pre:tok:below),((NOT pre:tok:young) AND hyp:tok:young),((((hyp:tok:black AND pre:tok:white) AND hyp:tok:is) OR hyp:tok:bandanna) OR hyp:tok:addressing)
295,(((hyp:tok:appears OR hyp:tok:sad) OR hyp:tok:blouse) OR hyp:tok:rowboat),((NOT pre:tok:beach) AND hyp:tok:beach),((NOT oth:overlap:overlap25) AND (pre:tok:blanket OR pre:tok:experiment)),(((oth:overlap:overlap75 AND pre:tok:in) AND pre:tok:and) OR hyp:tok:coat)
296,(((hyp:tok:too AND pre:tok:woman) OR pre:tok:forehead) AND (NOT pre:tok:is)),(hyp:tok:costumed OR hyp:tok:dish),((NOT pre:tok:woman) AND (hyp:tok:drinks OR hyp:tok:nobody)),((hyp:tok:group AND pre:tok:gets) OR hyp:tok:curtain)
297,((NOT oth:overlap:overlap50) AND (pre:tok:blue OR pre:tok:in)),((((NOT pre:tok:while) AND (hyp:tok:green OR hyp:tok:wearing)) AND (NOT hyp:tok:and)) OR pre:tok:cement),((hyp:tok:outdoors OR hyp:tok:vehicle) OR hyp:tok:moving),(hyp:tok:humans AND pre:tok:courtyard)
298,(((pre:tok:cherry OR pre:tok:picking) OR pre:tok:angry) OR hyp:tok:bottom),(((hyp:tok:barbecue AND pre:tok:man) OR pre:tok:wild) AND oth:overlap:overlap50),(hyp:tok:her AND hyp:tok:swimming),(((hyp:tok:couple AND pre:tok:countryside) OR pre:tok:meet) AND (NOT hyp:tok:is))
299,((hyp:tok:groom OR hyp:tok:toothbrush) OR hyp:tok:chat),(hyp:tok:bicycle OR hyp:tok:jogging),(((((NOT oth:overlap:overlap25) AND pre:tok:photographed) OR hyp:tok:surf) AND (NOT pre:tok:and)) OR pre:tok:humans),(hyp:tok:are AND pre:tok:jumped)
300,(hyp:tok:wearing AND pre:tok:to),(oth:overlap:overlap50 OR pre:tok:shirt),(hyp:tok:grassy AND pre:tok:is),((hyp:tok:blue AND pre:tok:coat) OR hyp:tok:bandanna)
301,(hyp:tok:motor OR pre:tok:motor),(hyp:tok:after OR hyp:tok:for),((hyp:tok:backwards OR hyp:tok:name) AND hyp:tok:his),(hyp:tok:backpacks OR pre:tok:birthday)
302,((((hyp:tok:pool OR hyp:tok:swimming) OR hyp:tok:surfing) OR pre:tok:lake) OR hyp:tok:laundromat),(pre:tok:married OR pre:tok:splashes),(hyp:tok:sport AND pre:tok:play),((((NOT pre:tok:woman) AND oth:overlap:overlap25) OR hyp:tok:outside) AND (NOT hyp:tok:people))
303,(((NOT pre:tok:dog) AND hyp:tok:dog) OR pre:tok:compete),(((hyp:tok:low OR pre:tok:railing) OR hyp:tok:rollerblading) AND (NOT oth:overlap:overlap25)),(hyp:tok:beach AND pre:tok:walking),(((hyp:tok:hotel OR pre:tok:airport) AND hyp:tok:sits) OR hyp:tok:cafeteria)
304,((hyp:tok:indoors OR hyp:tok:machine) OR pre:tok:bearded),(((NOT pre:tok:woman) AND (hyp:tok:bicycle OR hyp:tok:jogging)) OR hyp:tok:gun),(((hyp:tok:pool AND oth:overlap:overlap50) AND hyp:tok:in) OR hyp:tok:roller),((hyp:tok:bamboo OR pre:tok:shelter) AND hyp:tok:outside)
305,((((hyp:tok:in AND hyp:tok:swimming) OR hyp:tok:enjoy) OR hyp:tok:roller) OR hyp:tok:crime),(((hyp:tok:competition AND hyp:tok:surfing) OR pre:tok:pet) AND hyp:tok:in),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:sitting)) OR hyp:tok:swimming) OR hyp:tok:no),(hyp:tok:khaki OR hyp:tok:safety)
306,((((hyp:tok:nobody OR hyp:tok:not) OR hyp:tok:eats) OR hyp:tok:n't) OR hyp:tok:fish),((((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:person) OR hyp:tok:some),(hyp:tok:falls OR pre:tok:trains),((((hyp:tok:to AND hyp:tok:walking) OR hyp:tok:coach) OR hyp:tok:played) AND (NOT pre:tok:to))
307,((((hyp:tok:women AND pre:tok:men) OR hyp:tok:buys) AND (NOT pre:tok:to)) OR hyp:tok:low),(((NOT oth:overlap:overlap25) AND (hyp:tok:painting OR hyp:tok:smiling)) OR hyp:tok:left),((hyp:tok:staircase AND pre:tok:is) OR hyp:tok:lighting),((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:outside)
308,((hyp:tok:older AND pre:tok:holding) AND hyp:tok:her),(((((NOT oth:overlap:overlap50) AND hyp:tok:sleeping) OR hyp:tok:sleep) OR hyp:tok:unicycle) AND (NOT pre:tok:child)),(((hyp:tok:eating OR hyp:tok:nobody) OR hyp:tok:alone) OR hyp:tok:drives),((hyp:tok:inside AND pre:tok:on) AND hyp:tok:is)
309,((((hyp:tok:home AND pre:tok:from) AND hyp:tok:is) OR hyp:tok:handing) AND (NOT pre:tok:to)),((((hyp:tok:indoors OR hyp:tok:inside) OR hyp:tok:sofa) OR hyp:tok:desks) AND (NOT hyp:tok:woman)),((hyp:tok:bottles OR pre:tok:heading) OR hyp:tok:groom),((((hyp:tok:curly OR hyp:tok:khaki) OR hyp:tok:cute) AND oth:overlap:overlap50) OR hyp:tok:push)
310,(hyp:tok:indoors OR hyp:tok:machine),(hyp:tok:walks AND pre:tok:protecting),(hyp:tok:cats OR hyp:tok:eats),(((hyp:tok:doctors OR hyp:tok:paddles) OR hyp:tok:wheeler) AND hyp:tok:man)
311,(((hyp:tok:asleep OR hyp:tok:nobody) OR hyp:tok:naked) OR hyp:tok:sleeps),((hyp:tok:fetch OR hyp:tok:turns) AND pre:tok:in),((hyp:tok:shirt AND pre:tok:skates) OR hyp:tok:pipes),((hyp:tok:women AND pre:tok:lost) OR hyp:tok:handing)
312,(pre:tok:are AND pre:tok:this),(((((NOT pre:tok:white) AND hyp:tok:white) OR hyp:tok:heels) AND pre:tok:and) AND (NOT pre:tok:red)),((((NOT pre:tok:in) AND (hyp:tok:down AND hyp:tok:sitting)) OR hyp:tok:seated) OR hyp:tok:bank),(((NOT pre:tok:to) AND (hyp:tok:outside OR hyp:tok:people)) AND (NOT pre:tok:street))
313,(hyp:tok:drinking OR pre:tok:riding),(pre:tok:indoor AND pre:tok:young),(((hyp:tok:are OR oth:overlap:overlap25) OR hyp:tok:person) OR pre:tok:holding),((((hyp:tok:dancing OR hyp:tok:running) OR hyp:tok:driving) AND (NOT oth:overlap:overlap50)) OR hyp:tok:jumping)
314,((hyp:tok:are AND hyp:tok:sleeping) OR pre:tok:shoot),((hyp:tok:microscope OR pre:tok:flowered) OR hyp:tok:camouflage),((hyp:tok:brushes OR hyp:tok:rollerblading) OR hyp:tok:you),(hyp:tok:bus OR hyp:tok:clown)
315,(((((NOT pre:tok:on) AND hyp:tok:swimming) AND oth:overlap:overlap25) AND hyp:tok:in) AND (NOT pre:tok:is)),((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his),((((hyp:tok:at OR hyp:tok:playing) OR pre:tok:camera) AND (NOT oth:overlap:overlap75)) OR hyp:tok:building),(hyp:tok:is AND hyp:tok:no)
316,(hyp:tok:about OR hyp:tok:for),((((hyp:tok:dingy OR hyp:tok:tips) AND hyp:tok:sidewalk) OR hyp:tok:crane) AND oth:overlap:overlap50),(hyp:tok:men AND pre:tok:woman),((hyp:tok:outdoors OR hyp:tok:outside) OR hyp:tok:something)
317,(((hyp:tok:indoors OR hyp:tok:machine) OR pre:tok:bearded) OR pre:tok:chef),(NOT hyp:tok:next),(hyp:tok:outside OR hyp:tok:something),(hyp:tok:in AND hyp:tok:swim)
318,((((hyp:tok:to OR pre:tok:street) OR hyp:tok:old) OR hyp:tok:eating) OR hyp:tok:her),((hyp:tok:through AND pre:tok:motorcyclists) OR pre:tok:act),(((hyp:tok:video OR pre:tok:chess) OR hyp:tok:fingers) OR hyp:tok:steering),(((hyp:tok:some OR oth:overlap:overlap50) OR hyp:tok:something) OR hyp:tok:has)
319,(hyp:tok:cardboard AND pre:tok:in),(NOT pre:tok:pants),((NOT hyp:tok:for) AND oth:overlap:overlap50),(hyp:tok:adults OR hyp:tok:cuts)
320,(pre:tok:blue OR pre:tok:up),((((hyp:tok:and AND oth:overlap:overlap75) OR hyp:tok:sad) AND (NOT pre:tok:black)) OR hyp:tok:puzzle),(hyp:tok:outdoors AND pre:tok:arrive),(((NOT pre:tok:woman) AND hyp:tok:eating) OR pre:tok:roller)
