,Cluster1,Cluster2,Cluster3,Cluster4
176,(hyp:tok:pots OR pre:tok:camping),((pre:tok:crafts OR pre:tok:flowered) OR pre:tok:mid),((((hyp:tok:friends OR hyp:tok:tall) OR hyp:tok:trying) OR hyp:tok:marathon) OR hyp:tok:professional),((hyp:tok:coat AND pre:tok:on) OR hyp:tok:belt)
177,(((hyp:tok:jet OR hyp:tok:tea) OR pre:tok:fun) OR hyp:tok:rowboat),(((hyp:tok:tools OR pre:tok:jet) AND hyp:tok:is) OR pre:tok:napping),((hyp:tok:her AND hyp:tok:swimming) AND pre:tok:is),((hyp:tok:khaki OR hyp:tok:safety) OR hyp:tok:classroom)
178,((((NOT hyp:tok:sitting) AND (hyp:tok:down OR pre:tok:sitting)) OR pre:tok:four) AND (NOT oth:overlap:overlap50)),((((hyp:tok:men AND pre:tok:women) OR hyp:tok:brushes) OR hyp:tok:produce) AND (NOT pre:tok:men)),(hyp:tok:shirt AND pre:tok:skates),(((NOT pre:tok:man) AND (hyp:tok:asleep OR hyp:tok:sleeping)) OR hyp:tok:desk)
179,((hyp:tok:ramp OR hyp:tok:snowball) OR pre:tok:struggling),((((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:outdoors) OR pre:tok:ball),(((pre:tok:motorcycles OR pre:tok:set) AND hyp:tok:people) OR hyp:tok:clouds),(((NOT hyp:tok:is) AND (hyp:tok:flip OR hyp:tok:not)) OR hyp:tok:buildings)
180,(hyp:tok:beer AND pre:tok:man),(((pre:tok:boy AND pre:tok:skateboard) OR hyp:tok:wheeler) AND (NOT oth:overlap:overlap50)),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:from) AND (NOT oth:overlap:overlap50)) OR hyp:tok:friends),(((hyp:tok:outdoors OR hyp:tok:outside) OR hyp:tok:something) OR hyp:tok:vehicle)
181,(hyp:tok:religious AND hyp:tok:to),(hyp:tok:nothing AND pre:tok:woman),((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:sitting)),((((pre:tok:buy OR pre:tok:lunch) OR pre:tok:gentlemen) OR pre:tok:conversation) AND (NOT pre:tok:and))
182,(((pre:tok:living OR pre:tok:shaving) OR pre:tok:bearded) OR hyp:tok:sport),(NOT pre:tok:his),(((hyp:tok:japanese OR pre:tok:profile) OR hyp:tok:cloudy) AND (NOT pre:tok:with)),((((NOT pre:tok:red) AND hyp:tok:red) OR pre:tok:tea) AND (NOT hyp:tok:wearing))
183,((((NOT hyp:tok:man) AND (hyp:tok:years OR pre:tok:nap)) OR pre:tok:musician) AND (NOT pre:tok:one)),((((hyp:tok:running OR hyp:tok:television) OR hyp:tok:sleeps) AND (NOT oth:overlap:overlap75)) OR hyp:tok:stroller),(hyp:tok:seems OR hyp:tok:speaking),((NOT oth:overlap:overlap25) AND (pre:tok:images OR pre:tok:wet))
184,((hyp:tok:tall AND pre:tok:and) OR hyp:tok:river),(((NOT oth:overlap:overlap25) AND hyp:tok:is) OR hyp:tok:tall),(hyp:tok:enjoying OR hyp:tok:lab),((hyp:tok:black AND pre:tok:white) AND hyp:tok:is)
185,((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:wearing)),((((hyp:tok:bus OR hyp:tok:desert) OR hyp:tok:lighting) OR hyp:tok:empty) OR pre:tok:structure),((((hyp:tok:his AND oth:overlap:overlap75) OR hyp:tok:climbs) OR hyp:tok:students) OR hyp:tok:grassy),((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his)
186,(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:their) OR hyp:tok:during),(((NOT pre:tok:people) AND (oth:overlap:overlap75 AND pre:tok:in)) OR hyp:tok:store),(hyp:tok:outside OR oth:overlap:overlap50),(hyp:tok:standing AND pre:tok:knife)
187,((((hyp:tok:protective OR hyp:tok:shoot) OR hyp:tok:pretending) AND pre:tok:and) OR hyp:tok:may),((((hyp:tok:costumed OR hyp:tok:dish) OR pre:tok:television) OR pre:tok:barn) AND (NOT hyp:tok:sitting)),(((NOT pre:tok:to) AND hyp:tok:to) AND oth:overlap:overlap50),((hyp:tok:bottles OR pre:tok:poker) AND hyp:tok:is)
188,((((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:soccer)) OR hyp:tok:duck) AND (NOT pre:tok:white)),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:in)) OR hyp:tok:eating) AND (NOT hyp:tok:outside)),((((pre:tok:cleaning AND pre:tok:person) OR hyp:tok:sing) AND oth:overlap:overlap25) OR hyp:tok:brushes),((NOT pre:tok:man) AND (hyp:tok:asleep OR hyp:tok:sleeping))
189,(NOT pre:tok:walking),(hyp:tok:groom OR hyp:tok:year),((((hyp:tok:control OR pre:tok:sound) AND hyp:tok:plays) OR pre:tok:dead) AND (NOT pre:tok:with)),((NOT pre:tok:another) AND (hyp:tok:standing AND pre:tok:sitting))
190,(hyp:tok:human OR hyp:tok:humans),(hyp:tok:cliff OR hyp:tok:eating),((((hyp:tok:eating OR hyp:tok:nobody) OR hyp:tok:alone) OR hyp:tok:drives) OR hyp:tok:only),(((hyp:tok:girl AND pre:tok:cool) OR hyp:tok:obstacle) AND hyp:tok:girl)
191,(((hyp:tok:eating OR pre:tok:background) OR hyp:tok:swimming) OR hyp:tok:driving),(hyp:tok:stay AND pre:tok:and),(hyp:tok:eats AND pre:tok:sandwich),(hyp:tok:any OR hyp:tok:tops)
192,((hyp:tok:at OR hyp:tok:in) OR hyp:tok:to),((((hyp:tok:mask OR pre:tok:go) OR hyp:tok:chases) OR pre:tok:sound) OR pre:tok:surfboard),(hyp:tok:after OR hyp:tok:for),(hyp:tok:are OR hyp:tok:is)
193,((((hyp:tok:blue OR hyp:tok:eating) OR hyp:tok:green) AND (NOT pre:tok:on)) OR hyp:tok:eats),(hyp:tok:signs OR hyp:tok:tv),(hyp:tok:bed OR hyp:tok:inside),(hyp:tok:boat OR hyp:tok:riding)
194,((((hyp:tok:to OR oth:overlap:overlap50) OR hyp:tok:person) OR pre:tok:play) AND (NOT hyp:tok:group)),(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:on)) OR hyp:tok:sleeping),((((hyp:tok:acoustic OR hyp:tok:hillside) OR pre:tok:lost) OR pre:tok:thinking) OR hyp:tok:obstacle),(hyp:tok:event OR hyp:tok:outside)
195,((hyp:tok:identical OR hyp:tok:mouths) AND hyp:tok:two),((pre:tok:married OR pre:tok:splashes) AND pre:tok:as),(hyp:tok:pitcher OR pre:tok:cup),((NOT oth:overlap:overlap50) AND (hyp:tok:inside OR hyp:tok:sitting))
196,(hyp:tok:indoors OR hyp:tok:inside),((((NOT pre:tok:woman) AND (hyp:tok:bicycle OR hyp:tok:jogging)) OR hyp:tok:gun) OR pre:tok:shark),(hyp:tok:bamboo OR hyp:tok:rowing),((((hyp:tok:hotel OR pre:tok:airport) AND hyp:tok:sits) OR hyp:tok:cafeteria) AND (NOT pre:tok:woman))
197,(((((NOT pre:tok:running) AND hyp:tok:running) AND oth:overlap:overlap25) AND (NOT hyp:tok:man)) AND (NOT pre:tok:two)),(((hyp:tok:animals AND pre:tok:water) OR hyp:tok:5) OR hyp:tok:elder),((((NOT pre:tok:men) AND (hyp:tok:humans AND pre:tok:in)) OR pre:tok:turns) AND (NOT pre:tok:and)),((((hyp:tok:khaki OR hyp:tok:safety) OR hyp:tok:classroom) AND oth:overlap:overlap75) AND (NOT pre:tok:is))
198,((NOT oth:overlap:overlap50) AND (pre:tok:pose OR pre:tok:walking)),((((NOT pre:tok:to) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:home) AND (NOT pre:tok:at)),(((NOT oth:overlap:overlap25) AND pre:tok:photographed) OR hyp:tok:surf),(((hyp:tok:outside AND pre:tok:stairs) OR pre:tok:yoga) AND hyp:tok:outside)
199,((NOT hyp:tok:are) AND (hyp:tok:humans OR pre:tok:pick)),(((hyp:tok:lunch OR hyp:tok:outer) OR hyp:tok:desk) OR hyp:tok:body),((((hyp:tok:bath OR hyp:tok:inside) AND pre:tok:and) OR hyp:tok:video) OR hyp:tok:laboratory),((((hyp:tok:free OR hyp:tok:moon) OR hyp:tok:bath) OR pre:tok:pier) OR pre:tok:mcdonald)
200,((NOT oth:overlap:overlap25) AND pre:tok:on),((NOT pre:tok:playing) AND (hyp:tok:playing OR hyp:tok:running)),(((hyp:tok:lane OR hyp:tok:milk) AND hyp:tok:are) AND (NOT pre:tok:people)),((((hyp:tok:inside OR pre:tok:running) OR hyp:tok:one) OR hyp:tok:driving) OR hyp:tok:drives)
201,((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:outdoors),((hyp:tok:sits OR hyp:tok:sleeping) OR hyp:tok:nap),((((hyp:tok:eating OR hyp:tok:tv) OR hyp:tok:eats) OR hyp:tok:numbers) OR pre:tok:liquid),(NOT pre:tok:for)
202,(((NOT oth:overlap:overlap50) AND (hyp:tok:cat OR hyp:tok:eating)) OR hyp:tok:driving),((hyp:tok:inside AND pre:tok:sitting) AND pre:tok:in),(hyp:tok:chinese OR pre:tok:resting),((hyp:tok:alone OR hyp:tok:sleeping) OR hyp:tok:couch)
203,((pre:tok:movie OR pre:tok:produce) AND hyp:tok:is),(hyp:tok:conversation AND pre:tok:are),((hyp:tok:nobody AND pre:tok:large) AND pre:tok:is),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:friends) OR hyp:tok:tall) OR hyp:tok:new)
204,((hyp:tok:not OR oth:overlap:overlap75) OR hyp:tok:nobody),(((NOT oth:overlap:overlap50) AND hyp:tok:sleeping) OR hyp:tok:sleep),(hyp:tok:picnic AND pre:tok:white),(hyp:tok:race AND pre:tok:track)
205,(hyp:tok:black AND hyp:tok:wearing),(((oth:overlap:overlap25 OR pre:tok:while) OR hyp:tok:is) OR hyp:tok:are),(hyp:tok:cat OR hyp:tok:tv),((NOT oth:overlap:overlap25) AND (pre:tok:dark OR pre:tok:green))
206,(pre:tok:cherry OR pre:tok:picking),(hyp:tok:sits OR hyp:tok:sitting),(hyp:tok:stroller OR pre:tok:diner),((((hyp:tok:tall OR hyp:tok:trying) OR hyp:tok:friends) OR hyp:tok:winning) OR hyp:tok:vacation)
207,((hyp:tok:human OR pre:tok:surfing) OR pre:tok:chopping),(hyp:tok:ball AND pre:tok:dog),(((hyp:tok:at AND hyp:tok:home) OR hyp:tok:bed) OR hyp:tok:dishes),(NOT pre:tok:vest)
208,(hyp:tok:tall AND pre:tok:two),((hyp:tok:rollerskating OR hyp:tok:surfing) AND pre:tok:with),((((hyp:tok:at AND pre:tok:ride) OR pre:tok:rowing) OR hyp:tok:pets) OR pre:tok:races),(((((NOT pre:tok:woman) AND oth:overlap:overlap25) OR hyp:tok:outside) AND (NOT hyp:tok:people)) AND (NOT pre:tok:red))
209,((NOT hyp:tok:man) AND hyp:tok:sleeping),(hyp:tok:inside OR hyp:tok:not),((hyp:tok:men AND pre:tok:woman) OR hyp:tok:guitars),((((hyp:tok:drives AND pre:tok:is) OR pre:tok:wild) OR hyp:tok:deer) AND (NOT oth:overlap:overlap50))
210,(hyp:tok:scarves OR pre:tok:easter),(((pre:tok:indoor AND pre:tok:young) OR hyp:tok:ears) OR hyp:tok:move),((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his),((((NOT pre:tok:blue) AND (hyp:tok:blue OR hyp:tok:different)) OR hyp:tok:theater) OR hyp:tok:bowl)
211,(((hyp:tok:motor OR pre:tok:motor) AND hyp:tok:women) OR hyp:tok:yelling),(((NOT oth:overlap:overlap25) AND (pre:tok:in OR pre:tok:wearing)) OR hyp:tok:sleeping),((((hyp:tok:bus OR hyp:tok:phone) OR hyp:tok:orchestra) OR pre:tok:!) OR pre:tok:6),((((pre:tok:barn OR pre:tok:ocean) OR hyp:tok:bathtub) AND pre:tok:in) OR hyp:tok:swimsuit)
212,(((hyp:tok:computer OR hyp:tok:image) OR hyp:tok:wrestlers) OR hyp:tok:science),((NOT pre:tok:to) AND (hyp:tok:cat OR pre:tok:see)),((((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:are)) OR hyp:tok:for) AND (NOT hyp:tok:there)),((NOT hyp:tok:to) AND oth:overlap:overlap75)
213,(((hyp:tok:laying OR hyp:tok:seated) OR hyp:tok:pub) OR hyp:tok:fell),(pre:tok:church OR pre:tok:steel),(((hyp:tok:sofa AND pre:tok:his) OR pre:tok:naked) AND (NOT oth:overlap:overlap50)),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:her)
214,(hyp:tok:lighting OR hyp:tok:theater),(hyp:tok:fetch OR hyp:tok:turns),((((NOT pre:tok:woman) AND (hyp:tok:jogging OR hyp:tok:swimming)) AND (NOT oth:overlap:overlap75)) AND (NOT hyp:tok:ocean)),(hyp:tok:park AND pre:tok:water)
215,(((pre:tok:night AND pre:tok:walking) OR hyp:tok:guitars) OR hyp:tok:lamp),(hyp:tok:compete OR hyp:tok:microscope),(hyp:tok:stroll AND pre:tok:while),((((hyp:tok:race AND pre:tok:track) OR pre:tok:burning) OR hyp:tok:come) AND (NOT pre:tok:in))
216,((pre:tok:man OR pre:tok:with) OR hyp:tok:child),((((hyp:tok:no OR hyp:tok:nobody) OR hyp:tok:anything) OR pre:tok:excited) OR hyp:tok:nothing),((hyp:tok:chases OR pre:tok:traveling) AND pre:tok:in),((((hyp:tok:nobody OR hyp:tok:sleeping) OR hyp:tok:asleep) OR hyp:tok:naked) OR hyp:tok:cat)
217,((((hyp:tok:asleep OR hyp:tok:nobody) OR hyp:tok:naked) OR hyp:tok:sleeps) OR hyp:tok:nothing),((NOT pre:tok:and) AND (hyp:tok:home AND pre:tok:beach)),(pre:tok:cleaning AND pre:tok:person),(((((NOT pre:tok:red) AND hyp:tok:red) OR pre:tok:tea) AND (NOT hyp:tok:wearing)) AND (NOT hyp:tok:are))
218,((((NOT pre:tok:is) AND (hyp:tok:is AND hyp:tok:park)) AND (NOT pre:tok:with)) OR hyp:tok:carrot),((hyp:tok:wife AND pre:tok:shirt) OR hyp:tok:bystanders),(((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:are)) OR hyp:tok:for),(hyp:tok:people AND hyp:tok:sitting)
219,(hyp:tok:human OR hyp:tok:wearing),((((hyp:tok:saw OR pre:tok:muddy) OR hyp:tok:handing) AND (NOT hyp:tok:is)) AND (NOT pre:tok:front)),(((NOT pre:tok:young) AND hyp:tok:young) OR hyp:tok:yellow),(NOT pre:tok:building)
220,((hyp:tok:driving OR hyp:tok:field) OR pre:tok:kids),(((pre:tok:in OR pre:tok:on) OR oth:overlap:overlap25) AND (NOT oth:overlap:overlap75)),((hyp:tok:at AND pre:tok:ride) OR pre:tok:rowing),(hyp:tok:blue AND pre:tok:red)
221,((((NOT hyp:tok:riding) AND (hyp:tok:drinking OR pre:tok:riding)) OR hyp:tok:blanket) OR pre:tok:waves),(hyp:tok:nobody OR oth:overlap:overlap75),(hyp:tok:dish OR pre:tok:pumpkin),((NOT pre:tok:on) AND hyp:tok:sleeping)
222,((hyp:tok:eating OR pre:tok:microphone) OR hyp:tok:laying),(((hyp:tok:desert OR hyp:tok:grassy) OR hyp:tok:beige) OR hyp:tok:arena),(((hyp:tok:his AND oth:overlap:overlap75) OR hyp:tok:climbs) OR hyp:tok:students),((hyp:tok:doctors OR hyp:tok:paddles) OR hyp:tok:wheeler)
223,((((hyp:tok:human OR hyp:tok:humans) OR pre:tok:farmer) OR pre:tok:crafts) OR pre:tok:splashes),((hyp:tok:women AND pre:tok:men) OR hyp:tok:vegetable),((NOT pre:tok:looking) AND (hyp:tok:outside OR oth:overlap:overlap25)),((hyp:tok:backpacks OR pre:tok:birthday) OR hyp:tok:carnival)
224,((((hyp:tok:bed OR hyp:tok:police) OR hyp:tok:laying) OR pre:tok:washes) OR hyp:tok:bedroom),(hyp:tok:talk AND pre:tok:outside),(((hyp:tok:chases OR pre:tok:decorative) OR pre:tok:warehouse) OR hyp:tok:chinese),(hyp:tok:name OR pre:tok:pumpkin)
225,((hyp:tok:two AND pre:tok:tv) AND oth:overlap:overlap50),(((((NOT pre:tok:woman) AND hyp:tok:woman) AND pre:tok:man) AND (NOT hyp:tok:man)) AND (NOT pre:tok:blue)),((hyp:tok:lost OR hyp:tok:parking) OR hyp:tok:shops),(((hyp:tok:hoping OR hyp:tok:last) OR pre:tok:crossing) AND (NOT oth:overlap:overlap25))
226,((((hyp:tok:and OR pre:tok:man) OR hyp:tok:at) OR pre:tok:out) AND (NOT hyp:tok:there)),(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:on)) OR hyp:tok:inside),(((hyp:tok:dancing OR hyp:tok:playing) OR pre:tok:against) AND (NOT oth:overlap:overlap75)),((hyp:tok:hoops OR pre:tok:yarn) OR hyp:tok:sunlight)
227,(((NOT oth:overlap:overlap50) AND (pre:tok:blue OR pre:tok:in)) AND (NOT pre:tok:men)),((NOT pre:tok:and) AND hyp:tok:tall),((hyp:tok:people AND hyp:tok:sitting) OR pre:tok:soap),(((hyp:tok:sleeping AND pre:tok:dog) OR pre:tok:sunlight) AND (NOT pre:tok:through))
228,((NOT pre:tok:two) AND hyp:tok:outside),((hyp:tok:costume OR pre:tok:upwards) OR hyp:tok:sticks),(((pre:tok:cleaning AND pre:tok:person) OR hyp:tok:sing) AND oth:overlap:overlap25),((((NOT pre:tok:in) AND (hyp:tok:adults OR hyp:tok:cuts)) AND (NOT hyp:tok:on)) OR hyp:tok:brushes)
229,((((NOT oth:overlap:overlap50) AND (pre:tok:blue OR pre:tok:in)) AND (NOT pre:tok:men)) AND (NOT pre:tok:suit)),((((NOT pre:tok:red) AND (hyp:tok:outdoors OR hyp:tok:outside)) AND (NOT hyp:tok:children)) AND (NOT pre:tok:blue)),(NOT pre:tok:men),(hyp:tok:basketball AND pre:tok:line)
230,(hyp:tok:ladies OR hyp:tok:tv),((((NOT hyp:tok:to) AND (oth:overlap:overlap25 OR pre:tok:and)) AND (NOT hyp:tok:for)) AND (NOT hyp:tok:his)),(hyp:tok:outside OR oth:overlap:overlap75),((hyp:tok:than OR pre:tok:males) OR hyp:tok:wet)
231,((((hyp:tok:seated OR pre:tok:railing) AND pre:tok:are) OR hyp:tok:6) OR pre:tok:meet),((((hyp:tok:falls OR pre:tok:gentleman) AND hyp:tok:woman) OR hyp:tok:low) OR hyp:tok:complete),(((hyp:tok:alone OR hyp:tok:empty) OR hyp:tok:sofa) AND (NOT pre:tok:with)),((((hyp:tok:visiting OR pre:tok:urban) AND pre:tok:older) OR pre:tok:moon) OR pre:tok:shark)
232,((hyp:tok:bed OR hyp:tok:police) OR hyp:tok:laying),(hyp:tok:clock AND pre:tok:man),(hyp:tok:sleeping AND pre:tok:carriage),((hyp:tok:acoustic OR hyp:tok:shoveling) OR pre:tok:injured)
233,((hyp:tok:in OR pre:tok:while) OR pre:tok:race),((((hyp:tok:least AND pre:tok:on) OR hyp:tok:wheeled) OR pre:tok:pick) OR pre:tok:turns),(NOT pre:tok:for),((hyp:tok:event OR hyp:tok:outside) OR hyp:tok:sunny)
234,((((hyp:tok:are AND hyp:tok:down) OR hyp:tok:truck) AND (NOT oth:overlap:overlap50)) OR pre:tok:control),(((pre:tok:black AND pre:tok:open) OR pre:tok:shadow) OR hyp:tok:handing),(((hyp:tok:outside OR hyp:tok:to) OR hyp:tok:outdoors) OR hyp:tok:for),((((NOT oth:overlap:overlap50) AND hyp:tok:inside) AND (NOT hyp:tok:people)) OR pre:tok:television)
235,(((pre:tok:movie OR pre:tok:produce) AND hyp:tok:is) OR pre:tok:training),(((NOT hyp:tok:to) AND (oth:overlap:overlap50 OR pre:tok:shirt)) AND oth:overlap:overlap25),(hyp:tok:dancing OR hyp:tok:playing),(hyp:tok:visiting AND pre:tok:people)
236,((hyp:tok:drums OR hyp:tok:swimming) OR hyp:tok:roller),(NOT hyp:tok:down),(hyp:tok:bus OR hyp:tok:phone),((((hyp:tok:bus OR hyp:tok:clown) OR hyp:tok:moon) OR hyp:tok:stroller) OR pre:tok:laboratory)
237,((hyp:tok:down OR hyp:tok:ground) OR hyp:tok:swimming),(((hyp:tok:park OR hyp:tok:swimming) OR hyp:tok:grassy) AND (NOT oth:overlap:overlap75)),((((NOT hyp:tok:for) AND oth:overlap:overlap50) OR hyp:tok:has) AND (NOT pre:tok:walking)),(((hyp:tok:tall OR hyp:tok:trying) OR hyp:tok:friends) OR hyp:tok:winning)
238,(hyp:tok:gesturing OR pre:tok:headscarf),((((hyp:tok:barbecue AND pre:tok:man) OR pre:tok:wild) AND oth:overlap:overlap50) AND (NOT hyp:tok:man)),(((((NOT oth:overlap:overlap25) AND hyp:tok:bikes) OR hyp:tok:pedaling) OR hyp:tok:convertible) AND (NOT pre:tok:by)),(hyp:tok:with AND pre:tok:soda)
239,((NOT pre:tok:with) AND (hyp:tok:his OR pre:tok:two)),((hyp:tok:no OR hyp:tok:nobody) OR hyp:tok:anything),((((hyp:tok:car OR hyp:tok:running) OR hyp:tok:painting) AND (NOT pre:tok:running)) AND (NOT pre:tok:car)),(hyp:tok:hoops OR pre:tok:yarn)
240,((hyp:tok:pool OR hyp:tok:swimming) OR hyp:tok:surfing),(((hyp:tok:jumped OR hyp:tok:television) OR hyp:tok:desk) OR hyp:tok:angry),((hyp:tok:beach AND pre:tok:walking) OR pre:tok:cigarettes),(hyp:tok:nobody OR hyp:tok:sleeping)
241,(((((NOT oth:overlap:overlap25) AND hyp:tok:is) OR hyp:tok:home) OR hyp:tok:they) OR pre:tok:waiting),(hyp:tok:activity AND pre:tok:with),((((hyp:tok:formal OR pre:tok:act) OR hyp:tok:surf) AND hyp:tok:are) AND (NOT oth:overlap:overlap25)),((NOT hyp:tok:people) AND hyp:tok:inside)
242,(((hyp:tok:for OR hyp:tok:their) OR hyp:tok:home) OR hyp:tok:to),((((hyp:tok:low OR pre:tok:railing) OR hyp:tok:rollerblading) AND (NOT oth:overlap:overlap25)) OR hyp:tok:finished),((NOT pre:tok:in) AND hyp:tok:no),(NOT hyp:tok:wearing)
243,((NOT oth:overlap:overlap50) AND (hyp:tok:cat OR hyp:tok:eating)),(((NOT hyp:tok:outside) AND (hyp:tok:in OR oth:overlap:overlap25)) OR hyp:tok:to),(hyp:tok:tools AND pre:tok:and),(hyp:tok:football AND pre:tok:sport)
244,((hyp:tok:horses AND hyp:tok:riding) OR hyp:tok:magazine),((((NOT oth:overlap:overlap50) AND (oth:overlap:overlap25 OR pre:tok:in)) OR hyp:tok:is) AND (NOT hyp:tok:outside)),(hyp:tok:girls AND pre:tok:trunks),(hyp:tok:daughters AND pre:tok:and)
245,(hyp:tok:tired AND pre:tok:white),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:and) AND (NOT pre:tok:blue)) OR hyp:tok:after),(((NOT oth:overlap:overlap50) AND hyp:tok:sitting) AND (NOT pre:tok:in)),((NOT hyp:tok:is) AND (hyp:tok:flip OR hyp:tok:not))
246,((pre:tok:painted AND pre:tok:to) OR hyp:tok:speed),(hyp:tok:farmer AND pre:tok:in),((NOT oth:overlap:overlap25) AND (hyp:tok:lane OR hyp:tok:pointed)),(hyp:tok:sport AND pre:tok:play)
247,((((hyp:tok:riders OR pre:tok:clown) OR hyp:tok:legs) AND pre:tok:in) OR hyp:tok:officers),(hyp:tok:pets AND pre:tok:on),((NOT pre:tok:man) AND hyp:tok:courtyard),(((NOT pre:tok:in) AND hyp:tok:fighting) AND hyp:tok:are)
248,((((oth:overlap:overlap50 OR pre:tok:race) OR pre:tok:game) AND (NOT pre:tok:standing)) OR hyp:tok:nobody),(hyp:tok:backyard OR pre:tok:alone),(hyp:tok:home AND hyp:tok:sitting),((((NOT pre:tok:in) AND hyp:tok:fighting) AND hyp:tok:are) AND (NOT oth:overlap:overlap50))
249,((((hyp:tok:handed OR pre:tok:singer) OR hyp:tok:museum) OR hyp:tok:subway) AND (NOT hyp:tok:people)),(NOT pre:tok:dog),((hyp:tok:buddhist OR pre:tok:yarn) OR hyp:tok:stay),(hyp:tok:flip OR hyp:tok:not)
250,(hyp:tok:human OR pre:tok:surfing),(hyp:tok:instrument AND hyp:tok:with),(((hyp:tok:black OR hyp:tok:moon) OR hyp:tok:baseball) OR hyp:tok:only),(hyp:tok:you AND pre:tok:-)
251,(hyp:tok:on AND pre:tok:vacation),(((NOT pre:tok:and) AND hyp:tok:tall) AND (NOT hyp:tok:is)),(((hyp:tok:nobody OR hyp:tok:not) OR hyp:tok:no) AND (NOT pre:tok:with)),(hyp:tok:humans AND pre:tok:scarves)
252,((hyp:tok:boys AND pre:tok:girls) OR pre:tok:learning),(hyp:tok:conversation OR pre:tok:lying),((((pre:tok:groom OR pre:tok:surf) OR hyp:tok:5) OR pre:tok:images) AND (NOT pre:tok:man)),(NOT pre:tok:blue)
253,((hyp:tok:naked AND pre:tok:people) OR hyp:tok:hooded),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:their) OR hyp:tok:tall),((((hyp:tok:ladies OR pre:tok:lost) OR pre:tok:neighborhood) OR hyp:tok:you) AND (NOT pre:tok:in)),(((hyp:tok:championship OR hyp:tok:desert) OR hyp:tok:swing) OR hyp:tok:story)
254,(((hyp:tok:tired OR hyp:tok:yellow) AND hyp:tok:man) OR pre:tok:chat),(((hyp:tok:no OR hyp:tok:nobody) OR hyp:tok:anything) OR pre:tok:excited),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:her),((((hyp:tok:not AND pre:tok:two) OR hyp:tok:international) OR pre:tok:digging) AND hyp:tok:is)
255,((((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:wearing)) OR hyp:tok:for) AND (NOT hyp:tok:outside)),((hyp:tok:drives OR hyp:tok:sofa) OR pre:tok:skinned),((((NOT pre:tok:car) AND (hyp:tok:car OR hyp:tok:sleeping)) OR hyp:tok:tv) OR hyp:tok:sleep),((NOT pre:tok:woman) AND oth:overlap:overlap25)
256,(hyp:tok:there AND pre:tok:to),((hyp:tok:is AND pre:tok:running) OR pre:tok:wheeler),(((hyp:tok:shirt AND pre:tok:skates) OR hyp:tok:pipes) AND hyp:tok:red),(((hyp:tok:one OR hyp:tok:wearing) OR pre:tok:only) OR hyp:tok:shirt)
257,(hyp:tok:night AND pre:tok:night),((hyp:tok:in AND pre:tok:pier) AND pre:tok:are),(NOT pre:tok:looking),((hyp:tok:booth OR pre:tok:skiing) AND pre:tok:white)
258,((((hyp:tok:walking AND oth:overlap:overlap75) OR hyp:tok:look) OR hyp:tok:pick) AND (NOT pre:tok:down)),((hyp:tok:bicycle OR pre:tok:below) OR pre:tok:shadow),((hyp:tok:ladies OR hyp:tok:vegetable) OR hyp:tok:international),((hyp:tok:name OR pre:tok:pumpkin) AND hyp:tok:boy)
259,(hyp:tok:last AND pre:tok:two),(((hyp:tok:this AND pre:tok:pool) OR hyp:tok:podium) OR hyp:tok:watched),(hyp:tok:formal OR pre:tok:act),(((hyp:tok:basketball AND pre:tok:line) OR hyp:tok:deer) OR pre:tok:nutcracker)
260,((((NOT hyp:tok:to) AND (oth:overlap:overlap50 OR pre:tok:two)) AND (NOT pre:tok:street)) AND (NOT hyp:tok:two)),((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:playing)),((hyp:tok:eating OR pre:tok:older) OR hyp:tok:cake),(hyp:tok:visiting OR pre:tok:urban)
261,((NOT pre:tok:and) AND (hyp:tok:football AND pre:tok:football)),(((hyp:tok:alone OR hyp:tok:swimming) OR hyp:tok:eating) AND (NOT oth:overlap:overlap50)),(hyp:tok:tired AND pre:tok:pipe),((((hyp:tok:outdoors OR hyp:tok:outside) OR hyp:tok:something) OR hyp:tok:vehicle) OR hyp:tok:moving)
